,Abstract,KIDNEY,TRANSPLANT,BOTH,CATEGORY
569,"Kidney transplant (KT) candidates with HIV face higher mortality on the waitlist compared with candidates without HIV. Because the HIV Organ Policy Equity (HOPE) Act has expanded the donor pool to allow donors with HIV (D + ), it is crucial to understand whether this has impacted transplant rates for this population.",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.8959884643554688, 'Clinical Research in Nephrology': 0.06481225788593292, 'Critical Care in Nephrology': 0.013803568668663502, 'Onconephrology': 0.007274511270225048, 'Pediatric Nephrology': 0.006488711107522249, 'Cardionephrology': 0.005339638330042362, 'Glomerular Disease': 0.004825057461857796, 'Blood Purification': 0.0014677977887913585}, {'Organ and Tissue Preservation': 0.6409785151481628, 'Transplantation Immunology': 0.22301524877548218, 'Tissue Injury': 0.0304424986243248, 'Immunosuppression': 0.02317124605178833, 'Bioengineering': 0.018806766718626022, 'Vascularized Composite Allotransplantation': 0.013978106901049614, 'Xenotransplantation': 0.013822305016219616, 'Inflammation and Aging': 0.011492067947983742, 'Repair': 0.009816495701670647, 'Cell and Stem Cell Transplantation': 0.005416374187916517, 'Abdominal Transplantation': 0.005029839929193258, 'Thoracic Transplantation': 0.0040305121801793575}]"
570,"Nonadherence to immunosuppressives, a risk factor for poor posttransplant outcomes, can be assessed by self-report using the Basel Assessment of Adherence to Immunosuppressive Medications Scale (BAASIS). Available in written and interview versions, and previously validated on content, the BAASIS is widely used in research and clinical practice. The aim of this study was to investigate its psychometric properties.",,Yes,,"[{'Immunosuppression': 0.6405244469642639, 'Transplantation Immunology': 0.2295050173997879, 'Organ and Tissue Preservation': 0.03144563362002373, 'Cell and Stem Cell Transplantation': 0.029993154108524323, 'Abdominal Transplantation': 0.02774868533015251, 'Thoracic Transplantation': 0.023640938103199005, 'Vascularized Composite Allotransplantation': 0.006559665314853191, 'Inflammation and Aging': 0.0035314427223056555, 'Repair': 0.002715235110372305, 'Tissue Injury': 0.001769741764292121, 'Bioengineering': 0.0014931707410141826, 'Xenotransplantation': 0.001072904677130282}]"
571,"Liver disease is a common cause of morbidity and mortality, and many patients would benefit from liver transplantation. However, because of a shortage of suitable donor livers, even of those patients who are placed on the donor liver waiting list, many do not survive the waiting time for transplantation. Therefore, alternative treatments for end-stage liver disease need to be explored. Recent advances in organoid technology might serve as a solution to overcome the donor liver shortage in the future. In this overview, we highlight the potential of organoid technology for cell therapy and tissue engineering approaches. Both organoid-based approaches could be used as treatment for end-stage liver disease patients. Additionally, organoid-based cell therapy can also be used to repair liver grafts ex vivo to increase the supply of transplantable liver tissue. The potential of both approaches to become clinically available is carefully assessed, including their clinical, ethical, and economic implications. We provide insight into what aspects should be considered further to allow alternatives to donor liver transplantation to be successfully clinically implemented.",,Yes,,"[{'Abdominal Transplantation': 0.2523903548717499, 'Xenotransplantation': 0.23883002996444702, 'Cell and Stem Cell Transplantation': 0.16057541966438293, 'Bioengineering': 0.07466638833284378, 'Organ and Tissue Preservation': 0.06454677134752274, 'Repair': 0.055304475128650665, 'Transplantation Immunology': 0.04427582770586014, 'Vascularized Composite Allotransplantation': 0.04324457049369812, 'Inflammation and Aging': 0.029904155060648918, 'Tissue Injury': 0.021539421752095222, 'Immunosuppression': 0.009207790717482567, 'Thoracic Transplantation': 0.005514693912118673}]"
573,"Solid organ transplantation saves thousands of lives suffering from end-stage diseases. Although early transplants experienced acute organ injury, medical breakthroughs, such as tissue typing, and use of immunosuppressive agents have considerably improved graft survival. However, the overall incidence of allograft injury and chronic rejection remains high. Often the clinical manifestations of organ injury or rejection are nonspecific and late. Current requirement for successful organ transplantation is the identification of reliable, accurate, disease-specific, noninvasive methods for the early diagnosis of graft injury or rejection. Development of noninvasive techniques is important to allow routine follow-ups without the discomfort and risks associated with a graft biopsy. Multiple biofluids have been successfully tested for the presence of potential proteomic biomarkers; these include serum, plasma, urine, and whole blood. Kidney transplant research has provided significant evidence to the potential of proteomics-based biomarkers for acute and chronic kidney rejection, delayed graft function, early detection of declining allograft health. Multiple proteins have been implicated as biomarkers; however, recent observations implicate the use of similar canonical pathways and biofunctions associated with graft injury/rejection with altered proteins as potential biomarkers. Unfortunately, the current biomarker studies lack high sensitivity and specificity, adding to the complexity of their utility in the clinical space. In this review, we first describe the high-throughput proteomics technologies and then discuss the outcomes of proteomics profiling studies in the transplantation of several organs. Existing literature provides hope that novel biomarkers will emerge from ongoing efforts and guide physicians in delivering specific therapies to prolong graft survival.",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.8513534665107727, 'Clinical Research in Nephrology': 0.06475752592086792, 'Critical Care in Nephrology': 0.023585541173815727, 'Cardionephrology': 0.018751204013824463, 'Glomerular Disease': 0.013014553114771843, 'Blood Purification': 0.010291061364114285, 'Onconephrology': 0.009774661622941494, 'Pediatric Nephrology': 0.008471937850117683}, {'Transplantation Immunology': 0.6484047770500183, 'Organ and Tissue Preservation': 0.11955311894416809, 'Abdominal Transplantation': 0.11707088351249695, 'Vascularized Composite Allotransplantation': 0.037029363214969635, 'Tissue Injury': 0.017211884260177612, 'Xenotransplantation': 0.012711193412542343, 'Bioengineering': 0.010914158076047897, 'Repair': 0.01054334081709385, 'Immunosuppression': 0.008938106708228588, 'Inflammation and Aging': 0.007132894825190306, 'Thoracic Transplantation': 0.006987930741161108, 'Cell and Stem Cell Transplantation': 0.00350241013802588}]"
574,Blockade of interleukin-6 (IL-6) has emerged as a promising therapeutic option for antibody-mediated rejection. Subtherapeutic anti-IL-6 antibody level or treatment cessation following prolonged cytokine neutralization may result in proinflammatory rebound phenomena via accumulation of IL-6 and/or modulated gene expression of major components of the IL-6/IL-6 receptor (IL-6R) axis.,,Yes,,"[{'Transplantation Immunology': 0.5283346772193909, 'Immunosuppression': 0.25054770708084106, 'Cell and Stem Cell Transplantation': 0.07840896397829056, 'Inflammation and Aging': 0.05664070323109627, 'Xenotransplantation': 0.024073783308267593, 'Organ and Tissue Preservation': 0.02208779565989971, 'Abdominal Transplantation': 0.010484099388122559, 'Thoracic Transplantation': 0.00889218132942915, 'Tissue Injury': 0.008763400837779045, 'Vascularized Composite Allotransplantation': 0.007758643012493849, 'Repair': 0.0022750396747142076, 'Bioengineering': 0.0017331207636743784}]"
577,"The age of a liver transplant (LT) candidate is one of many variables used in the transplant selection process. Most research about the age at transplant has used prespecified age ranges or categories in assessing associations with transplant outcomes. However, there is a lack of knowledge about the age at transplant and survival. This study aimed to examine associations of age at transplant as a continuous variable, in conjunction with other patient and disease-related factors, with patient and graft survival after LT.",,Yes,,"[{'Abdominal Transplantation': 0.46464747190475464, 'Organ and Tissue Preservation': 0.17978674173355103, 'Transplantation Immunology': 0.10673406720161438, 'Inflammation and Aging': 0.05865910276770592, 'Tissue Injury': 0.04921010509133339, 'Vascularized Composite Allotransplantation': 0.04014505445957184, 'Xenotransplantation': 0.02271442860364914, 'Repair': 0.0172437597066164, 'Immunosuppression': 0.016881929710507393, 'Bioengineering': 0.016829581931233406, 'Cell and Stem Cell Transplantation': 0.01444321870803833, 'Thoracic Transplantation': 0.012704507447779179}]"
578,"T cell-mediated rejection (TCMR) is a severe issue after renal transplantation, but research on its T cell-receptor (TCR) repertoire is lacking. This study intended to elucidate the TCR repertoire landscape in TCMR and hence identify novel potential targets.",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.5322069525718689, 'Clinical Research in Nephrology': 0.21655498445034027, 'Cardionephrology': 0.07149308919906616, 'Onconephrology': 0.05959867686033249, 'Pediatric Nephrology': 0.05945447087287903, 'Critical Care in Nephrology': 0.031820036470890045, 'Glomerular Disease': 0.01872369460761547, 'Blood Purification': 0.010148027911782265}, {'Transplantation Immunology': 0.6972701549530029, 'Cell and Stem Cell Transplantation': 0.09725555032491684, 'Immunosuppression': 0.06702399253845215, 'Organ and Tissue Preservation': 0.049899522215127945, 'Tissue Injury': 0.02709059789776802, 'Xenotransplantation': 0.024679439142346382, 'Inflammation and Aging': 0.009804870933294296, 'Vascularized Composite Allotransplantation': 0.008314731530845165, 'Abdominal Transplantation': 0.0076834661886096, 'Repair': 0.004969029221683741, 'Thoracic Transplantation': 0.003201487008482218, 'Bioengineering': 0.0028070590924471617}]"
579,Over 16 000 children under the age of 15 died worldwide in 2017 because of liver disease. Pediatric liver transplantation (PLT) is currently the standard of care for these patients. The aim of this study is to describe global PLT activity and identify variations between regions.,,Yes,,"[{'Transplantation Immunology': 0.2876518666744232, 'Organ and Tissue Preservation': 0.2841550409793854, 'Abdominal Transplantation': 0.2588382065296173, 'Tissue Injury': 0.05020717903971672, 'Vascularized Composite Allotransplantation': 0.030470669269561768, 'Repair': 0.022909045219421387, 'Immunosuppression': 0.017054149881005287, 'Inflammation and Aging': 0.012540069408714771, 'Cell and Stem Cell Transplantation': 0.012303240597248077, 'Xenotransplantation': 0.00885472446680069, 'Thoracic Transplantation': 0.00797212217003107, 'Bioengineering': 0.007043724413961172}]"
580,The lack of a suitable transplantation site has become a bottleneck restricting the development of islet transplantation.,,Yes,,"[{'Transplantation Immunology': 0.35261398553848267, 'Xenotransplantation': 0.3477436900138855, 'Cell and Stem Cell Transplantation': 0.12012983113527298, 'Organ and Tissue Preservation': 0.07970470190048218, 'Abdominal Transplantation': 0.02529526688158512, 'Bioengineering': 0.022169621661305428, 'Repair': 0.016483528539538383, 'Vascularized Composite Allotransplantation': 0.00922025740146637, 'Immunosuppression': 0.009010042995214462, 'Tissue Injury': 0.0077609834261238575, 'Thoracic Transplantation': 0.005463302135467529, 'Inflammation and Aging': 0.004404737148433924}]"
581,"Isavuconazole has theoretical advantages over other mold-active triazoles for the treatment of invasive aspergillosis and mucormycosis after solid organ transplantation (SOT). The available clinical experience, nevertheless, is scarce.",,Yes,,"[{'Abdominal Transplantation': 0.2552891969680786, 'Organ and Tissue Preservation': 0.17940323054790497, 'Xenotransplantation': 0.14169634878635406, 'Transplantation Immunology': 0.12198531627655029, 'Thoracic Transplantation': 0.06071960926055908, 'Tissue Injury': 0.06003471463918686, 'Vascularized Composite Allotransplantation': 0.049313899129629135, 'Cell and Stem Cell Transplantation': 0.03667174652218819, 'Immunosuppression': 0.032915398478507996, 'Repair': 0.026891255751252174, 'Bioengineering': 0.017574040219187737, 'Inflammation and Aging': 0.017505211755633354}]"
582,We studied the variation in molecular T cell-mediated rejection (TCMR) activity in kidney transplant indication biopsies and its relationship with histologic lesions (particularly tubulitis and atrophy-fibrosis) and time posttransplant.,Yes,Yes,Yes,"[{'Kidney Transplantation': 0.6227879524230957, 'Clinical Research in Nephrology': 0.21759173274040222, 'Cardionephrology': 0.08428435027599335, 'Onconephrology': 0.0375983752310276, 'Pediatric Nephrology': 0.02132449857890606, 'Critical Care in Nephrology': 0.01070574764162302, 'Glomerular Disease': 0.003421947592869401, 'Blood Purification': 0.0022854520939290524}, {'Transplantation Immunology': 0.6267039179801941, 'Immunosuppression': 0.2096821516752243, 'Tissue Injury': 0.04697570577263832, 'Organ and Tissue Preservation': 0.03690202906727791, 'Cell and Stem Cell Transplantation': 0.03528102859854698, 'Xenotransplantation': 0.019196264445781708, 'Inflammation and Aging': 0.006651169620454311, 'Vascularized Composite Allotransplantation': 0.005728390999138355, 'Abdominal Transplantation': 0.005353960674256086, 'Repair': 0.004128571599721909, 'Bioengineering': 0.0017866817070171237, 'Thoracic Transplantation': 0.0016100582433864474}]"
583,"The last 5 y have seen the development and widespread adoption of high-plex spatial transcriptomic technology. This technique detects and quantifies mRNA transcripts in situ, meaning that transcriptomic signatures can be sampled from specific cells, structures, lesions, or anatomical regions while conserving the physical relationships that exist within complex tissues. These methods now frequently implement next-generation sequencing, enabling the simultaneous measurement of many targets, up to and including the whole mRNA transcriptome. To date, spatial transcriptomics has been foremost used in the fields of neuroscience and oncology, but there is potential for its use in transplantation sciences. Transplantation has a clear dependence on biopsies for diagnosis, monitoring, and research. Transplant patients represent a unique cohort with multiple organs of interest, clinical courses, demographics, and immunosuppressive regimens. Obtaining high complexity data on the disease processes underlying rejection, tolerance, infection, malignancy, and injury could identify new opportunities for therapeutic intervention and biomarker identification. In this review, we discuss currently available spatial transcriptomic technologies and how they can be applied to transplantation.",,Yes,,"[{'Cell and Stem Cell Transplantation': 0.26294267177581787, 'Organ and Tissue Preservation': 0.13982871174812317, 'Vascularized Composite Allotransplantation': 0.12244728952646255, 'Transplantation Immunology': 0.09309770911931992, 'Abdominal Transplantation': 0.08552521467208862, 'Tissue Injury': 0.06505033373832703, 'Thoracic Transplantation': 0.062300585210323334, 'Repair': 0.05441196635365486, 'Immunosuppression': 0.040064118802547455, 'Xenotransplantation': 0.0371251180768013, 'Bioengineering': 0.018907897174358368, 'Inflammation and Aging': 0.01829838566482067}]"
584,Heart transplantation (HTx) is an established therapeutic option for patients with advanced heart failure who are refractory to conventional guideline-directed treatments. This study aimed to reassess whether intravascular ultrasound variables could predict adverse events after HTx in the modern era.,,Yes,,"[{'Organ and Tissue Preservation': 0.3481265604496002, 'Transplantation Immunology': 0.23745481669902802, 'Thoracic Transplantation': 0.12514930963516235, 'Vascularized Composite Allotransplantation': 0.07297474145889282, 'Tissue Injury': 0.06354403495788574, 'Repair': 0.04184665530920029, 'Bioengineering': 0.025828775018453598, 'Inflammation and Aging': 0.02303091436624527, 'Abdominal Transplantation': 0.018385272473096848, 'Cell and Stem Cell Transplantation': 0.01718769781291485, 'Xenotransplantation': 0.013254936784505844, 'Immunosuppression': 0.013216224499046803}]"
585,"When a partial liver graft is unable to meet the demands of the recipient, a clinical phenomenon, small-for-size syndrome (SFSS), may ensue. Clear definition, diagnosis, and management are needed to optimize transplant outcomes.",,Yes,,"[{'Abdominal Transplantation': 0.7091219425201416, 'Transplantation Immunology': 0.10846564918756485, 'Xenotransplantation': 0.034979015588760376, 'Repair': 0.03416973724961281, 'Vascularized Composite Allotransplantation': 0.032971300184726715, 'Organ and Tissue Preservation': 0.028111081570386887, 'Tissue Injury': 0.017031678929924965, 'Cell and Stem Cell Transplantation': 0.01349589042365551, 'Thoracic Transplantation': 0.007744882721453905, 'Bioengineering': 0.007444619666785002, 'Immunosuppression': 0.0039560203440487385, 'Inflammation and Aging': 0.002508101984858513}]"
587,The hemodynamic effects of aortic arch vessel (AAV) clamping during normothermic regional perfusion (NRP) in donation after circulatory death is unknown. We investigated effects of AAV clamping during NRP compared with no clamping in a porcine model.,,Yes,,"[{'Thoracic Transplantation': 0.2964678704738617, 'Xenotransplantation': 0.20813219249248505, 'Organ and Tissue Preservation': 0.17198720574378967, 'Vascularized Composite Allotransplantation': 0.08740247040987015, 'Abdominal Transplantation': 0.05587968975305557, 'Cell and Stem Cell Transplantation': 0.049673400819301605, 'Transplantation Immunology': 0.04589797928929329, 'Tissue Injury': 0.036563873291015625, 'Repair': 0.02824067324399948, 'Bioengineering': 0.016213439404964447, 'Immunosuppression': 0.0017945771105587482, 'Inflammation and Aging': 0.0017466227291151881}]"
588,"Trifecta (ClinicalTrials.gov #NCT04239703) is a prospective trial defining relationships between donor-derived cell-free DNA (dd-cfDNA), donor-specific antibody (DSA), and molecular findings in kidney transplant biopsies. Previous analyses of double results showed dd-cfDNA was strongly associated with rejection-associated molecules in the biopsy. The present study analyzed the triple results in 280 biopsies, focusing on the question of dd-cfDNA levels in DSA-negative antibody-mediated rejection (AMR).",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.6212570667266846, 'Clinical Research in Nephrology': 0.2667079567909241, 'Cardionephrology': 0.03832876309752464, 'Pediatric Nephrology': 0.03307485207915306, 'Onconephrology': 0.018185365945100784, 'Critical Care in Nephrology': 0.00953562743961811, 'Glomerular Disease': 0.008980213664472103, 'Blood Purification': 0.003930199891328812}, {'Transplantation Immunology': 0.7628790736198425, 'Cell and Stem Cell Transplantation': 0.0773184597492218, 'Xenotransplantation': 0.07370434701442719, 'Organ and Tissue Preservation': 0.032978761941194534, 'Immunosuppression': 0.012187737040221691, 'Tissue Injury': 0.009799468331038952, 'Repair': 0.008565257303416729, 'Vascularized Composite Allotransplantation': 0.007990345358848572, 'Abdominal Transplantation': 0.006307816132903099, 'Bioengineering': 0.003621765412390232, 'Inflammation and Aging': 0.002489197999238968, 'Thoracic Transplantation': 0.0021578052546828985}]"
589,"Aging affects immunity broadly through changes caused by immunosenescence, clinically resulting in augmented susceptibility to infections, autoimmunity, and cancer. The most striking alterations associated with immunosenescence have been observed in the T-cell compartment with a significant shift toward a terminally differentiated memory phenotype taking on features of innate immune cells. At the same time, cellular senescence impairs T-cell activation, proliferation, and effector functions, compromising the effectiveness of immunity. In clinical transplantation, T-cell immunosenescence has been the main driver of less frequent acute rejections in older transplant recipients. This patient population, at the same time, suffers more frequently from the side effects of immunosuppressive therapy including higher rates of infections, malignancies, and chronic allograft failure. T-cell senescence has also been identified as an instigator of age-specific organ dysfunction through a process that has been coined ""inflammaging,"" accelerating organ injury and potentially contributing to the limited lifetime of organ transplants. Here, we provide a summary of the latest evidence on molecular characteristics of T-cell senescence affecting alloimmunity and organ quality while dissecting the consequences of unspecific organ injury and immunosuppression on T-cell senescence. Rather than conceptualizing immunosenescence as a broad and general ""weaker"" alloimmune response, it appears critical to understand both mechanisms and clinical effects in detail as a basis to refine treatment.",,Yes,,"[{'Transplantation Immunology': 0.7597836852073669, 'Inflammation and Aging': 0.0779171884059906, 'Organ and Tissue Preservation': 0.03883588686585426, 'Abdominal Transplantation': 0.029819194227457047, 'Cell and Stem Cell Transplantation': 0.026033103466033936, 'Vascularized Composite Allotransplantation': 0.023011738434433937, 'Tissue Injury': 0.0158091951161623, 'Immunosuppression': 0.00753011554479599, 'Thoracic Transplantation': 0.007235385477542877, 'Xenotransplantation': 0.005934102460741997, 'Repair': 0.005223780404776335, 'Bioengineering': 0.0028667740989476442}]"
590,"Recent studies identified underlying genetic causes in a proportion of patients with various forms of kidney disease. In particular, genetic testing reclassified some focal segmental glomerulosclerosis (FSGS) cases into collagen type 4 (COL4)-related nephropathy. This knowledge has major implications for counseling prospective transplant recipients about recurrence risk and screening biologically related donors. We describe our experience incorporating genetic testing in our kidney transplant multidisciplinary practice.",Yes,Yes,Yes,"[{'Glomerular Disease': 0.49005424976348877, 'Clinical Research in Nephrology': 0.1783786416053772, 'Kidney Transplantation': 0.1737058311700821, 'Pediatric Nephrology': 0.0485486164689064, 'Cardionephrology': 0.048138804733753204, 'Onconephrology': 0.030786044895648956, 'Critical Care in Nephrology': 0.019245296716690063, 'Blood Purification': 0.011142529547214508}, {'Organ and Tissue Preservation': 0.24616378545761108, 'Repair': 0.11571040004491806, 'Tissue Injury': 0.09321371465921402, 'Transplantation Immunology': 0.09009528160095215, 'Xenotransplantation': 0.08817052841186523, 'Vascularized Composite Allotransplantation': 0.08324282616376877, 'Abdominal Transplantation': 0.08211079984903336, 'Immunosuppression': 0.04840138927102089, 'Cell and Stem Cell Transplantation': 0.04751516133546829, 'Bioengineering': 0.04187363013625145, 'Inflammation and Aging': 0.03890713304281235, 'Thoracic Transplantation': 0.02459529973566532}]"
591,End-ischemic ex situ normothermic machine perfusion (NMP) enables assessment of donor livers prior to transplantation. The objective of this study was to provide support for bile composition as a marker of biliary viability and to investigate whether bile ducts of high-risk human donor livers already undergo repair during NMP.,,Yes,,"[{'Abdominal Transplantation': 0.38603466749191284, 'Xenotransplantation': 0.2900272607803345, 'Organ and Tissue Preservation': 0.15660803020000458, 'Transplantation Immunology': 0.043248068541288376, 'Thoracic Transplantation': 0.04054245352745056, 'Tissue Injury': 0.029147572815418243, 'Repair': 0.02144487388432026, 'Cell and Stem Cell Transplantation': 0.014487729407846928, 'Vascularized Composite Allotransplantation': 0.0064166695810854435, 'Bioengineering': 0.0060694520361721516, 'Inflammation and Aging': 0.0032950155436992645, 'Immunosuppression': 0.0026781042106449604}]"
594,"Given the central role of sarcomeric dysfunction in cardiomyocyte biology and sarcomere alterations described in endomyocardial biopsies of transplant patients with rejection, we hypothesized that the serum expression levels of genes encoding sarcomeric proteins were altered in acute cellular rejection (ACR). The aim of this study is to identify altered sarcomere-related molecules in serum and to evaluate their diagnostic accuracy for detecting rejection episodes.",,Yes,,"[{'Transplantation Immunology': 0.26611328125, 'Cell and Stem Cell Transplantation': 0.19472862780094147, 'Tissue Injury': 0.125649094581604, 'Organ and Tissue Preservation': 0.11703890562057495, 'Thoracic Transplantation': 0.07788874208927155, 'Repair': 0.05752858147025108, 'Vascularized Composite Allotransplantation': 0.04938888922333717, 'Xenotransplantation': 0.04585430398583412, 'Inflammation and Aging': 0.019224483519792557, 'Bioengineering': 0.016213377937674522, 'Abdominal Transplantation': 0.01614060252904892, 'Immunosuppression': 0.014231010340154171}]"
595,The successful implementation of end-ischemic normothermic machine perfusion (NMP) into clinical practice comes along with unusual demands for trained personnel and technical facilities in the implantation clinic. This creates an interest to bundle expertise and professional equipment for execution of MP at regional pump centers at the disadvantage of adding a second short period of cold preservation while sending the reconditioned grafts to the actual implant clinic. Differences of liver recovery upon reperfusion either immediately after NMP or after 3 h of cold storage subsequent to NMP should therefore be evaluated.,,Yes,,"[{'Abdominal Transplantation': 0.41115617752075195, 'Organ and Tissue Preservation': 0.17398397624492645, 'Cell and Stem Cell Transplantation': 0.14352889358997345, 'Repair': 0.05611075833439827, 'Thoracic Transplantation': 0.04645902290940285, 'Transplantation Immunology': 0.04627209156751633, 'Xenotransplantation': 0.03623373433947563, 'Tissue Injury': 0.027887355536222458, 'Vascularized Composite Allotransplantation': 0.025860846042633057, 'Bioengineering': 0.01678113080561161, 'Inflammation and Aging': 0.008955111727118492, 'Immunosuppression': 0.006770933512598276}]"
596,"As uterus transplantation transitions to a clinical procedure for women with absolute uterine-factor infertility, transplant centers performing uterus transplantation need information about the experience of living donors. This study examined the psychosocial impact on 17 nondirected uterus donors in the Dallas UtErus Transplant Study 1 y following donation.",,Yes,,"[{'Organ and Tissue Preservation': 0.6268426775932312, 'Vascularized Composite Allotransplantation': 0.09326856583356857, 'Transplantation Immunology': 0.08829418569803238, 'Cell and Stem Cell Transplantation': 0.03612056374549866, 'Tissue Injury': 0.033188458532094955, 'Repair': 0.02277258038520813, 'Bioengineering': 0.021153800189495087, 'Immunosuppression': 0.01916525885462761, 'Inflammation and Aging': 0.01881074160337448, 'Xenotransplantation': 0.015367837622761726, 'Abdominal Transplantation': 0.014718917198479176, 'Thoracic Transplantation': 0.010296442545950413}]"
597,"C-peptide levels are a key measure of beta-cell mass following islet transplantation, but threshold values required to achieve clinically relevant patient-centered outcomes are not yet established.",,Yes,,"[{'Transplantation Immunology': 0.6877055168151855, 'Cell and Stem Cell Transplantation': 0.06640777736902237, 'Xenotransplantation': 0.05576184019446373, 'Organ and Tissue Preservation': 0.04761173576116562, 'Vascularized Composite Allotransplantation': 0.044577933847904205, 'Abdominal Transplantation': 0.036310598254203796, 'Repair': 0.0192580446600914, 'Immunosuppression': 0.01603502780199051, 'Bioengineering': 0.009139398112893105, 'Tissue Injury': 0.007065839134156704, 'Thoracic Transplantation': 0.00623968243598938, 'Inflammation and Aging': 0.00388665241189301}]"
598,. We evaluated whether the use of normothermic regional perfusion (NRP) was associated with increased organ recovery and improved transplant outcomes from controlled donation after circulatory death (cDCD).,,Yes,,"[{'Organ and Tissue Preservation': 0.6934700608253479, 'Thoracic Transplantation': 0.12025779485702515, 'Transplantation Immunology': 0.09030108153820038, 'Abdominal Transplantation': 0.029787423089146614, 'Repair': 0.018526457250118256, 'Xenotransplantation': 0.011023110710084438, 'Bioengineering': 0.010896885767579079, 'Vascularized Composite Allotransplantation': 0.010586260817945004, 'Cell and Stem Cell Transplantation': 0.006400061305612326, 'Tissue Injury': 0.006260974332690239, 'Immunosuppression': 0.0013165142154321074, 'Inflammation and Aging': 0.0011733588762581348}]"
599,"Liver transplantation (LT) is the treatment of choice for patients with hepatocellular carcinoma (HCC). Recurrence of HCC after LT occurs in 10% to 20% of cases. Preclinical studies to evaluate immune checkpoint inhibitors in conjunction with immunosuppressant treatment in transplant recipients have been lacking. Here, we evaluated the efficacy, safety, and mechanism of programmed cell death-1 (PD1) blockade under tacrolimus treatment in transplant recipients.",,Yes,,"[{'Transplantation Immunology': 0.606778621673584, 'Organ and Tissue Preservation': 0.17958301305770874, 'Abdominal Transplantation': 0.04978641867637634, 'Immunosuppression': 0.043702490627765656, 'Tissue Injury': 0.04102620482444763, 'Xenotransplantation': 0.03248320147395134, 'Repair': 0.012901169247925282, 'Inflammation and Aging': 0.010990075767040253, 'Cell and Stem Cell Transplantation': 0.008873573504388332, 'Vascularized Composite Allotransplantation': 0.006709445267915726, 'Bioengineering': 0.004977523814886808, 'Thoracic Transplantation': 0.0021882960572838783}]"
600,"Autophagy is a lysosome-dependent regulated mechanism that recycles unnecessary cytoplasmic components. It is now known that autophagy dysfunction may have a pathogenic role in several human diseases and conditions, including kidney transplantation. Both defective and excessive autophagy may induce or aggravate several complications of kidney transplantation, such as ischemia-reperfusion injury, alloimmune response, and immunosuppressive treatment and side effects. Although it is still complicated to measure autophagy levels in clinical practice, more attention should be paid to the factors that may influence autophagy. In kidney transplantation, the association of low doses of a mammalian target of rapamycin inhibitor with low doses of a calcineurin inhibitor may be of benefit for autophagy modulation. However, further studies are needed to explore the role of other autophagy regulators.",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.7228114008903503, 'Clinical Research in Nephrology': 0.12473508715629578, 'Cardionephrology': 0.09755492955446243, 'Critical Care in Nephrology': 0.02307133562862873, 'Onconephrology': 0.0115033695474267, 'Pediatric Nephrology': 0.011412717401981354, 'Blood Purification': 0.005672447383403778, 'Glomerular Disease': 0.00323876878246665}, {'Organ and Tissue Preservation': 0.35346606373786926, 'Cell and Stem Cell Transplantation': 0.13125832378864288, 'Tissue Injury': 0.11565575003623962, 'Vascularized Composite Allotransplantation': 0.09089089930057526, 'Transplantation Immunology': 0.09070955961942673, 'Abdominal Transplantation': 0.05299381539225578, 'Immunosuppression': 0.038119129836559296, 'Repair': 0.03498150780797005, 'Inflammation and Aging': 0.03260386735200882, 'Xenotransplantation': 0.024342626333236694, 'Bioengineering': 0.021278658881783485, 'Thoracic Transplantation': 0.013699816539883614}]"
601,"Transcriptome analysis could be an additional diagnostic parameter in diagnosing kidney transplant (KTx) rejection. Here, we assessed feasibility and potential of NanoString nCounter analysis of KTx biopsies to aid the classification of rejection in clinical practice using both the Banff-Human Organ Transplant (B-HOT) panel and a customized antibody-mediated rejection (AMR)-specific NanoString nCounter Elements (Elements) panel. Additionally, we explored the potential for the classification of KTx rejection building and testing a classifier within our dataset.",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.7719407677650452, 'Clinical Research in Nephrology': 0.15574641525745392, 'Onconephrology': 0.018956970423460007, 'Critical Care in Nephrology': 0.017876915633678436, 'Pediatric Nephrology': 0.016462452709674835, 'Cardionephrology': 0.013199952431023121, 'Glomerular Disease': 0.0033670389093458652, 'Blood Purification': 0.0024494887329638004}, {'Transplantation Immunology': 0.7502682209014893, 'Xenotransplantation': 0.04685251787304878, 'Immunosuppression': 0.04162917286157608, 'Organ and Tissue Preservation': 0.0350845642387867, 'Tissue Injury': 0.034668728709220886, 'Cell and Stem Cell Transplantation': 0.02548718824982643, 'Inflammation and Aging': 0.019168203696608543, 'Vascularized Composite Allotransplantation': 0.014347555115818977, 'Abdominal Transplantation': 0.014161717146635056, 'Repair': 0.010254097171127796, 'Bioengineering': 0.005622361786663532, 'Thoracic Transplantation': 0.002455686451867223}]"
