aff,parent
"Department of Clinical Intervention, and Technology (CLINTEC), Karolinska University Hospital and Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Division of Nephrology, Department of Clinical Sciences, Karolinska Institutet, Danderyd Hospital, Stockholm, Sweden. Electronic address: juan.jesus.carrero@ki.se.",Karolinska Institute]SE
"Renal Unit, Department of Clinical Intervention and Technology, Karolinska Institutet and Karolinska University Hospital, Stockholm, Sweden.",Karolinska Institute]SE
"Endocrine and Sarcoma Surgery Unit, Department of Molecular Medicine and Surgery, Karolinska Institute, Stockholm, Sweden",Karolinska Institute]SE
"Clinical Immunology and Transfusion Medicine, Office of Medical Services, Region Skåne, Lund, Sweden",Office of Medical Services]SE
"Department of Immunology, Genetics and Pathology, Section of Clinical Immunology, Uppsala University, Sweden.",Uppsala University]SE
"Division of Clinical Geriatrics, Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Wallenberg Center for Molecular Medicine, Lund University, Lund, Sweden",Lund University]SE
"Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Solna, Sweden.",Karolinska Institute]SE
"Division of Renal Medicine, Department of Clinical Science, Intervention and Technology, Karolinska Institutet, Stockholm, Sweden",Karolinska Institute]SE
"Department of Medical Epidemiology and Biostatistics, Campus Solna, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Huddinge, Sweden.",Karolinska Institute]SE
"Division of Transplantation Surgery, Department of Clinical Science, Intervention and Technology (CLINTEC), Karolinska Institute, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Clinical Intervention and Technology, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Nephrology, Skåne University Hospital, Malmö, Sweden.",Lund University]SE
"Clinical Epidemiology Unit/Clinical Pharmacology, Department of Medicine Solna, Karolinska Institutet, Karolinska University Hospital, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Stockholm, Sweden",Karolinska Institute]SE
"Skane University Hospital Lund, Sweden.",Lund University]SE
"Department of Clinical Science Intervention and Technology, Hospital Huddinge, Karolinska University, Huddinge, Sweden.",Karolinska Institute]SE
"Department of Clinical Chemistry, Skåne University Hospital, Lund University, Lund, Sweden. Electronic address: anders.grubb@med.lu.se.",Lund University]SE
"Division of Renal Medicine, Department of Clinical Intervention and Technology, Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden.",Karolinska Institute]SE
"Division of Nephrology, Department of Clinical Sciences Lund, Lund University, Lund, Sweden.",Lund University]SE
"Department of Cardiothoracic Surgery, Lund University and Skåne University Hospital, Lund, Sweden.",Lund University]SE
"Triomed AB, Lund, Sweden.",Triomed AB]SE
"Division of Nephrology, Department of Clinical Sciences, Danderyd Hospital, Karolinska Institutet, Stockholm, Sweden. Electronic address: juan.jesus.carrero@ki.se.",Karolinska Institute]SE
"Department of Nephrology, Skåne University Hospital, Lund University, Malmö, Sweden.",Lund University]SE
"Division of Renal Medicine, Department of Clinical Science, Intervention and Technology, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Cardiology, Skåne University Hospital, Malmö, Sweden",Lund University]SE
"Medical Unit Renal Medicine, Karolinska University Hospital, and CLINTEC, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden. Electronic address: xuyang_pucri@bjmu.edu.cn.",Karolinska Institute]SE
"Late Stage Development, Cardiovascular, Renal and Metabolism (CVRM), BioPharmaceuticals R&D, AstraZeneca, Gothenburg, Sweden.",AstraZeneca Inc]GB
"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden",Karolinska Institute]SE
"Division of Nephrology, Department of Clinical Sciences, Lund University, Lund, Sweden.",Lund University]SE
"Division of Nephrology, Department of Clinical Sciences, Danderyd Hospital, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Physiology, Institute of Neuroscience and Physiology, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.",University of Gothenburg]SE
"Department of Clinical Sciences, Lund University, Malmö, Sweden.",Lund University]SE
"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Research and Development, ITB-MED AB, Stockholm, Sweden.",ITB-MED AB]SE
"Department of Clinical Chemistry and Pharmacology, Institute of Laboratory Medicine, Lund University, Lund, Sweden.",Lund University]SE
"Research and Development, ITB-MED AB, Stockholm, Sweden",ITB-MED AB]SE
"Department of Surgical Sciences, Akademiska Sjukhuset, Uppsala University, Uppsala, Sweden.",Uppsala University]SE
"Department of Medical Epidemiology and Biostatistics, Campus Solna, Karolinska Institutet, Stockholm, Sweden",Karolinska Institute]SE
"Department of Medical Epidemiology and Biostatistics , Karolinska Institutet , Stockholm , Sweden.",Karolinska Institute]SE
"Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Uppsala University, Uppsala, Sweden.",Uppsala University]SE
"Pediatric Digestive Diseases, Astrid Lindgren Children's Hospital, Karolinska University Hospital, CLINTEC, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
"Department of Obstetrics and Gynecology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.",University of Gothenburg]SE
"Department of Clinical Pathology, Sahlgrenska University Hospital, Gothenburg, Sweden.",University of Gothenburg]SE
"Department of Nephrology, Skåne University Hospital, Lund, Sweden.",Lund University]SE
"Pediatric Nephrology, State University of Campinas (UNICAMP), Campinas, Brazil.",State University of Campinas]BR
"LIM 12, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"LIM 03, Division of Clinical Pathology, University of São Paulo Medical School, São Paulo, Brazil.",University of São Paulo]BR
"LIM 12, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil. Electronic address: veronica.torres@hc.fm.usp.br.",University of São Paulo]BR
"Renal Transplant Service, Instituto Central, Hospital das Clinicas HCFMUSP, Faculdade de Medicina, Universidade de Sao Paulo, Sao Paulo, Brazil.",University of São Paulo]BR
"Department of Infectious Diseases, University of São Paulo School of Medicine Hospital das Clínicas, São Paulo, Brazil.",University of São Paulo]BR
"LIM 66, Serviço de Geriatria, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Serviço de Oncologia Clínica, Instituto do Câncer do Estado de São Paulo, Hospital das Clínicas HCFMUSP, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Instituto Israelita de Ensino e Pesquisa Albert Einstein, Faculdade Israelita de Ciências da Saúde Albert Einstein, São Paulo, Brazil.",Albert Einstein Israelite Hospital]BR
"Medical Director Department, Dasa, Barueri, Brazil.",Dasa Inc]BR
"Faculdade de Medicina da Universidade de Sao Paulo, Instituto do Cancer do Estado de Sao Paulo, Brazil.",University of São Paulo]BR
"Postgraduate Program in Rehabilitation Sciences, Universidade Nove de Julho (UNINOVE), São Paulo, Brazil.",University Nove de Julho]BR
"Renal Division, Internal Medicine, Clinical Hospital, School of Medicine, University of São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil",University Nove de Julho]BR
"Serviço de Medicina Nuclear, Instituto do Câncer do Estado de São Paulo, Hospital das Clínicas HCFMUSP, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Digestive Organs Transplant Division, Gastroenterology Department, University of São Paulo School of Medicine FM-USP, São Paulo, Brazil.",University of São Paulo]BR
"Radiology and Oncology Department, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil. Electronic address: annacrth@gmail.com.",University Nove de Julho]BR
"Serviço de Nefrologia, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil.",University Nove de Julho]BR
"Department of Hepatology and Liver Transplantation, Hospital Sirio-Libanes, Sao Paulo, Brazil.",Hospital Sirio-Libanes]BR
"Discipline of Microbiology, Department of Pathological Sciences, Santa Casa de São Paulo School of Medicine, São Paulo, Brazil.",Santa Casa de São Paulo School of Medicine]BR
"Liver Unit, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Albert Einstein Israelite Hospital]BR
"Clinical Microbiology Laboratory, Clinical Hospital, University of São Paulo Medical School, São Paulo, Brazil.",University of São Paulo]BR
"Working Committee for Hospital Epidemiology and Infection Control, University of São Paulo School of Medicine Hospital das Clínicas, São Paulo, Brazil.",University of São Paulo]BR
"Department of Epidemiology, School of Public Health, University of São Paulo, São Paulo, Brazil.",University of São Paulo]BR
"Postgraduate Program in Health and Environment. University Metropolitana de Santos (UNIMES), São Paulo, Brazil.",University Metropolitana de Santos]BR
"Serviço de Nefrologia, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil",University of São Paulo]BR
"Beneficência Portuguesa and Bandeirantes Hospital of São Paulo, São Paulo, Brazil.",Beneficência Portuguesa]BR
"The Cardiovascular Department, Linkou Chang Gung Memorial Hospital, Taoyuan City, Taiwan.",Chang Gung University]TW
"Artificial Intelligence Development Center, Fu Jen Catholic University, Taipei City, Taiwan.",Fu Jen Catholic University]TW
"Division of Nephrology, Department of Medicine, Taipei Veterans General Hospital, Taipei, Taiwan",Taipei Veterans General Hospital]TW
"Graduate Institute of Clinical Medical Sciences, College of Medicine, Chang Gung University, Taoyuan, Taiwan. Electronic address: franwisandsun@gmail.com.",Chang Gung University]TW
"Division of Gastroenterology and Hepatology, Department of Internal Medicine, National Taiwan University Hospital, Taipei City, Taiwan.",National Taiwan University]TW
"Graduate Institute of Clinical Medical Sciences, College of Medicine, Chang Gung University, Taoyuan, Taiwan.",Chang Gung University]TW
"Division of Thoracic and Cardiovascular Surgery, Linkou Medical Center, Department of Surgery, Linkou Chang Gung Memorial Hospital, Chang Gung University, Taoyuan City, Taiwan.",Chang Gung University]TW
"Department of Surgery, Chang Gung Memorial Hospital Kaoshiung, Taiwan.",Chang Gung University]TW
"Division of Cardiology, Department of Medicine, Taipei Veterans General Hospital, Taipei City, Taiwan.",Taipei Veterans General Hospital]TW
"Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, Taoyuan, Taiwan",Chang Gung University]TW
"Department of Surgery, National Taiwan University Hospital, Taipei, Taiwan.",National Taiwan University]TW
"and Institute of Clinical Medicine, National Yang Ming Chiao Tung University, Taipei, Taiwan.",National Yang Ming Chiao Tung University]TW
"Liver Transplant Center and Department of Surgery, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung, Taiwan.",Chang Gung University]TW
"School of Medicine, College of Medicine, National Yang Ming Chiao Tung University, Taipei, Taiwan",National Yang Ming Chiao Tung University]TW
"Ministry of Health and Welfare, Taipei City, Taiwan.",Ministry of Health and Welfare]TW
"Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, Taoyuan, Taiwan.",Chang Gung University]TW
"Department of Ophthalmology, National Taiwan University Hospital, Taipei City, Taiwan.",National Taiwan University]TW
"Liver Transplantation Centre, Kaohsiung Chang Gung Memorial Hospital, Kaohsiung, Taiwan.",Chang Gung University]TW
"Danish National Genome Center, Copenhagen, Denmark.",Danish National Genome Center]DK
"Department of Pathology, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
"Division of Nephrology, Department of Medicine, Hospitalsenheden Midt, Viborg, Denmark.",Aarhus University]DK
"Department of Cardiology, Sygehus Lillebælt, Vejle, Denmark.",Sygehus Lillebælt]DK
"Department of Cardiology, Nordsjællands Hospital, Hillerød, Denmark.",Copenhagen University]DK
"Department of Renal Medicine, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.",Copenhagen University]DK
"Department of Biomedical Sciences, Copenhagen University, Copenhagen, Denmark.",Copenhagen University]DK
"Department of Clinical Medicine, University of Copenhagen, Copenhagen",Copenhagen University]DK
"Department of Cardiology, Herlev and Gentofte Hospital, Herlev, Denmark.",Copenhagen University]DK
"Department for Cardiothoracic Surgery, Aarhus University Hospital, Denmark.",Aarhus University]DK
"Department for Anesthesiology, Region Hospital Silkeborg, Denmark.",Aarhus University]DK
"Department of Nephrology, Copenhagen University Hospital Rigshospitalet, Copenhagen, Denmark.",Copenhagen University]DK
"Department of Endocrinology and Nephrology, Nordsjællands Hospital, Hillerød, Denmark.",Copenhagen University]DK
"Steno Diabetes Center Copenhagen and the Department of Clinical Medicine, University of Copenhagen, Copenhagen, Denmark.",Steno]DK
"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark",Copenhagen University]DK
"Department of Nephrology, Copenhagen University Hospital Rigshospitalet, Copenhagen",Copenhagen University]DK
"Complications Research, Steno Diabetes Center Copenhagen, Copenhagen, Denmark.",Steno]DK
"Department of Clinical Medicine, University of Copenhagen, Copenhagen, Denmark",Copenhagen University]DK
"Research Unit for Molecular Medicine, Institute for Clinical Medicine, Aarhus University, Denmark.",Aarhus University]DK
"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark.",Copenhagen University]DK
"Department of Radiology, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
"Department of Biomedicine, Aarhus University, Aarhus, Denmark.",Aarhus University]DK
"Hans Christian Andersen Children's Hospital, Odense University Hospital, Odense, Denmark.",Odense University]DK
"Clinical Epidemiology, Steno Diabetes Center Copenhagen, Herlev, Denmark.",Steno]DK
"The Capital Region Pharmacy, Herlev, Denmark",Copenhagen University]DK
"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre",Copenhagen University]DK
"Department of Drug Design and Pharmacology, University of Copenhagen, Copenhagen",Copenhagen University]DK
"Department for Clinical Medicine-Comparative Medicine Laboratory, Aarhus University, Denmark.",Aarhus University]DK
"Department of Medicine, Division of Nephrology, Zealand University Hospital, Roskilde, Denmark.",Roskilde University]DK
"Department of Nephrology, Rigshospitalet, Copenhagen, Denmark.",Copenhagen University]DK
"Capital Region Pharmacy, Herlev, Denmark.",Copenhagen University]DK
"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre",Copenhagen University]DK
"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark",Copenhagen University]DK
"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.",Copenhagen University]DK
"Novo Nordisk A/S, Søborg, Denmark.",Novo Nordisk]DK
"Department of Cardiology, Rigshospitalet, Copenhagen, Denmark.",Copenhagen University]DK
"Department of Clinical Medicine, University of Copenhagen, Copenhagen.",Copenhagen University]DK
"Department of Clinical Pharmacology, Copenhagen University Hospital Bispebjerg and Frederiksberg, Copenhagen",Copenhagen University]DK
"Department of Nephrology, Aalborg University Hospital, Aalborg, Denmark.",Aalborg University]DK
"Department of Clinical Physiology and Nuclear Medicine, Centre for Functional and Diagnostic Imaging and Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.",Copenhagen University]DK
"Steno Diabetes Center Copenhagen, Herlev, Denmark.",Steno]DK
"Department of Biology, Zoophysiology, Aarhus University, Aarhus, Denmark.",Aarhus University]DK
"Department of Nephrology, Gødstrup Hospital, Herning, Denmark.",Aarhus University]DK
"Department of Clinical Medicine, Aarhus University, Aarhus, Denmark.",Aarhus University]DK
"Department of Nephrology, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre. Electronic address: esben.iversen@regionh.dk.",Copenhagen University]DK
"Department of Nephrology, Herlev and Gentofte Hospital, Herlev, Denmark.",Copenhagen University]DK
"Department of Drug Design and Pharmacology, University of Copenhagen, Copenhagen, Denmark.",Copenhagen University]DK
"Department of Cardiology, Aarhus University Hospital, Denmark.",Aarhus University]DK
"Department of Internal Medicine, College of Medicine, Institute of Kidney Disease Research, Yonsei University, Seoul.",Yonsei University]KR
"Department of Internal Medicine, Boramae Medical Center, Seoul, Korea",Seoul National University]KR
"Department of Urology, and Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
"Department of Surgery, Seoul National University Hospital and Seoul National University College of Medicine, Seoul, South Korea.",Seoul National University]KR
"Department of Laboratory Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
"Department of Clinical Research Design & Evaluation, SAIHST, Sungkyunkwan University, Seoul, South Korea. Electronic address: yoosoo.chang@gmail.com.",Sungkyunkwan University]KR
"Department of Internal Medicine, National Health Insurance Service Medical Center, Ilsan Hospital, Goyangshi, Gyeonggi-do, South Korea.",National Health Insurance Service]KR
"The Research Institute for Transplantation, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yonsei University]KR
"Center for Cohort Studies, Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
"Division of Kidney and Pancreas Transplantation, Department of Surgery, Asan Medical Center, College of Medicine, University of Ulsan, Seoul, Korea.",University of Ulsan]KR
"Center for Vascular Research, Institute for Basic Science, Daejeon, Republic of Korea.",Institute for Basic Science]KR
"Department of Internal Medicine, College of Medicine, Institute of Kidney Disease Research, Yonsei University, Seoul. Electronic address: hansh@yuhs.ac.",Yonsei University]KR
"Department of Internal Medicine, Seoul National University, Seoul, South Korea.",Seoul National University]KR
"Department of Internal Medicine, Research Institute of Clinical Medicine, Jeonbuk National University Medical School, Jeonju, Republic of Korea.",Jeonbuk National University]KR
"Department of Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.",Sungkyunkwan University]KR
"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yonsei University]KR
"Department of Internal Medicine, College of Medicine, Seoul National University, Seoul, Korea.",Seoul National University]KR
"Department of Internal Medicine, Seoul National University Hospital Seoul, Korea.",Seoul National University]KR
"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea",Yonsei University]KR
"Division of Kidney and Pancreas Transplantation, Department of Surgery, Asan Medical Center, College of Medicine, University of Ulsan, Seoul, Korea. Electronic address: gskyh@amc.seoul.kr.",University of Ulsan]KR
"Center for Cohort Studies, Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea",Sungkyunkwan University]KR
"Department of Surgery, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yonsei University]KR
"Department of Family Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
"Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea",Sungkyunkwan University]KR
"Department of Internal Medicine, Gwangmyeong Hospital, Chung-Ang University, Gyeonggi-do, South Korea",Chung-Ang University]KR
"Department of Surgery, Korea University Medical Center, Anam Hospital, Seoul, South Korea.",Korea University]KR
"Department of Internal Medicine, Yonsei University Wonju College of Medicine, Wonju, Republic of Korea.",Yonsei University]KR
"Division of HBP Surgery, Department of Surgery, Seoul National University, College of Medicine, Seoul, Korea.",Seoul National University]KR
"Department of Clinical Research Design & Evaluation, SAIHST, Sungkyunkwan University, Seoul, South Korea. Electronic address: sh703.yoo@gmail.com.",Sungkyunkwan University]KR
"The Research Institute for Transplantation, Yonsei University College of Medicine, Seoul, Republic of Korea. Electronic address: laplaine@yuhs.ac.",Yonsei University]KR
"Department of Surgery, Seoul National University College of Medicine, Seoul, Republic of Korea.",Seoul National University]KR
"Department of Internal Medicine, Heukseok Hospital, Chung-Ang University, Seoul, Korea",Chung-Ang University]KR
"Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea.",Korea Advanced Institute of Science and Technology]KR
"Division of Nephrology, Department of Internal Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
"Department of Internal Medicine, College of Medicine, Seoul National University, Seoul, Korea. Electronic address: jungpyolee@snu.ac.kr.",Seoul National University]KR
"Department of Surgery, Yonsei University College of Medicine, Seoul, Republic of Korea",Yonsei University]KR
"Department of Internal Medicine, College of Medicine, Chung-Ang University, Seoul, Korea.",Chung-Ang University]KR
"Department of Pediatrics, Seoul National University College of Medicine, Seoul, South Korea.",Seoul National University]KR
"Hanyang University Hospital for Rheumatic Diseases and Hanyang University Institute for Rheumatology Research, Seoul, Republic of Korea.",Hanyang University]KR
"Department of Internal Medicine, Seoul National University Hospital Seoul, Korea",Seoul National University]KR
"Division of Hepatobiliary Surgery and Liver Transplantation, Department of Surgery, Asan Medical Center, Seoul, South Korea.",University of Ulsan]KR
"Department of Internal Medicine, Seoul National University Bundang Hospital, Gyeonggi-do, Korea.",Seoul National University]KR
"Division of Nephrology, Department of Internal Medicine, Ulsan University Hospital, University of Ulsan College of Medicine, Ulsan, Korea.",University of Ulsan]KR
"Department of Occupational and Environmental Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea",Sungkyunkwan University]KR
"Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
"Department of Internal Medicine, School of Medicine, Kyungpook National University, Daegu, Korea.",Kyungpook National University]KR
"Department of Surgery, Boramae Medical Center, Seoul, Korea.",Seoul National University]KR
"Unit of Infectious Diseases, Division of General Pediatrics, Department of Pediatrics, Gynecology and Obstetrics, Geneva University Hospitals and University of Geneva, Geneva, Switzerland.",University of Geneva]CH
"Division of Infectious Diseases, University Hospital of Vaud, Lausanne, Switzerland.",University of Lausanne]CH
"Department of Visceral and Transplantation Surgery, University Hospital Zürich, Zürich, Switzerland. Electronic address: bostjan.humar@usz.ch.",University of Zürich]CH
"Swiss Pediatric Liver Centre, Division of Pediatric Specialties, Department of Pediatrics, Gynecology and Obstetrics, University Hospitals Geneva and University of Geneva, Geneva, Switzerland.",University of Geneva]CH
"Roche Diagnostics International, Rotkreuz, Switzerland.",Roche AG]CH
"University Hospital Zurich, Zürich, Switzerland.",University of Zürich]CH
"Department of Surgery and Transplantation, Swiss HPB Center, University Hospital Zurich, Zürich, Switzerland.",University of Zürich]CH
"Institute of Nursing Science, Department of Public Health, University of Basel, Switzerland.",University of Basel]CH
"Clinic for Transplantation Immunology and Nephrology, University Hospital Basel, Basel, Switzerland.",University of Basel]CH
"Division of Infectious Diseases and Hospital Epidemiology, University Hospital of Zurich, Switzerland.",University of Zürich]CH
"Department of Plastic Surgery and Hand Surgery, University Hospital Zurich, Zurich, Switzerland.",University of Zürich]CH
"Department of Visceral and Transplantation Surgery, University Hospital Zürich, Zürich, Switzerland.",University of Zürich]CH
"Department of Cell Physiology and Metabolism, University of Geneva, Geneva, Switzerland.",University of Geneva]CH
"Department of Clinical Research, University Hospital Basel, University of Basel, Basel, Switzerland.",University of Basel]CH
"Division of Child and Adolescent Surgery, Department of Pediatrics, Gynecology, and Obstetrics, Geneva University Hospitals, University of Geneva, 1205 Geneva, Switzerland.",University of Geneva]CH
"Unit of Immunology and Vaccinology, Division of General Pediatrics, Department of Pediatrics, Gynecology and Obstetrics, Geneva University Hospitals and University of Geneva, Geneva, Switzerland. Electronic address: geraldine.blanchardrohner@hcuge.ch.",University of Geneva]CH
"Department of Research and Education, Lausanne University Hospital and University of Lausanne, Lausanne, Switzerland.",University of Lausanne]CH
"Calciscon AG, Bern Nidau, Switzerland.",Calciscon AG]CH
"Pharma Development Clinical Science, F. Hoffmann-La Roche Ltd, Basel, Switzerland.",Roche AG]CH
"Transplant Infectious Diseases Unit, Division of Infectious Diseases, Geneva University Hospitals, Geneva, Switzerland.",University of Geneva]CH
"Department of Surgery and Transplantation, University Hospital Zurich, Zurich, Switzerland.",University of Zürich]CH
"Division of Infectious Diseases and Hospital Epidemiology, University Hospital of Basel, Basel, Switzerland.",University of Basel]CH
"Division of Nephrology, University Hospital Zurich, Zurich, Switzerland.",University of Zürich]CH
"Department of Endocrinology, Diabetes, and Metabolism, University Hospital Basel, Basel, Switzerland.",University of Basel]CH
"Institute of Pathology, University Hospital Zurich, Zurich, Switzerland.",University of Zürich]CH
"Calciscon AG, Biel, Switzerland",Calciscon AG]CH
"CSL Vifor, Glattbrugg, Switzerland.",CSL]AU
"Pediatric Platform for Clinical Research, Department of Pediatrics, Gynecology, and Obstetrics, Geneva University Hospitals, University of Geneva, 1205 Geneva, Switzerland.",University of Geneva]CH
"Pharmacometrics, Novartis, Basel, Switzerland.",Novartis AG]CH
"Swiss Pediatric Liver Center, Pediatric Gastroenterology, Hepatology and Nutrition Unit, Department of Pediatrics, Gynecology and Obstetrics, Geneva University Hospitals and University of Geneva, Geneva, Switzerland.",University of Geneva]CH
"CSL-Vifor, Glattbrugg, Switzerland.",CSL]AU
"Gastroenterology, Hepatology and Nutrition Unit, Division of Pediatric Specialties, Department of Pediatrics, Gynecology, and Obstetrics, Geneva University Hospitals, University of Geneva, 1205 Geneva, Switzerland",University of Geneva]CH
"Institute of Anatomy, Faculty of Medicine, University of Zurich, Zurich, Switzerland.",University of Zürich]CH
"Clinical Trial Unit, Centre Hospitalier Universitaire Vaudois, Lausanne, Switzerland.",University of Lausanne]CH
"Department of Surgery and Transplantation, Swiss HPB Centre, University Hospital Zurich, Zurich, Switzerland.",University of Zürich]CH
"University Department of Geriatric Medicine, Felix Platter Hospital, Basel, Switzerland.",Felix Platter]CH
"Centre de Recherche Clinique (CRC), Lausanne University Hospital, Lausanne, Switzerland.",University of Lausanne]CH
"Department of Infectious Diseases, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland.",University of Bern]CH
"Department of Pathology, University Hospital Basel, Basel, Switzerland.",University of Basel]CH
"Department of Surgery, Universitets Hospital Zurich, Zurich, Switzerland.",University of Zürich]CH
"Department of Clinical Research, SOCAR Research SA, Nyon, Switzerland.",SOCAR Research]CH
"Division of Infectious Diseases, Cantonal Hospital St Gallen, St Gallen, Switzerland.",Cantonal Hospital St Gallen]CH
"University Clinic for Visceral Surgery and Medicine and Hepatology, Department of BioMedical Research, University of Berne, Berne, Switzerland.",University of Bern]CH
"Geneva University Hospitals and Faculty of Medicine, Geneva, Switzerland.",University of Geneva]CH
"Department of Nephrology and Hypertension, Department of Medicine, Centre hospitalier universitaire Vaudois, Lausanne, Switzerland.",University of Lausanne]CH
"Department of Dermatology, University Hospital of Zurich, Switzerland.",University of Zürich]CH
"Department of Cardiology, University Heart Center, University Hospital Zürich and University of Zürich, Zürich, Switzerland.",University of Zürich]CH
"Institute for Clinical Chemistry, University Hospital Zürich, Zürich, Switzerland.",University of Zürich]CH
"Ludwig Boltzmann Institute for Osteology at the Hanusch Hospital of OEGK and AUVA Trauma Centre Meidling, 1st Medical Department, Hanusch Hospital, Vienna, Austria.",Hanusch Hospital]AT
"Department of Dermatology, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Department of Urology, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Department of Clinical Pharmacology, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
