,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"Division of Nephrology, Department of Medicine, University Health Network, University of Toronto, Toronto, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.9866123, 'word': 'Division of Nephrology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.98608965, 'word': 'Department of Medicine', 'start': 24, 'end': 46}","{'entity_group': 'ORG', 'score': 0.9982684, 'word': 'University Health Network', 'start': 48, 'end': 73}","{'entity_group': 'ORG', 'score': 0.9992681, 'word': 'University of Toronto', 'start': 75, 'end': 96}","{'entity_group': 'LOC', 'score': 0.99998116, 'word': 'Toronto', 'start': 98, 'end': 105}","{'entity_group': 'LOC', 'score': 0.99996805, 'word': 'Ontario', 'start': 107, 'end': 114}","{'entity_group': 'LOC', 'score': 0.99998915, 'word': 'Canada', 'start': 116, 'end': 122}",,,,,,,,
"Department of Medicine, National Taiwan University Cancer Center, Taipei, Taiwan, Republic of China.","{'entity_group': 'ORG', 'score': 0.6920574, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'LOC', 'score': 0.8558425, 'word': 'National Taiwan University Cancer Center', 'start': 24, 'end': 64}","{'entity_group': 'LOC', 'score': 0.9999949, 'word': 'Taipei', 'start': 66, 'end': 72}","{'entity_group': 'LOC', 'score': 0.99998903, 'word': 'Taiwan', 'start': 74, 'end': 80}","{'entity_group': 'LOC', 'score': 0.9999857, 'word': 'Republic of China', 'start': 82, 'end': 99}",,,,,,,,,,
"Department of Physical Medicine and Rehabilitation, Mayo Clinic, Rochester, MN.","{'entity_group': 'ORG', 'score': 0.9991286, 'word': 'Department of Physical Medicine and Rehabilitation', 'start': 0, 'end': 50}","{'entity_group': 'ORG', 'score': 0.99644405, 'word': 'Mayo Clinic', 'start': 52, 'end': 63}","{'entity_group': 'LOC', 'score': 0.9999289, 'word': 'Rochester', 'start': 65, 'end': 74}","{'entity_group': 'LOC', 'score': 0.9994806, 'word': 'MN', 'start': 76, 'end': 78}",,,,,,,,,,,
"Boston Medical Center, Boston, MA.","{'entity_group': 'LOC', 'score': 0.9999544, 'word': 'Boston Medical Center', 'start': 0, 'end': 21}","{'entity_group': 'LOC', 'score': 0.99999297, 'word': 'Boston', 'start': 23, 'end': 29}","{'entity_group': 'LOC', 'score': 0.9999546, 'word': 'MA', 'start': 31, 'end': 33}",,,,,,,,,,,,
"Department of Medicine, Baylor College of Medicine, Houston, TX.","{'entity_group': 'ORG', 'score': 0.91573507, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.85531557, 'word': 'Baylor College of Medicine', 'start': 24, 'end': 50}","{'entity_group': 'LOC', 'score': 0.99997973, 'word': 'Houston', 'start': 52, 'end': 59}","{'entity_group': 'LOC', 'score': 0.9997674, 'word': 'TX', 'start': 61, 'end': 63}",,,,,,,,,,,
"Division of Nephrology, Department of Internal Medicine, Ulsan University Hospital, University of Ulsan College of Medicine, Ulsan, Korea.","{'entity_group': 'ORG', 'score': 0.7846154, 'word': 'Division', 'start': 0, 'end': 8}","{'entity_group': 'ORG', 'score': 0.89563555, 'word': 'Nephrology', 'start': 12, 'end': 22}","{'entity_group': 'ORG', 'score': 0.65482426, 'word': 'Department', 'start': 24, 'end': 34}","{'entity_group': 'ORG', 'score': 0.7755329, 'word': 'Internal Medicine', 'start': 38, 'end': 55}","{'entity_group': 'LOC', 'score': 0.9986974, 'word': 'Ulsan University Hospital', 'start': 57, 'end': 82}","{'entity_group': 'ORG', 'score': 0.974567, 'word': 'University of Ulsan College of Medicine', 'start': 84, 'end': 123}","{'entity_group': 'LOC', 'score': 0.9999897, 'word': 'Ulsan', 'start': 125, 'end': 130}","{'entity_group': 'LOC', 'score': 0.99999213, 'word': 'Korea', 'start': 132, 'end': 137}",,,,,,,
"State Key Laboratory of Respiratory Disease, the First Affiliated Hospital of Guangzhou Medical University, Guangzhou Medical University, Guangzhou, Guangdong 510120, China","{'entity_group': 'ORG', 'score': 0.9968728, 'word': 'State Key Laboratory of Respiratory Disease', 'start': 0, 'end': 43}","{'entity_group': 'ORG', 'score': 0.89915377, 'word': 'First Affiliate', 'start': 49, 'end': 64}","{'entity_group': 'ORG', 'score': 0.8056238, 'word': 'Hospital', 'start': 66, 'end': 74}","{'entity_group': 'ORG', 'score': 0.9978058, 'word': 'Guangzhou Medical University', 'start': 78, 'end': 106}","{'entity_group': 'ORG', 'score': 0.9986205, 'word': 'Guangzhou Medical University', 'start': 108, 'end': 136}","{'entity_group': 'LOC', 'score': 0.99996614, 'word': 'Guangzhou', 'start': 138, 'end': 147}","{'entity_group': 'LOC', 'score': 0.9999428, 'word': 'Guangdong', 'start': 149, 'end': 158}","{'entity_group': 'LOC', 'score': 0.99999166, 'word': 'China', 'start': 167, 'end': 172}",,,,,,,
"Department of Surgery and Emory Transplant Center, Suite 5105, 101 Woodruff Circle, Atlanta, Georgia 30322. Electronic address: mandy.ford@emory.edu.","{'entity_group': 'ORG', 'score': 0.99941653, 'word': 'Department of Surgery and Emory Transplant Center', 'start': 0, 'end': 49}","{'entity_group': 'LOC', 'score': 0.98539186, 'word': 'Woodruff Circle', 'start': 67, 'end': 82}","{'entity_group': 'LOC', 'score': 0.9999821, 'word': 'Atlanta', 'start': 84, 'end': 91}","{'entity_group': 'LOC', 'score': 0.9999851, 'word': 'Georgia', 'start': 93, 'end': 100}","{'entity_group': 'PER', 'score': 0.9816357, 'word': 'mandy', 'start': 128, 'end': 133}","{'entity_group': 'PER', 'score': 0.9990858, 'word': 'ford', 'start': 134, 'end': 138}","{'entity_group': 'ORG', 'score': 0.8311359, 'word': 'emory.edu.', 'start': 139, 'end': 149}",,,,,,,,
"The Liver Unit, Queen Elizabeth University Hospital, Birmingham, United Kingdom.","{'entity_group': 'ORG', 'score': 0.99886084, 'word': 'Liver Unit', 'start': 4, 'end': 14}","{'entity_group': 'LOC', 'score': 0.9999795, 'word': 'Queen Elizabeth University Hospital', 'start': 16, 'end': 51}","{'entity_group': 'LOC', 'score': 0.9999901, 'word': 'Birmingham', 'start': 53, 'end': 63}","{'entity_group': 'LOC', 'score': 0.99999636, 'word': 'United Kingdom', 'start': 65, 'end': 79}",,,,,,,,,,,
"Division of Infectious Diseases, College of Medicine, University of Florida, Gainesville, Florida, USA.","{'entity_group': 'ORG', 'score': 0.9559325, 'word': 'Division of Infec', 'start': 0, 'end': 17}","{'entity_group': 'ORG', 'score': 0.97496647, 'word': 'us Diseases', 'start': 20, 'end': 31}","{'entity_group': 'ORG', 'score': 0.9936638, 'word': 'College of Medicine', 'start': 33, 'end': 52}","{'entity_group': 'ORG', 'score': 0.99982715, 'word': 'University of Florida', 'start': 54, 'end': 75}","{'entity_group': 'LOC', 'score': 0.99995345, 'word': 'Gainesville', 'start': 77, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99998236, 'word': 'Florida', 'start': 90, 'end': 97}","{'entity_group': 'LOC', 'score': 0.9999651, 'word': 'USA', 'start': 99, 'end': 102}",,,,,,,,
"Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital and Harvard Medical School, Charlestown, Massachusetts.","{'entity_group': 'ORG', 'score': 0.9754456, 'word': 'Athinoula A. Martinos Center for Biomedical Imaging', 'start': 0, 'end': 51}","{'entity_group': 'ORG', 'score': 0.996163, 'word': 'Department of Radiology', 'start': 53, 'end': 76}","{'entity_group': 'LOC', 'score': 0.9961908, 'word': 'Massachusetts General Hospital', 'start': 78, 'end': 108}","{'entity_group': 'LOC', 'score': 0.844182, 'word': 'Harvard Medical School', 'start': 113, 'end': 135}","{'entity_group': 'LOC', 'score': 0.99995023, 'word': 'Charlestown', 'start': 137, 'end': 148}","{'entity_group': 'LOC', 'score': 0.9999317, 'word': 'Massachusetts', 'start': 150, 'end': 163}",,,,,,,,,
"Division of Precision Medicine, New York University Grossman School of Medicine, New York, New York.","{'entity_group': 'ORG', 'score': 0.9866398, 'word': 'Division of Precision Medicine', 'start': 0, 'end': 30}","{'entity_group': 'ORG', 'score': 0.7533693, 'word': 'New York University Grossman School of', 'start': 32, 'end': 70}","{'entity_group': 'LOC', 'score': 0.5164376, 'word': 'Medicine', 'start': 71, 'end': 79}","{'entity_group': 'LOC', 'score': 0.9999902, 'word': 'New York', 'start': 81, 'end': 89}","{'entity_group': 'LOC', 'score': 0.9999851, 'word': 'New York', 'start': 91, 'end': 99}",,,,,,,,,,
"Medical Faculty, Institute of Experimental Medicine and Systems Biology, RWTH Aachen University, Aachen, Germany.","{'entity_group': 'ORG', 'score': 0.9998691, 'word': 'Institute of Experimental Medicine and Systems Biology', 'start': 17, 'end': 71}","{'entity_group': 'ORG', 'score': 0.99980706, 'word': 'RWTH Aachen University', 'start': 73, 'end': 95}","{'entity_group': 'LOC', 'score': 0.99999374, 'word': 'Aachen', 'start': 97, 'end': 103}","{'entity_group': 'LOC', 'score': 0.99999595, 'word': 'Germany', 'start': 105, 'end': 112}",,,,,,,,,,,
"The Danek Gertner Institute of Human Genetics, Sheba Medical Center, Tel-Hashomer, Israel.","{'entity_group': 'ORG', 'score': 0.99997604, 'word': 'Danek Gertner Institute of Human Genetics', 'start': 4, 'end': 45}","{'entity_group': 'LOC', 'score': 0.9998816, 'word': 'Sheba Medical Center', 'start': 47, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9999917, 'word': 'Tel-Hashomer', 'start': 69, 'end': 81}","{'entity_group': 'LOC', 'score': 0.99999356, 'word': 'Israel', 'start': 83, 'end': 89}","{'entity_group': 'ORG', 'score': 0.7252167, 'word': '.', 'start': 89, 'end': 90}",,,,,,,,,,
"Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada","{'entity_group': 'ORG', 'score': 0.99582577, 'word': 'Temerty Faculty of Medicine', 'start': 0, 'end': 27}","{'entity_group': 'ORG', 'score': 0.99967885, 'word': 'University of Toronto', 'start': 29, 'end': 50}","{'entity_group': 'LOC', 'score': 0.9999883, 'word': 'Toronto', 'start': 52, 'end': 59}","{'entity_group': 'LOC', 'score': 0.99997437, 'word': 'Ontario', 'start': 61, 'end': 68}","{'entity_group': 'LOC', 'score': 0.9999908, 'word': 'Canada', 'start': 70, 'end': 76}",,,,,,,,,,
"Department of Health Research Methodology, Evidence & Impact, McMaster University, Hamilton","{'entity_group': 'ORG', 'score': 0.9768129, 'word': 'Department of Health Research Methodology, E', 'start': 0, 'end': 44}","{'entity_group': 'ORG', 'score': 0.98010397, 'word': 'Impact', 'start': 54, 'end': 60}","{'entity_group': 'ORG', 'score': 0.999775, 'word': 'McMaster University', 'start': 62, 'end': 81}","{'entity_group': 'LOC', 'score': 0.9998503, 'word': 'Hamilton', 'start': 83, 'end': 91}",,,,,,,,,,,
"Key Laboratory of Renal Disease (Peking University), Beijing, China","{'entity_group': 'ORG', 'score': 0.9997768, 'word': 'Key Laboratory of Renal Disease', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.99987334, 'word': 'Peking University', 'start': 33, 'end': 50}","{'entity_group': 'LOC', 'score': 0.999982, 'word': 'Beijing', 'start': 53, 'end': 60}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'China', 'start': 62, 'end': 67}",,,,,,,,,,,
"Renal Division, Department of Medicine, Peking University First Hospital, Beijing, China","{'entity_group': 'LOC', 'score': 0.98659253, 'word': 'Peking University First Hospital', 'start': 40, 'end': 72}","{'entity_group': 'LOC', 'score': 0.9999958, 'word': 'Beijing', 'start': 74, 'end': 81}","{'entity_group': 'LOC', 'score': 0.9999956, 'word': 'China', 'start': 83, 'end': 88}",,,,,,,,,,,,
"Kidney Health Research Collaborative, Department of Medicine, University of California-San Francisco, San Francisco, California.","{'entity_group': 'ORG', 'score': 0.9999941, 'word': 'Kidney Health Research Collaborative', 'start': 0, 'end': 36}","{'entity_group': 'ORG', 'score': 0.99891824, 'word': 'Department of Medicine', 'start': 38, 'end': 60}","{'entity_group': 'ORG', 'score': 0.99936724, 'word': 'University of California-San Francisco', 'start': 62, 'end': 100}","{'entity_group': 'LOC', 'score': 0.99998057, 'word': 'San Francisco', 'start': 102, 'end': 115}","{'entity_group': 'LOC', 'score': 0.9999864, 'word': 'California', 'start': 117, 'end': 127}","{'entity_group': 'ORG', 'score': 0.9819349, 'word': '.', 'start': 127, 'end': 128}",,,,,,,,,
"Kidney Transplant Department, Saint-Louis Hospital, Assistance Publique - Hôpitaux de Paris, Paris, France.","{'entity_group': 'ORG', 'score': 0.9121283, 'word': 'Kidney Transplant Department', 'start': 0, 'end': 28}","{'entity_group': 'LOC', 'score': 0.99997735, 'word': 'Saint-Louis Hospital', 'start': 30, 'end': 50}","{'entity_group': 'LOC', 'score': 0.9915134, 'word': 'Hôpitaux de Paris', 'start': 74, 'end': 91}","{'entity_group': 'LOC', 'score': 0.9999957, 'word': 'Paris', 'start': 93, 'end': 98}","{'entity_group': 'LOC', 'score': 0.99999547, 'word': 'France', 'start': 100, 'end': 106}",,,,,,,,,,
"Kaiser Permanente, Hawaii Region, and Moanalua Medical Center, Honolulu, Hawaii.","{'entity_group': 'ORG', 'score': 0.99996966, 'word': 'Kaiser Permanente', 'start': 0, 'end': 17}","{'entity_group': 'LOC', 'score': 0.999797, 'word': 'Hawaii Region', 'start': 19, 'end': 32}","{'entity_group': 'LOC', 'score': 0.99979067, 'word': 'Moanalua Medical Center', 'start': 38, 'end': 61}","{'entity_group': 'LOC', 'score': 0.99999076, 'word': 'Honolulu', 'start': 63, 'end': 71}","{'entity_group': 'LOC', 'score': 0.99999, 'word': 'Hawaii', 'start': 73, 'end': 79}",,,,,,,,,,
"Faculty of Health and Medical Sciences, The University of Adelaide, Adelaide, South Australia, Australia.","{'entity_group': 'ORG', 'score': 0.9997767, 'word': 'Faculty of Health and Medical Sciences', 'start': 0, 'end': 38}","{'entity_group': 'ORG', 'score': 0.9999546, 'word': 'The University of Adelaide', 'start': 40, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9999286, 'word': 'Adelaide', 'start': 68, 'end': 76}","{'entity_group': 'LOC', 'score': 0.9999856, 'word': 'South Australia', 'start': 78, 'end': 93}","{'entity_group': 'LOC', 'score': 0.9999883, 'word': 'Australia', 'start': 95, 'end': 104}","{'entity_group': 'ORG', 'score': 0.6362692, 'word': '.', 'start': 104, 'end': 105}",,,,,,,,,
"Department of Medicine, Division of Bone Marrow Transplant, University of California San Diego, San Diego, California, USA.","{'entity_group': 'ORG', 'score': 0.999397, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9998235, 'word': 'Division of Bone Marrow Transplant', 'start': 24, 'end': 58}","{'entity_group': 'ORG', 'score': 0.9998616, 'word': 'University of California San Diego', 'start': 60, 'end': 94}","{'entity_group': 'LOC', 'score': 0.9999874, 'word': 'San Diego', 'start': 96, 'end': 105}","{'entity_group': 'LOC', 'score': 0.99998844, 'word': 'California', 'start': 107, 'end': 117}","{'entity_group': 'LOC', 'score': 0.99996686, 'word': 'USA', 'start': 119, 'end': 122}","{'entity_group': 'ORG', 'score': 0.9019758, 'word': '.', 'start': 122, 'end': 123}",,,,,,,,
"Division of Nephrology and Hypertension, Henry Ford Hospital, Detroit, Michigan.","{'entity_group': 'ORG', 'score': 0.9976018, 'word': 'Division of Nephrology and Hypertension', 'start': 0, 'end': 39}","{'entity_group': 'LOC', 'score': 0.9998588, 'word': 'Henry Ford Hospital', 'start': 41, 'end': 60}","{'entity_group': 'LOC', 'score': 0.9999585, 'word': 'Detroit', 'start': 62, 'end': 69}","{'entity_group': 'LOC', 'score': 0.999946, 'word': 'Michigan', 'start': 71, 'end': 79}",,,,,,,,,,,
"Research Division, Joslin Diabetes Center, One Joslin Place, Boston, Massachusetts.","{'entity_group': 'ORG', 'score': 0.99451727, 'word': 'Research Division', 'start': 0, 'end': 17}","{'entity_group': 'ORG', 'score': 0.9998655, 'word': 'Joslin Diabetes Center', 'start': 19, 'end': 41}","{'entity_group': 'LOC', 'score': 0.9969382, 'word': 'One Joslin Place', 'start': 43, 'end': 59}","{'entity_group': 'LOC', 'score': 0.9999682, 'word': 'Boston', 'start': 61, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9999517, 'word': 'Massachusetts', 'start': 69, 'end': 82}",,,,,,,,,,
"Latner Thoracic Research Laboratories, Toronto General Hospital Research Institute, University Health Network, Toronto, Ontario, Canada","{'entity_group': 'ORG', 'score': 0.99998254, 'word': 'Latner Thoracic Research Laboratories', 'start': 0, 'end': 37}","{'entity_group': 'ORG', 'score': 0.93054485, 'word': 'Toronto General Hospital Research Institute', 'start': 39, 'end': 82}","{'entity_group': 'ORG', 'score': 0.99973303, 'word': 'University Health Network', 'start': 84, 'end': 109}","{'entity_group': 'LOC', 'score': 0.99999034, 'word': 'Toronto', 'start': 111, 'end': 118}","{'entity_group': 'LOC', 'score': 0.9999788, 'word': 'Ontario', 'start': 120, 'end': 127}","{'entity_group': 'LOC', 'score': 0.99999, 'word': 'Canada', 'start': 129, 'end': 135}",,,,,,,,,
"Transplant and Immunocompromised Host Infectious Diseases, Infectious Diseases Division, Massachusetts General Hospital, Harvard Medical School, Boston, MA.","{'entity_group': 'ORG', 'score': 0.50172406, 'word': 'In', 'start': 59, 'end': 61}","{'entity_group': 'LOC', 'score': 0.9999415, 'word': 'Massachusetts General Hospital', 'start': 89, 'end': 119}","{'entity_group': 'LOC', 'score': 0.9992292, 'word': 'Harvard Medical School', 'start': 121, 'end': 143}","{'entity_group': 'LOC', 'score': 0.99998546, 'word': 'Boston', 'start': 145, 'end': 151}","{'entity_group': 'LOC', 'score': 0.99982446, 'word': 'MA', 'start': 153, 'end': 155}",,,,,,,,,,
"Department of Medicine, Emory University, Atlanta, Georgia, USA.","{'entity_group': 'ORG', 'score': 0.99668616, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9999499, 'word': 'Emory University', 'start': 24, 'end': 40}","{'entity_group': 'LOC', 'score': 0.99998546, 'word': 'Atlanta', 'start': 42, 'end': 49}","{'entity_group': 'LOC', 'score': 0.99999094, 'word': 'Georgia', 'start': 51, 'end': 58}","{'entity_group': 'LOC', 'score': 0.9999858, 'word': 'USA', 'start': 60, 'end': 63}",,,,,,,,,,
"Vanderbilt University Medical Center, Nashville, Tennessee.","{'entity_group': 'LOC', 'score': 0.6219947, 'word': 'Van', 'start': 0, 'end': 3}","{'entity_group': 'ORG', 'score': 0.7172308, 'word': 'derbilt', 'start': 3, 'end': 10}","{'entity_group': 'LOC', 'score': 0.90686274, 'word': 'University Medical Center', 'start': 11, 'end': 36}","{'entity_group': 'LOC', 'score': 0.9999897, 'word': 'Nashville', 'start': 38, 'end': 47}","{'entity_group': 'LOC', 'score': 0.999956, 'word': 'Tennessee', 'start': 49, 'end': 58}",,,,,,,,,,
"Fondazione IRCCS Policlinico San Matteo, Pavia, Italy.","{'entity_group': 'ORG', 'score': 0.9999778, 'word': 'Fondazione IRCCS', 'start': 0, 'end': 16}","{'entity_group': 'LOC', 'score': 0.8471907, 'word': 'Policlinico San Matteo', 'start': 17, 'end': 39}","{'entity_group': 'LOC', 'score': 0.99989164, 'word': 'Pavia', 'start': 41, 'end': 46}","{'entity_group': 'LOC', 'score': 0.9999887, 'word': 'Italy', 'start': 48, 'end': 53}",,,,,,,,,,,
"Department of Epidemiology and Population Health, Stanford University School of Medicine, Stanford, California.","{'entity_group': 'ORG', 'score': 0.99991024, 'word': 'Department of Epidemiology and Population Health', 'start': 0, 'end': 48}","{'entity_group': 'ORG', 'score': 0.968573, 'word': 'Stanford University School of Medicine', 'start': 50, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99872214, 'word': 'Stanford', 'start': 90, 'end': 98}","{'entity_group': 'LOC', 'score': 0.9999844, 'word': 'California', 'start': 100, 'end': 110}","{'entity_group': 'ORG', 'score': 0.60280335, 'word': '.', 'start': 110, 'end': 111}",,,,,,,,,,
"Cardiovascular Division, Brigham and Women's Hospital, Boston, Massachusetts.","{'entity_group': 'LOC', 'score': 0.9972629, 'word': ""Brigham and Women's Hospital"", 'start': 25, 'end': 53}","{'entity_group': 'LOC', 'score': 0.99995434, 'word': 'Boston', 'start': 55, 'end': 61}","{'entity_group': 'LOC', 'score': 0.9999293, 'word': 'Massachusetts', 'start': 63, 'end': 76}",,,,,,,,,,,,
"The Third Affiliated Hospital of Southern Medical University, Guangzhou, China.","{'entity_group': 'ORG', 'score': 0.59787214, 'word': 'Third Affiliate', 'start': 4, 'end': 19}","{'entity_group': 'LOC', 'score': 0.8386507, 'word': 'Hospital', 'start': 21, 'end': 29}","{'entity_group': 'ORG', 'score': 0.8196289, 'word': 'Southern Medical University', 'start': 33, 'end': 60}","{'entity_group': 'LOC', 'score': 0.9999771, 'word': 'Guangzhou', 'start': 62, 'end': 71}","{'entity_group': 'LOC', 'score': 0.9999969, 'word': 'China', 'start': 73, 'end': 78}",,,,,,,,,,
"Pediatric Nephrology Department, Seattle Children, Seattle, New York, USA.","{'entity_group': 'ORG', 'score': 0.981761, 'word': 'Pediatric Nephrology Department', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.99613595, 'word': 'Seattle Children', 'start': 33, 'end': 49}","{'entity_group': 'LOC', 'score': 0.99996483, 'word': 'Seattle', 'start': 51, 'end': 58}","{'entity_group': 'LOC', 'score': 0.9999785, 'word': 'New York', 'start': 60, 'end': 68}","{'entity_group': 'LOC', 'score': 0.99998045, 'word': 'USA', 'start': 70, 'end': 73}",,,,,,,,,,
"Medical Practice Evaluation Center, Massachusetts General Hospital, Boston, MA.","{'entity_group': 'ORG', 'score': 0.99988955, 'word': 'Medical Practice Evaluation Center', 'start': 0, 'end': 34}","{'entity_group': 'LOC', 'score': 0.9999652, 'word': 'Massachusetts General Hospital', 'start': 36, 'end': 66}","{'entity_group': 'LOC', 'score': 0.99998546, 'word': 'Boston', 'start': 68, 'end': 74}","{'entity_group': 'LOC', 'score': 0.9997904, 'word': 'MA', 'start': 76, 'end': 78}",,,,,,,,,,,
"One Lambda, West Hills, CA.","{'entity_group': 'LOC', 'score': 0.90424997, 'word': 'One Lambda', 'start': 0, 'end': 10}","{'entity_group': 'LOC', 'score': 0.9996134, 'word': 'West Hills', 'start': 12, 'end': 22}","{'entity_group': 'LOC', 'score': 0.99994254, 'word': 'CA', 'start': 24, 'end': 26}",,,,,,,,,,,,
"Renal, Electrolyte, and Hypertension Division, Department of Medicine, University of Pennsylvania, Perelman School of Medicine, Philadelphia, Pennsylvania.","{'entity_group': 'ORG', 'score': 0.9682748, 'word': 'Renal, Electrolyte, and Hypertension Division', 'start': 0, 'end': 45}","{'entity_group': 'ORG', 'score': 0.9760189, 'word': 'Department of Medicine', 'start': 47, 'end': 69}","{'entity_group': 'ORG', 'score': 0.9989033, 'word': 'University of Pennsylvania', 'start': 71, 'end': 97}","{'entity_group': 'LOC', 'score': 0.8541733, 'word': 'Perelman School of Medicine', 'start': 99, 'end': 126}","{'entity_group': 'LOC', 'score': 0.99983215, 'word': 'Philadelphia', 'start': 128, 'end': 140}","{'entity_group': 'LOC', 'score': 0.99994385, 'word': 'Pennsylvania', 'start': 142, 'end': 154}",,,,,,,,,
"Pediatric Nephrology and Dialysis Unit, Pediatric Hospital ""Giovanni XXIII,"" Bari, Italy.","{'entity_group': 'LOC', 'score': 0.8922859, 'word': 'Hospital', 'start': 50, 'end': 58}","{'entity_group': 'LOC', 'score': 0.99948555, 'word': 'Giovanni XXIII', 'start': 60, 'end': 74}","{'entity_group': 'LOC', 'score': 0.9999838, 'word': 'Bari', 'start': 77, 'end': 81}","{'entity_group': 'LOC', 'score': 0.9999926, 'word': 'Italy', 'start': 83, 'end': 88}",,,,,,,,,,,
"Department of Occupational and Environmental Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea","{'entity_group': 'ORG', 'score': 0.90342575, 'word': 'Department of Occupational and Environmental Medicine', 'start': 0, 'end': 53}","{'entity_group': 'LOC', 'score': 0.99934125, 'word': 'Kangbuk Samsung Hospital', 'start': 55, 'end': 79}","{'entity_group': 'ORG', 'score': 0.7941432, 'word': 'School of Medicine', 'start': 81, 'end': 99}","{'entity_group': 'ORG', 'score': 0.99955225, 'word': 'Sungkyunkwan University', 'start': 101, 'end': 124}","{'entity_group': 'LOC', 'score': 0.9999887, 'word': 'Seoul', 'start': 126, 'end': 131}","{'entity_group': 'LOC', 'score': 0.9999936, 'word': 'South Korea', 'start': 133, 'end': 144}",,,,,,,,,
"NIHR Blood and Transplant Research Unit in Organ Donation and Transplantation, Cambridge, United Kingdom.","{'entity_group': 'ORG', 'score': 0.999363, 'word': 'NIHR Blood and Transplant Research Unit in Organ Donation and Transplantation', 'start': 0, 'end': 77}","{'entity_group': 'LOC', 'score': 0.9999509, 'word': 'Cambridge', 'start': 79, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99999684, 'word': 'United Kingdom', 'start': 90, 'end': 104}","{'entity_group': 'ORG', 'score': 0.98811686, 'word': '.', 'start': 104, 'end': 105}",,,,,,,,,,,
"Department of Microbiology, Hospital Clínico Universitario, Instituto de Investigación Sanitaria INCLIVA, Valencia, Spain.","{'entity_group': 'ORG', 'score': 0.89115506, 'word': 'Department of Microbiology', 'start': 0, 'end': 26}","{'entity_group': 'LOC', 'score': 0.99633366, 'word': 'Hospital Clínico Universitario', 'start': 28, 'end': 58}","{'entity_group': 'ORG', 'score': 0.99998796, 'word': 'Instituto de Investigación Sanitaria INCLIVA', 'start': 60, 'end': 104}","{'entity_group': 'LOC', 'score': 0.99998176, 'word': 'Valencia', 'start': 106, 'end': 114}","{'entity_group': 'LOC', 'score': 0.9999958, 'word': 'Spain', 'start': 116, 'end': 121}","{'entity_group': 'ORG', 'score': 0.88492227, 'word': '.', 'start': 121, 'end': 122}",,,,,,,,,
"Department of Pharmacy and Therapeutics, School of Pharmacy, University of Pittsburgh, Pittsburgh, Pennsylvania.","{'entity_group': 'ORG', 'score': 0.9895563, 'word': 'Department of Pharmacy and Therapeutics', 'start': 0, 'end': 39}","{'entity_group': 'ORG', 'score': 0.99304694, 'word': 'School of Pharmacy', 'start': 41, 'end': 59}","{'entity_group': 'ORG', 'score': 0.99995595, 'word': 'University of Pittsburgh', 'start': 61, 'end': 85}","{'entity_group': 'LOC', 'score': 0.99986124, 'word': 'Pittsburgh', 'start': 87, 'end': 97}","{'entity_group': 'LOC', 'score': 0.9999548, 'word': 'Pennsylvania', 'start': 99, 'end': 111}",,,,,,,,,,
"Toronto Lung Transplant Program, Toronto General Hospital, University Health Network, Toronto, Canada.","{'entity_group': 'ORG', 'score': 0.67772615, 'word': 'Toronto Lung Transplant Program', 'start': 0, 'end': 31}","{'entity_group': 'LOC', 'score': 0.9999752, 'word': 'Toronto General Hospital', 'start': 33, 'end': 57}","{'entity_group': 'ORG', 'score': 0.84451944, 'word': 'University Health Network', 'start': 59, 'end': 84}","{'entity_group': 'LOC', 'score': 0.99998593, 'word': 'Toronto', 'start': 86, 'end': 93}","{'entity_group': 'LOC', 'score': 0.9999933, 'word': 'Canada', 'start': 95, 'end': 101}",,,,,,,,,,
