,Unnamed: 0,ORG_SET,LOC_SET
3310,"Institute of Transplant Medicine, Tianjin First Central Hospital, Nankai University, Tianjin, China.","{'Nankai University', 'Institute of Transplant Medicine'}","{'Tianjin First Central Hospital', 'China', 'Tianjin'}"
3311,"Perelman School of Medicine University of Pennsylvania, Philadelphia, Pennsylvania.","{'University of Pennsylvania', 'Pere'}","{'Philadelphia', 'lman School', 'Pennsylvania', 'Medicine'}"
3312,"Division of Transplant Surgery, Medical College of Wisconsin, Milwaukee, Wisconsin, USA.","{'Division of Transplant Surgery', 'Medical College of Wisconsin'}","{'Wisconsin', 'Milwaukee', 'USA'}"
3313,"INSERM UMR 970, Paris Cardiovascular Research Center. Paris, France.","{'INSERM', 'Paris Cardiovascular Research Center'}","{'France', 'Paris'}"
3314,"Clinical Trial Support, Sunnybrook Research Institute, Toronto, Ontario, Canada.",{'Sunnybrook Research Institute'},"{'Ontario', 'Canada', 'Toronto'}"
3315,"Department of Nephrology, CH Edouart Heriot, Lyon, France.","{'Department of Nephrology', 'CH Edouart Heriot'}","{'France', 'Lyon'}"
3316,"Centre for Kidney Research and Innovation, Academic Unit for Translational Medical Sciences, School of Medicine, University of Nottingham, Nottingham","{'Centre for Kidney Research and Innovation', 'School of Medicine', 'Academic Unit for Translational Medical Sciences', 'University of Nottingham'}",{'Nottingham'}
3317,"Department of Internal Medicine, College of Medicine, Chung-Ang University, Seoul, Korea.","{'Department of Internal Medicine', 'Chung-Ang University', 'College of Medicine'}","{'Korea', 'Seoul'}"
3318,"INSERM U1151. Paris, France. Electronic address: marie.courbebaisse@aphp.fr.","{'INSERM', 'fr', 'aphp'}","{'France', 'Paris'}"
3319,"University of Oxford, Nuffield Department of Surgical Sciences and the Oxford Transplant Centre, Oxford, UK.","{'Oxford Transplant Centre', 'University of Oxford', 'Nuffield Department of Surgical Sciences'}","{'UK', 'Oxford'}"
3320,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: dadi_peng@163.com.","{'of Cho', 'Medical University', 'Department of Hepatobiliary Surgery'}","{'First Affiliate', 'Hospital', ""People's Republic of China"", 'Chongqing', 'ngqing'}"
3321,"Division of Blood and Marrow Transplantation, Department of Pediatrics, Masonic Cancer Center, University of Minnesota, Minneapolis, Minnesota, USA.","{'Division of Blood and Marrow Transplantation', 'Department of Pediatrics', 'University of Minnesota'}","{'Masonic Cancer Center', 'Minneapolis', 'Minnesota', 'USA'}"
3322,"Information Technology Department, Institute for Clinical and Experimental Medicine, Prague, Czech Republic.","{'Information Technology Department', 'Institute for Clinical and Experimental Medicine'}","{'Czech Republic', 'Prague'}"
3323,"Department of Internal Medicine, CHU Limoges, Limoges, France.","{'Department of Internal Medicine', 'CHU Li'}","{'France', 'moges', 'Limoges'}"
3324,"Department of Surgery, University of Cambridge, and Cambridge NIHR Biomedical Research Centre, Cambridge, UK. Electronic address: ks10014@cam.ac.uk.","{'uk', 'cam.ac', 'Cambridge NIHR Biomedical Research Centre', 'Department of Surgery', 'University of Cambridge'}","{'Cambridge', 'UK'}"
3325,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York City, New York City, USA.",{'Center for Translational Immunology'},"{'Columbia', 'New York City', 'USA', 'Columbia University Medical Center'}"
3326,"Division of Endocrinology, Diabetes and Metabolism, Department of Medicine, Hospital of the University of Pennsylvania, Philadelphia, Philadelphia, USA.","{'Department of Medicine', 'of the University of Pennsylvania', 'Division of Endocrinology, Diabetes and Metabolism'}","{'Philadelphia', 'Hospital', 'USA'}"
3327,"Department of Surgery, University of Cincinnati College of Medicine, Cincinnati, Ohio, USA.","{'Department of Surgery', 'University of Cincinnati College of Medicine'}","{'Ohio', 'Cincinnati', 'USA'}"
3328,"Department of Medicine, Center for Precision Medicine and Genomics, Columbia University Vagelos College of Physicians and Surgeons, New York, NY.","{'Department of Medicine', 'Center for Precision Medicine and Genomics', 'Columbia University Vagelos College of Physicians and Surgeons'}","{'New York', 'NY'}"
3329,"Research and Development, ITB-MED AB, Stockholm, Sweden.","{'Development', 'ITB-MED AB', 'Research'}","{'Sweden', 'Stockholm'}"
3330,"Zhejiang Provincial Key Laboratory of Pancreatic Disease, the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China","{'Zhej', 'ang Provincial Key Laboratory of Pancreatic Disease', 'Zhejiang University School of Medicine'}","{'i', 'China', 'Hangzhou'}"
3331,"Division of Nephrology and Kidney Research Institute, University of Washington, Seattle, Washington.","{'University of Washington', 'Division of Nephrology and Kidney Research Institute'}","{'Seattle', 'Washington'}"
3332,"Section of Cardiology, Baylor College of Medicine, Houston, Texas.","{'Section', 'Baylor College of Medicine', 'Cardiology'}","{'Houston', 'Texas'}"
3333,"Department of Internal Medicine, GHM Grenoble, France.","{'Department of Internal Medicine', 'GHM'}","{'France', 'Grenoble'}"
3334,"Department of Pediatrics, Seoul National University College of Medicine, Seoul, South Korea.","{'Seoul National University College of Medicine', 'Department of Pediatrics'}","{'Seoul', 'South Korea'}"
3335,"School of Public Health, Hadassah-Hebrew University, Jerusalem, Israel.","{'School of Public Health', 'Hadassah-Hebrew University'}","{'Jerusalem', 'Israel'}"
3336,"Division of Infectious Diseases and Global Public Health, University of California San Diego, La Jolla, CA.","{'University of California San Diego', 'Division of Infectious Diseases and Global Public Health'}","{'CA', 'La Jolla'}"
3337,"Academic Nephrology Unit, Department of Infection Immunity and Cardiovascular Disease, University of Sheffield Medical School, Sheffield, United Kingdom.","{'Academic Nephrology Unit', 'Department of Infection Immunity and Cardiovascular Disease', 'University of Sheffield Medical School'}","{'United Kingdom', 'Sheffield'}"
3338,"Department of Immunology, Oslo University Hospital, Rikshospitalet, Oslo, Norway.",{'Department of Immunology'},"{'Rikshospitalet', 'Norway', 'Oslo', 'Oslo University Hospital'}"
3339,"Department of Cardiology, Rigshospitalet, Copenhagen, Denmark.","{'Department of Cardiology', 'Rigshospitalet'}","{'Copenhagen', 'Denmark'}"
3340,"UPMC Hepatic and Transplantation Pathology, Pittsburgh, Pennsylvania, USA.",{'UPMC Hepatic and Transplantation Pathology'},"{'Pittsburgh', 'Pennsylvania', 'USA'}"
3341,"Department of Immunology, Leiden University Medical Center, Netherlands.",{'Department of Immunology'},"{'Leiden University Medical Center', 'Netherlands'}"
3342,"Division of Nephrology, Department of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: chirag.parikh@jhmi.edu.","{'Department of Medicine', 'Johns Hopkins University', 'jhmi', 'edu.', 'Division of Nephrology'}","{'Maryland', 'Baltimore'}"
3343,"Department of Population Health, University of Illinois at Chicago, Illinois, USA.","{'University of Illinois at Chicago', 'Department of Population Health'}","{'Illinois', 'USA'}"
3344,"Department of Infectious Diseases, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland.","{'University of Bern', 'Department of Infectious Diseases'}","{'Inselspital', 'Bern University Hospital', 'Switzerland', 'Bern'}"
3345,"Department of Internal Medicine, Division of Nephrology, University of Groningen and University Medical Center, Groningen, Groningen, the Netherlands.","{'Department of Internal Medicine', 'University of Groningen', 'Division of Nephrology'}","{'Netherlands', 'Groningen', 'University Medical Center'}"
3346,"Nephrology Division, Massachusetts General Hospital, Boston, Massachusetts.",set(),"{'Boston', 'Massachusetts General Hospital', 'Massachusetts'}"
3347,"Department of Plastic and Reconstructive Surgery, Università degli Studi di Napoli Federico II, Napoli, Italy.","{'Università degli Studi di Napoli Federico II', 'Department of Plastic and Reconstructive Surgery'}","{'Italy', 'Napoli'}"
3348,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Center, Seattle, Washington, USA",{'Vaccine and Infectious Disease Division'},"{'Seattle', 'Fred Hutchinson Cancer Center', 'USA', 'Washington'}"
3349,"Nephrology, Department of Pediatrics, Weill-Cornell Medical Center, New York, New York.",{'Department of Pediatrics'},"{'New York', 'Weill-Cornell Medical Center'}"
3350,"Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.","{'University of Minnesota', 'Department of Surgery'}","{'Minneapolis', 'Minnesota', 'USA'}"
3351,"Welch Center for Prevention, Epidemiology, and Clinical Research, School of Medicine, Johns Hopkins University, Baltimore, Maryland.","{'Welch Center for Prevention, Epidemiology, and Clinical Research', 'School of Medicine', 'Johns Hopkins University'}","{'Maryland', 'Baltimore'}"
3352,"Department of Epidemiology and Biostatistics, University of California-San Francisco, San Francisco, California.","{'University of California-San Francisco', 'Department of Epidemiology and Biostatistics'}","{'California', 'San Francisco'}"
3353,"Department of Clinical Pharmacy and Pharmacology, University Medical Center Groningen","{'Department of Clinical Pharmacy and Pharmacology', 'University Medical Center Groningen'}",set()
3354,"Department of Surgery, Emory Transplant Center, Emory University School of Medicine, Atlanta, Georgia, USA.","{'Emory University School of Medicine', 'Emory Transplant Center', 'Department of Surger'}","{'Atlanta', 'Georgia', 'USA'}"
3355,"Fangshan Hospital Affiliated to Beijing University of Chinese Medicine, Beijing.",{'Beijing University of Chinese Medicine'},"{'Beijing', 'Fangshan Hospital'}"
3356,"Biostatistics, Rho, Durham, North Carolina.","{'Biostatistics,'}","{'North Carolina', 'Rho', 'Durham'}"
3357,"ICES (formerly Institute for Clinical Evaluative Sciences), Ottawa, Ontario, Canada","{'ICES', 'Institute for Clinical Evaluative Sciences'}","{'Ontario', 'Ottawa', 'Canada'}"
3358,"Pathology Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna",{'IRCCS Azienda Ospedaliero-Universitaria di Bologna'},{'Bologna'}
3359,"Department of Clinical Epidemiology and Clinical Trial, Capital Medical University, Beijing, People's Republic of China","{'Department of Clinical Epidemiology and Clinical Trial', 'Capital Medical University'}","{'Beijing', ""People's Republic of China""}"
3360,"Shenzhen Maternity & Child Healthcare Hospital, Shenzhen.",set(),"{'Shenzhen Maternity & Child Healthcare Hospital', 'Shenzhen.'}"
3361,"Department of Infectious Diseases, Austin Health, Heidelberg, Victoria, Australia","{'Department of Infectious Diseases, Austin Health'}","{'Victoria', 'Australia', 'Heidelberg'}"
3362,"Eastern Health Integrated Renal Services, Eastern Health Clinical School, Monash University, Melbourne, Australia. Electronic address: kducharlet@hotmail.com.","{'Clinic', 'Monash University', 'Eastern Health Integrated Renal Services'}","{'Australia', 'Melbourne', 'Eastern Health', 'hotmail', 'al School'}"
3363,"Center for Transplantation Sciences, Department of Surgery, Massachusetts General Hospital, Boston, Massachusetts, USA.","{'Department of Surgery', 'Center for Transplantation Sciences'}","{'Boston', 'Massachusetts General Hospital', 'Massachusetts', 'USA'}"
3364,"Department of Pathology, Clinical Bioinformatics Unit, Erasmus MC, University Medical Center Rotterdam, Rotterdam, The Netherlands.","{'University Medical Center Rotterdam', 'Department of Pathology', 'Erasmus MC', 'Clinical Bioinformatics Unit'}","{'The Netherlands', 'Rotterdam'}"
3365,"Department of Biostatistics, Epidemiology and Informatics, Center for Clinical Epidemiology and Biostatistics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","{'of', 'University of Pennsylvania', 'Department of Biostatistics, Epidemiology and Informatics', 'Center for Clinical Epidemiology and Biostatistics', 'Perelman'}","{'School', 'Philadelphia', 'Pennsylvania', 'Medicine'}"
3366,"Hanyang University Hospital for Rheumatic Diseases and Hanyang University Institute for Rheumatology Research, Seoul, Republic of Korea.","{'Hanyang University Institute for Rheumatology Research', 'Hanyang University Hospital for Rheumatic Diseases'}","{'Republic of Korea', 'Seoul'}"
3367,"Department of Nephrology, The Key Laboratory for the Prevention and Treatment of Chronic Kidney Disease of Chongqing, Chongqing Clinical Research Center of Kidney and Urology Diseases, Xinqiao Hospital, Army Medical University (Third Military Medical University), Chongqing, China.","{'Department of Nephrology', 'Army Medical University', 'The Key Laboratory for the Prevention and Treatment of Chronic Kidney Disease of Chong', 'Third Military Medical University', 'ing', 'Chongqing Clinical Research Center of Kidney and Urology Diseases'}","{'Xinqiao Hospital', 'Chongqing', 'China', 'q'}"
3368,"Division of Gastroenterology and Hepatology, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.","{'Department of Medicine', 'University of Pennsylvania', 'Division of Gastroenterology and Hepatology'}","{'Philadelphia', 'PA', 'Perelman School of Medicine'}"
3369,"Department of Medicine-Quantitative Health, University of Florida College of Medicine, Florida, USA.","{'Department of Medicine-Quantitative Health', 'University of Florida College of Medicine'}","{'Florida', 'USA'}"
3370,"Division of Nephrology, Department of Medicine, School of Medicine, Washington University in St. Louis, St. Louis, Missouri.","{'Division of Nephrology', 'School of Medicine', 'Department of Medicine', 'Washington University'}","{'Missouri', 'St. Louis'}"
3371,"Section of Nephrology, Hypertension, and Kidney Transplantation, Lewis Katz School of Medicine at Temple University, Philadelphia, Pennsylvania.","{'Temple University', 'Lewis Katz School of Medicine', 'Section of Nephrology, Hypertension, and Kidney Transplantation'}","{'Philadelphia', 'Pennsylvania'}"
3372,"INSERM U1151, Université de Paris, Paris, France.","{'INSERM', 'Université de Paris'}","{'France', 'Paris'}"
3373,"Department of Family Medicine, Rowan-Virtua School of Osteopathic Medicine, Stratford, NJ.","{'Department of Family Medicine', 'School of Osteo', 'Rowan-Vir'}","{'tua', 'Stratford', 'NJ', 'Medicine'}"
3374,"Department of Surgery, University of Virginia, Charlottesville, Virginia, USA.","{'Department of Surgery', 'University of Virginia'}","{'Virginia', 'Charlottesville', 'USA'}"
3375,"Neuromuscular and Neuroimmunology Unit, Bellaria Hospital, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna.","{'IRCCS Azienda Ospedaliero-Universitaria di Bologna', 'Neuromuscular and Neuroimmunology Unit'}","{'Bologna', 'Bellaria Hospital'}"
3376,"Lorraine University, APEMAC, Vandoeuvre-lès-Nancy, France.","{'APEMAC', 'Lorraine University'}","{'France', 'Vandoeuvre-lès-Nancy'}"
3377,"Division of Geriatrics, Department of Medicine, University of Mississippi Medical Center, Jackson, Mississippi.",{'University of'},"{'Jackson', 'Mississippi'}"
3378,"Providence Inland Northwest Health, University of Washington, Spokane, Washington.","{'University of Washington', 'Providence Inland Northwest Health'}","{'Washington', 'Spokane'}"
3379,"Department of Clinical Chemistry and Pharmacology, Institute of Laboratory Medicine, Lund University, Lund, Sweden.","{'Department of Clinical Chemistry and Pharmacology', 'Institute of Laboratory Medicine', 'Lund University'}","{'Lund', 'Sweden'}"
3380,"School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, Colorado.","{'School of Medicine', 'University of Colorado'}","{'Colorado', 'Aurora', 'Anschutz Medical Campus'}"
3381,"Department of Medicine, Tung Wah Hospital, Hong Kong SAR, China.",set(),"{'Hong Kong SAR', 'Tung Wah Hospital', 'China'}"
3382,"Antwerp Surgical Training, Anatomy and Research Centre (ASTARC), Department of Thoracic and Vascular Surgery, University of Antwerp, Wilrijk, Belgium.","{'ASTARC', 'Antwerp Surgical Training, Anatomy and Research Centre', 'Department of Thoracic and Vascular Surgery', 'University of Antwerp'}","{'Wilrijk', 'Belgium'}"
3383,"Nephrology Division , Ohio State University Wexner Medical Center , Columbus, Ohio.",{'Ohio State University'},"{'Ohio', 'Columbus', 'Wexner'}"
3384,"Division of Infectious Diseases, University of Maryland Medical Center, Baltimore, MD.","{'University of Maryland', 'Disease', 'Division of In'}","{'Medical Center', 'MD', 'Baltimore'}"
3385,"Department of Infectious Diseases, Singapore General Hospital, Singapore.","{'us Diseases', 'Department of Infec'}","{'Singapore', 'Singapore General Hospital'}"
3386,"Ajmera Transplant Centre, University Health Network, Toronto, ON, Canada.","{'Transplant', 'Network'}","{'Centre', 'Canada', 'Ajmera', 'University Health', 'Toronto', 'ON'}"
3387,"Department of Internal Medicine, Section on Nephrology, Wake Forest University School of Medicine, Winston-Salem, North Carolina.","{'Department of Internal Medicine', 'Nephrology', 'Wake Forest University School of'}","{'North Carolina', 'Winston-Salem', 'Medicine'}"
3388,"Department of Medicine, University of Alabama at Birmingham, Birmingham, Alabama","{'Department of Medicine', 'University of Alabama at Birmingham'}","{'Birmingham', 'Alabama'}"
3389,"Division of Medical Oncology & Hematology, University Health Network, Toronto, Ontario, Canada","{'University Health Network', 'Division of Medical Oncology & Hematology'}","{'Ontario', 'Canada', 'Toronto'}"
3390,"Research and Development, ITB-MED AB, Stockholm, Sweden",{'ITB-MED AB'},"{'Sweden', 'Stockholm'}"
3391,"Nephrology Associates, PC, Birmingham, Alabama.","{'Nephrology Associates, PC'}","{'Birmingham', 'Alabama'}"
3392,"University of Wisconsin School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin.","{'Public Health', 'University of Wisconsin School of Medicine', 'University of Wisconsin'}","{'Madison', 'Wisconsin'}"
3393,"Department of Transplant and Hepatobiliary Surgery, Henry Ford Health System, Detroit, Michigan, USA. Electronic address: snagai1@hfhs.org.","{'Department of Transplant and Hepatobiliary Surgery', 'hfhs.org', 'System'}","{'Michigan', 'Detroit', 'Henry Ford Health', 'USA'}"
3394,"Division of Nephrology, School of Medicine, Tulane University New Orleans, Louisiana.","{'Division of Nephrology', 'School of Medicine', 'Tulane University'}","{'New Orleans', 'Louisiana'}"
3395,"Children's Hospital of Tianjin University, Tianjin, China.","{""Children's Hospital of Tianjin University""}","{'China', 'Tianjin'}"
3396,"Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada","{'Faculty of Medicine', 'University of Toronto'}","{'Ontario', 'Canada', 'Toronto'}"
3397,"Department of Nephrology, Marie Curie Hospital, Charleroi, Belgium.",{'Department of Nephrology'},"{'Marie Curie Hospital', 'Belgium', 'Charleroi'}"
3398,"University of Pittsburgh and VA Pittsburgh Health Care System, Pittsburgh, Pennsylvania.","{'VA', 'University of Pittsburgh'}","{'Pittsburgh', 'Pennsylvania', 'Pittsburgh Health Care System'}"
3399,"University/BHF Centre for Cardiovascular Science, University of Edinburgh and Department of Renal Medicine, Royal Infirmary of Edinburgh, Edinburgh, United Kingdom.","{'University/BHF Centre for Cardiovascular Science', 'University of Edinburgh', 'Department of Renal Medicine'}","{'Royal Infirmary of Edinburgh', 'Edinburgh', 'United Kingdom'}"
3400,"Eastern Health Integrated Renal Service and Eastern Health Clinical School, Monash University, Melbourne, Victoria, Australia.","{'Monash University', 'Eastern Health Integrated Renal Service', 'Eastern Health Clinical School'}","{'Melbourne', 'Victoria', 'Australia'}"
3401,"Department of Internal Medicine, Maastricht University Medical Center, Maastricht, the Netherlands.","{'Internal Medicine', 'Department'}","{'Maastricht University Medical Center', 'Maastricht', 'Netherlands'}"
3402,"Department of Nephrology, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, China.","{'Nephrology', 'Sun Yat-sen University', 'Department'}","{'Guangzhou', 'China', 'The First Affiliated Hospital'}"
3403,"Department of Epidemiology, University of North Carolina, Chapel Hill, North Carolina.","{'University of North Carolina', 'Department of Epidemiology'}","{'North Carolina', 'Chapel Hill'}"
3404,"Coordinación Autonómica de Trasplantes de Andalucía, Servicio Andaluz de Salud, Sevilla, Spain.","{'Coordinación Autonómica de Trasplantes de Andalucía', 'Servicio Andaluz de Salud'}","{'Spain', 'Sevilla'}"
3405,"Division of Clinical Research and Training, St. John's Research Institute, Bengaluru, India.","{""St. John's Research Institute"", 'Division of Clinical Research and Training'}","{'Bengaluru', 'India'}"
3406,"Department for Cardiothoracic Surgery, University Medical Centre Groningen, The Netherlands.","{'for Cardiot', 'University Medical Centre'}","{'The Netherlands', 'Groningen'}"
3407,"Genomic Systems, Paterna, Valencia, Spain.",{'Genomic Systems'},"{'Spain', 'Paterna', 'Valencia'}"
3408,"Department of Ophthalmology, National Taiwan University Hospital, Taipei City, Taiwan.","{'Department', 'Ophthalmology'}","{'National Taiwan University Hospital', 'Taiwan', 'Taipei City'}"
3409,"Orbsen Therapeutics Ltd, Galway, Ireland.",{'Orbsen Therapeutics Ltd'},"{'Ireland', 'Galway'}"
3410,"Evidence-Based Practice Center, Mayo Clinic, Rochester, Minnesota.","{'Mayo Clinic', 'Evidence-Based Practice Center'}","{'Minnesota', 'Rochester'}"
3411,"Indiana University School of Medicine and VA Medical Center, Indianapolis, IN.",{'Indiana University School of Medicine'},"{'Indianapolis', 'IN', 'VA Medical Center'}"
3412,"Division of Transplantation, Feinberg School of Medicine, Northwestern University, Chicago, Illinois.","{'Division of Transplantation', 'Northwestern University'}","{'Illinois', 'Feinberg School of Medicine', 'Chicago'}"
3413,"Department of Medicine, Jacobi Medical Center, Bronx, NY.",{'Medicine'},"{'Jacobi Medical Center', 'Bronx', 'NY'}"
3414,"Department of Surgical Sciences, Akademiska Sjukhuset, Uppsala University, Uppsala, Sweden.","{'Uppsala University', 'Department of Surgical Sciences'}","{'Akademiska Sjukhuset', 'Sweden', 'Uppsala'}"
3415,"Clinical Microbiology Laboratory, Clinical Hospital, University of São Paulo Medical School, São Paulo, Brazil.","{'Clinical Microbiology Laboratory', 'University of São Paulo Medical School'}","{'Brazil', 'Clinical Hospital', 'São Paulo'}"
3416,"Department of Clinical Pharmacy and Pharmacology, University of Groningen, University Medical Center Groningen, Groningen, Netherlands.","{'University of Groningen', 'Department of Clinical Pharmacy and Pharmacology'}","{'University Medical Center Groningen', 'Groningen', 'Netherlands'}"
3417,"Department of Clinical Medicine, University of Copenhagen, Copenhagen.","{'Department of Clinical Medicine', 'University of Copenhagen'}",{'Copenhagen'}
3418,"Department of Pathology, University Hospital Basel, Basel, Switzerland.",set(),"{'University Hospital Basel', 'Switzerland', 'Basel'}"
3419,"Division of Molecular Pathology and Genomics, University of Minnesota, Minneapolis, Minnesota.","{'Division of Molecular Pathology and Genomics', 'University of Minnesota'}","{'Minneapolis', 'Minnesota'}"
3420,"Division of Nephrology, University of Texas Southwestern Medical Center, Dallas, Texas.","{'Nephrology', 'Division', 'University of Texas'}","{'Southwestern Medical Center', 'Dallas', 'Texas'}"
3421,"Department of Pathology and Laboratory Medicine, Cedars-Sinai Medical Center, Los Angeles, California.","{'Cedars-S', 'Department of Pathology and Laboratory Medicine'}","{'California', 'inai Medical Center', 'Los Angeles'}"
3422,"National Institute of Diabetes, Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland.","{'National Institutes of Health', 'National Institute of Diabetes, Digestive and Kidney Diseases'}","{'Maryland', 'Bethesda'}"
3423,"Division of Cardiothoracic Surgery, Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.","{'Division of Card', 'ot', 'Department of Surgery', 'Washington University School of'}","{'USA', 'Missouri', 'St. Louis', 'Medicine'}"
3424,"Department of Pharmacy Practice, Lipscomb University College of Pharmacy, Nashville, Tennessee.","{'Department of Pharmacy Practice', 'Lipscomb University College of Pharmacy'}","{'Nashville', 'Tennessee'}"
3425,"Department of Pediatrics, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania",{'Department of Pediatrics'},"{'Philadelphia', 'Pennsylvania', ""Children's Hospital of Philadelphia""}"
3426,"Division of Thoracic Surgery, Mayo Clinic, Rochester, MN.","{'Mayo Clinic', 'Division of Thoracic Surgery'}","{'MN', 'Rochester'}"
3427,"Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA","{'Department of Medicine', 'John'}","{'Maryland', 'USA', 's Hopkins University School of Medicine', 'Baltimore'}"
3428,"Central and Northern Adelaide Renal and Transplantation Services, Lyell McEwin Hospital, Elizabeth Vale, South Australia.",{'Central and Northern Adelaide Renal and Transplantation Services'},"{'Elizabeth Vale', 'Lyell McEwin Hospital', 'South Australia'}"
3429,"Divisions of Nephrology and Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of New Mexico, Albuquerque, New Mexico.","{'University of New Mexico', 'Care', 'Sleep Medicine', 'Department of Internal Medicine', 'Nephrology and Pulmonary, Critic'}","{'New Mexico', 'Albuquerque'}"
3430,"Pediatric Nephrology Unit, Galilee Medical Center, Azrieli Faculty of Medicine, Bar Ilan University, Nahariya, Israel.","{'Ne', 'Pediatri', 'Bar Ilan University', 'Azrieli Faculty of Medicine'}","{'Nahariya', 'Israel', 'Galilee Medical Center'}"
3431,"NHMRC Clinical Trials Centre, University of Sydney, Camperdown","{'University of Sydney', 'NHMRC'}",{'Camperdown'}
3432,"Department of Biological Immunology, Hôpital Européen Georges Pompidou, Assistance Publique-Hôpitaux de Paris, Paris",{'Department of Biological Immunology'},"{'Assistance Publique-Hôpitaux de Paris', 'Paris', 'Hôpital Européen Georges Pompidou'}"
3433,"Clinical Unit of Microbiology, Reina Sofía University Hospital, Cordoba, Spain.","{'Clinic', 'Unit of Microbiology'}","{'Reina Sofía University Hospital', 'Cordoba', 'Spain'}"
3434,"Division of Nephrology, Columbia University Medical Center and the New York Presbyterian Hospital, New York, New York.",{'Division of Nephrology'},"{'New York Presbyterian Hospital', 'New York', 'Columbia University Medical Center'}"
3435,"Department of Pulmonary Medicine, Cleveland Clinic, Cleveland, Ohio, USA. Electronic address: valapom@ccf.org.","{'valapom', 'Cleveland Clinic', 'Department of Pulmonary Medicine', 'ccf.org'}","{'Cleveland', 'Ohio', 'USA'}"
3436,"Ochsner Clinical School, University of Queensland, Brisbane, Australia. Electronic address: juancarlos.velez@ochsner.org.","{'University of Queensland', 'ochsner', 'Ochsner Clinical School', 'org'}","{'Brisbane', 'Australia'}"
3437,"Nephrology, Department of Medicine, University of Rochester Medical Center Rochester, New York, USA.","{'Department of Medicine', 'Ne', 'University of Rochester', 'Center'}","{'New York', 'USA', 'Rochester'}"
3438,"Children's Hospital of Pennsylvania, Philadelphia, Pennsylvania.",set(),"{'Philadelphia', ""Children's Hospital of Pennsylvania"", 'Pennsylvania'}"
3439,"Texas Institute for Measurement, Evaluation, and Statistics, University of Houston, Houston, Texas.","{'Texas Institute for Measurement, Evaluation, and Statistics', 'University of Houston'}","{'Houston', 'Texas'}"
3440,"Department of Immunology, Transplantology and Internal Diseases, Medical University of Warsaw, Warsaw, Poland.","{'Department of Immunology, Transplantology and Internal Diseases', 'Medical University of Warsaw'}","{'Poland', 'Warsaw'}"
3441,"Section of Urology, Department of Surgery, University of Manitoba, Winnipeg, Manitoba.","{'Urology', 'University of Manitoba', 'Department of Surger'}","{'Winnipeg', 'Manitoba'}"
3442,"River City Pulmonology, Baptist Health System, San Antonio, Texas, USA",set(),"{'USA', 'San Antonio', 'Texas', 'River City Pulmonology, Baptist Health System'}"
3443,"Division of Pediatric Nephrology, Boston Children's Hospital, Boston, MA, 2115, USA.",{'Division of Pediatric Nephrology'},"{'USA', '2115', ""Boston Children's Hospital"", 'MA', 'Boston'}"
3444,"Center for Clinical Epidemiology and Biostatistics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.","{'Center for Clinical Epidemiology and Biostatistics', 'Perelman School of', 'University of Pennsylvania'}","{'Philadelphia', 'PA', 'Medicine'}"
3445,"Pharmacoepidemiology Unit, Department of Clinical Pharmacology, Amiens-Picardie University Medical Center, Amiens",{'Department of Clinical Pharmacology'},"{'Amiens-Picardie University Medical Center', 'Amiens'}"
3446,"Department of Clinical Pharmacology, Copenhagen University Hospital Bispebjerg and Frederiksberg, Copenhagen",{'Department of Clinical Pharmacology'},"{'Copenhagen University Hospital Bispebjerg', 'Copenhagen', 'Frederiksberg'}"
3447,"Department of Internal Medicine IV, Nephrology and Hypertension, Medical University Innsbruck, Innsbruck, Austria.","{'Nephrology and Hypertension', 'Department of Internal Medicine IV', 'Medical University Innsbruck'}","{'Innsbruck', 'Austria'}"
3448,"Department of Internal Medicine, Division of Nephrology, University of Groningen and University Medical Center, Groningen, Groningen, the Netherlands. Electronic address: d.kremer@umcg.nl.","{'Department of Internal Medicine', 'Division of Nephrology', 'nl', 'University of Groningen', 'umcg'}","{'Netherlands', 'Groningen', 'University Medical Center'}"
