,aff,parent
3236,"Victor Chang Cardiac Research Institute, Sydney, NSW, Australia.",University of New South Wales]AU
3237,"Conjoint Internal Medicine Laboratory, Chemical Pathology, Pathology Queensland, Health Support Queensland, Herston",University of Queensland]AU
3238,"Department of Medicine, University of Melbourne, Melbourne, Australia.",University of Melbourne]AU
3239,"Renal Service, Canberra Health Services, Garran, ACT, Australia.",Canberra Health Services]AU
3240,"Australia and New Zealand Dialysis and Transplant Registry, South Australia Health and Medical Research Institute, Adelaide, Australia",Australia and New Zealand Dialysis and Transplant Registry]AU
3241,"Centre for Kidney Research, Westmead, New South Wales, Australia.",University of Sydney]AU
3242,"School of Medicine, The University of Queensland, Brisbane, Queensland, Australia.",University of Queensland]AU
3243,"Australia and New Zealand Dialysis and Transplant Registry, South Australian Health and Medical Research Institute, Adelaide, South Australia.",Australia and New Zealand Dialysis and Transplant Registry]AU
3244,"Department of Nephrology, Sunshine Coast University Hospital, Birtinya, Queensland, Australia.",University of the Sunshine Coast]AU
3245,"Monash Health, Melbourne, Victoria, Australia.",Monash University]AU
3246,"Department of Renal Research, Kolling Institute of Medical Research, Royal North Shore Hospital, The University of Sydney, Sydney, New South Wales, Australia.",University of Sydney]AU
3247,"Department of Nephrology, Concord Repatriation General Hospital, Sydney, New South Wales, Australia.",University of Sydney]AU
3248,"Centre for Clinical Research, Faculty of Medicine, University of Queensland, Royal Brisbane and Women's Hospital Campus, Brisbane, QLD, Australia.",University of Queensland]AU
3249,"Royal Brisbane and Women's Hospital, Brisbane, Australia.",University of Queensland]AU
3250,"School of Biomedical Sciences, University of Western Australia, Perth, Western Australia.",University of Western Australia]AU
3251,"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Clinical Research Center for Rare Diseases Aldo e Cele Daccò, Ranica, Italy.",IRCCS]IT
3252,"Biotechnology and Methods in Laboratory Medicine, University of Bologna, Bologna.",University of Bologna]IT
3253,"Division of Nephrology and Renal Transplantation, IRCCS Istituto Giannina Gaslini, Genoa, Italy.",IRCCS]IT
3254,"Nephrology, Dialysis and Transplantation Unit, Policlinico San Martino, Genoa, Italy.",IRCCS]IT
3255,"Infectious Diseases Unit, Papa Giovanni XXIII Hospital, Bergamo, Italy.",University of Milan]IT
3256,"Pediatric Nephrology, Dialysis and Transplantation Unit, Woman's and Child's Health Department, University Hospital of Padova, Padova, Italy.",University of Padova]IT
3257,"Department of Cardiology, University and Civil Hospital, Brescia, Italy.",University and Civil Hospital]IT
3258,"Unit of Nephrology and Dialysis, Azienda Socio-Sanitaria Territoriale (ASST) Papa Giovanni XXIII, Bergamo, Italy",University of Milan]IT
3259,"Nephrology and Dialysis Unit, Cisanello Hospital, Pisa, Italy.",University of Pisa]IT
3260,"IRES Piemonte, Turin, Italy.",IRES]IT
3261,"Division of Hepatic Surgery and Liver Transplantation, University Hospital of Pisa, Pisa, Italy.",University of Pisa]IT
3262,"Department of Biomedical, Experimental and Clinical Sciences ""Mario Serio,"" University of Florence, Florence, Italy.",University of Florence]IT
3263,"General and Liver Transplant Surgery Unit, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy.",IRCCS]IT
3264,"University of Pisa and Cardiology Division, Pisa University Hospital, Pisa, Italy.",University of Pisa]IT
3265,"Department of Cardiothoracic and Vascular Surgery, University of Padua, Padua, Italy.",University of Padua]IT
3266,"Chair of Plastic Surgery, Department of Surgical Sciences, Tor Vergata University of Rome, Rome, Italy. Electronic address: benedetto.longo@uniroma2.it.",University of Rome]IT
3267,"Gastroenterology, Hepatology and Transplantation Unit, Department of Specialty and Transplant Medicine, Azienda Socio Sanitaria Territoriale Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3268,"National Research Council (CNR), Institute of Clinical Physiology (IFC), Pisa, Italy.",CNR]IT
3269,"A.O.R.N. Santobono-Pausilipon-Annunziata, Naples, Italy.",Santobono-Pausilipon]IT
3270,"Department of General Surgery and Transplantation, Niguarda Ca' Granda Hospital, Milan, Italy.",University of Milan]IT
3271,"Department of Biomedical Experimental and Clinical Sciences ""Mario Serio,"" University of Florence, Florence, Italy.",University of Florence]IT
3272,"Nephrology, Dialysis and Transplantation Unit, Careggi University Hospital, Florence, Italy.",Careggi University]IT
3273,"Department of Pediatric Urology, Azienda Ospedaliera Brotzu, Cagliari, Italy.",University of Cagliari]IT
3274,"Nephrology and Dialysis Unit, San Giovanni di Dio Hospital, AUSL Toscana Centro, Florence, Italy.",AUSL Tuscany]IT
3275,"Department of Biomedical and Neuromotor Sciences, Department of Experimental, Diagnostic and Specialty Medicine (DIMES), University of Bologna, Bologna.",University of Bologna]IT
3276,"Nephrology, Dialysis and Renal Transplant Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna.",IRCCS]IT
3277,"Department of Surgery, University of Pisa, Pisa, The province of Pisa, Italy.",University of Pisa]IT
3278,"Department of Cardiac, Thoracic and Vascular Sciences, and Public Health, University of Padova, Padua Italy.",University of Padova]IT
3279,"Division of Nephrology, Dialysis and Transplantation, University of Genova, Genova, Italy.",University of Genova]IT
3280,"Division of Gynecology and Obstetrics, Maternal and Child Department, Cannizzaro Hospital, Catania, Italy.",Cannizzaro Hospital]IT
3281,"Independent investigator, Milan, Italy.",
3282,"CNR, University of Padua, Padua, Italy.",University of Padua]IT
3283,"Department of Emergency and Organ Transplantation, University of Bari, Bari, Italy.",University of Bari]IT
3284,"Division of Anesthesia and Intensive Care Medicine, Department of Clinical and Surgical Translational Medicine, Sant'Andrea Hospital, Sapienza University of Rome, Rome, Italy.",University of Rome]IT
3285,"Division of Hepato-Bilio-Pancreatic, Minimally Invasive and Robotic Surgery, Department of Public Health, Federico II University Hospital, Naples, Italy.",University of Naples Federico II]IT
3286,"Director of National Transplants Center, National Institute of Health, Italian Ministry of Health, Rome, Italy.",ISS]IT
3287,"Department of Clinical and Experimental Medicine, Infectious Diseases Unit, Azienda Ospedaliera Universitaria Pisana, University of Pisa, Italy.",University of Pisa]IT
3288,"Unit of Nephrology, Department of Medicine, Azienda Socio-Sanitaria Territoriale (ASST) Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3289,"Nephrology and Dialysis Unit, IRCCS Humanitas Research Hospital, Milan, Italy.",IRCCS]IT
3290,"Cardiology, University of Bologna, Bologna.",University of Bologna]IT
3291,"Kidney Transplantation, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",IRCCS]IT
3292,"Unit of Nephrology and Dialysis, Azienda Socio-Sanitaria Territoriale (ASST) Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3293,"Section of Nephrology, Department of Emergency and Organ Transplantation, University of Bari, Bari, Italy.",University of Bari]IT
3294,"Nephrology, Dialysis and Renal Transplant Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna",IRCCS]IT
3295,"Kidney and Pancreas Transplantation Unit, Department of Surgical, Oncological and Gastroenterological Sciences, University Hospital of Padua, Padua, Italy.",University of Padua]IT
3296,"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy",IRCCS]IT
3297,"Istituto Mediterraneo per i Trapianti e Terapie ad alta specializzazione (IRCCS-ISMETT), Palermo, Italy.",IRCCS]IT
3298,"Hepatobiliary Surgery and Liver Transplantation, University of Pisa Medical School Hospital, Pisa, Italy.",University of Pisa]IT
3299,"Hemodialysis Service, Division of Nephrology, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Università Cattolica del Sacro Cuore, Rome, Italy. Electronic address: maurizio.bossola@gmail.com.",IRCCS]IT
3300,"Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Division of Gastroenterology and Hepatology, Milan, Italy.",IRCCS]IT
3301,"Department of Woman and Child and of General and Specialized Surgery, Università degli Studi della Campania ""Luigi Vanvitelli,"" Naples, Italy.",University of Campania Luigi Vanvitelli]IT
3302,"Nephrology and Dialysis Unit, Santo Stefano Hospital, Prato, Italy.",AUSL Tuscany]IT
3303,"Chair of Plastic Surgery, Department of Surgical Sciences, Tor Vergata University of Rome, Rome, Italy.",University of Rome]IT
3304,"Unit of Nephrology and Dialysis, Azienda Socio-Sanitaria Territoriale Papa Giovanni XXIII, Bergamo, Italy",University of Milan]IT
3305,"Unità Operativa Nefrologia, Azienda Ospedaliero-Universitaria di Parma, Dipartimento di Medicina e Chirurgia, Università di Parma, Parma, Italy.",University of Parma]IT
3306,"Dipartimento Biotecnologie Mediche, Università di Siena, Siena, Italy.",University of Siena]IT
3307,"Alma Mater Studiorum, University of Bologna, Bologna. Electronic address: gaetano.lamanna@unibo.it.",University of Bologna]IT
3308,"Department of Clinical and Experimental Medicine, University of Messina, Messina, Italy.",University of Messina]IT
3309,"Dipartimento di Scienze di Laboratorio e Infettivologiche, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.",IRCCS]IT
3310,"Nephrology and Dialysis Unit, Department of Pediatrics, Azienda Ospedaliero Universitaria Sant'Orsola-Malpighi, Bologna, Italy.",University of Bologna]IT
3311,"Nephrology and Kidney Transplant Unit, Department of Translational Medicine (DIMET), University of Piemonte Orientale (UPO), ""Maggiore della Carita"" University Hospital, Novara, Italy.",University of Piemonte Orientale]IT
3312,"Fondazione Villaserena per la Ricerca, Pescara, Italy.",Villa Serena]IT
3313,"Division of Nephrology, University of Campania, Luigi Vanvitelli, Naples, Italy. Electronic address: roberto.minutolo@unicampania.it.",University of Campania]IT
3314,"Pediatric Hepatology, Gastroenterology and Transplantation, ASST Ospedale Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3315,"Departments of Renal Medicine and Biomedical Engineering, Centro di Ricerche Cliniche per le Malattie Rare ""Aldo e Cele Daccò,"" Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy.",IRCCS]IT
3316,"Division of Nephrology, University of Campania, Luigi Vanvitelli, Naples, Italy.",University of Campania]IT
3317,"Department of Cardiac, Thoracic and Vascular Sciences, University of Padova, Padova, Italy.",University of Padova]IT
3318,"Department of Statistics and Quantitative Methods, University of Milano-Bicocca, Milan, Italy.",University of Milan]IT
3319,"Department of Pediatric Nephrology, Azienda Ospedaliera Universitaria ""G. Martino,"" Messina, Italy.",University of Messina]IT
3320,"Department of Clinical Sciences and Community Health, Università degli Studi di Milano, Milan, Italy.",University of Milan]IT
3321,"Bambino Gesù Children's Hospital, Rome, Italy.",Bambino Gesù Children's Hospital]IT
3322,"Nephrology, Dialysis and Transplantation, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy",IRCCS]IT
3323,"Pediatric Nephrology, Dialysis and Transplant Unit, Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico, Milan, Italy.",IRCCS]IT
3324,"Nephrology, Dialysis and Renal Transplantation Unit, Azienda Ospedaliera Universitaria Ospedali Riuniti Umberto I, Lancisi, Salesi of Ancona, Ancona, Italy.",University of Rome Sapienza]IT
3325,"Department of Internal Medicine, University of Genoa, Genova, Italy.",University of Genoa]IT
3326,"Division of Nephrology and Dialysis, Department of Medical and Surgical Specialties, Radiological Sciences, and Public Health, University of Brescia and ASST Spedali Civili of Brescia, Brescia, Italy.",ASST]IT
3327,"Nephrology and Dialysis Unit, Department of Medicine, SS Annunziata Hospital, ""G. d'Annunzio"" University, Chieti, Italy.",SS Annuziata]IT
3328,"Unit of Nephrology and Dialysis, Azienda Socio-Sanitaria Territoriale Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3329,"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy. Electronic address: giuseppe.remuzzi@marionegri.it.",IRCCS]IT
3330,"Nephrology, Dialysis and Transplantation, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy.",IRCCS]IT
3331,"Division of Nephrology and Medical Statistics Unit, University of Campania, Luigi Vanvitelli, Naples, Italy.",University of Campania]IT
3332,"Azienda Socio Sanitaria Territoriale Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3333,"Fondazione Ricerca Molinette, Regina Margherita Hospital, Turin, Italy.",Fondazione Ricerca Molinette]IT
3334,"Department of Management, Information and Production Engineering, University of Bergamo, Dalmine, Italy.",University of Bergamo]IT
3335,"Pathology Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna.",IRCCS]IT
3336,"4th Surgery Unit, Regional Hospital Treviso, University of Padua, DISCOG, Padua, Italy. Electronic address: mi6le@libero.it.",University of Padua]IT
3337,"Nephrology Unit Florence 1, Santa Maria Annunziata Hospital, Bagno a Ripoli, Florence, Italy.",AUSL Tuscany]IT
3338,"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy.",IRCCS]IT
3339,"Centro di Ricerche Cliniche per le Malattie Rare ""Aldo e Cele Daccò"", Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy.",IRCCS]IT
3340,"Department of Plastic and Reconstructive Surgery, Università degli Studi di Napoli Federico II, Napoli, Italy.",University of Naples Federico II]IT
3341,"Pathology Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna",IRCCS]IT
3342,"Neuromuscular and Neuroimmunology Unit, Bellaria Hospital, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna.",IRCCS]IT
3343,"Renal, Dialysis and Transplant Unit, Department of Emergency and Organ Transplantation, University of Bari, Bari, Italy.",University of Bari]IT
3344,"""Spirito Santo"" Hospital of Pescara, Pediatric Surgery of ""G. d'Annunzio"" University of Chieti-Pescara, Chieti, Italy.",University of Chieti]IT
3345,"Unit of Radiology, Department of Imaging Diagnostics, Azienda Socio-Sanitaria Territoriale (ASST) Papa Giovanni XXIII, Bergamo, Italy.",University of Milan]IT
3346,"Università degli Studi and IRCCS Ospedale Policlinico San Martino di Genova, Genoa, Italy.",IRCCS]IT
3347,"Pediatric Surgery, University of Brescia, Brescia, Italy.",University of Brescia]IT
3348,"Department of Clinical Sciences and Community Health, Università degli Studi di Milano, Milan, Italy. Electronic address: Giuseppe.castellano@unimi.it.",University of Milan]IT
3349,"Nephrology and Dialysis Unit, Meyer Children's Hospital IRCCS, Florence, Italy.",IRCCS]IT
3350,"Medical Genetics Laboratory, ASST-Spedali Civili, Brescia, Italy.",ASST]IT
3351,"Department of Internal Medicine, S.S. Annunziata Hospital, University of Ferrara, Cento, Italy.",University of Ferrara]IT
3352,"Nephrology Unit, University Hospital ""San Giovanni di Dio e Ruggi d'Aragona,"" Salerno, Italy.",University of Salerno]IT
3353,"Liver Unit, Department of Transplantation, Cardarelli Hospital, Naples, Italy.",University of Molise]IT
3354,"Fondazione IRCCS Policlinico San Matteo, Pavia, Italy.",IRCCS]IT
3355,"Pediatric Nephrology and Dialysis Unit, Pediatric Hospital ""Giovanni XXIII,"" Bari, Italy.",University of Milan]IT
3356,"Division of Internal Medicine, Hepatobiliary and Immunoallergic Diseases, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna, Italia.",IRCCS]IT
3357,"Alma Mater Studiorum, University of Bologna, Bologna.",University of Bologna]IT
3358,"Department of Nephrology, Alessandro Manzoni Hospital (past Director), ASST Lecco, Italy.",ASST]IT
3359,"Centre for Clinical and Basic Research, Department of Medical Sciences, IRCCS San Raffaele Pisana, Rome, Italy.",IRCCS]IT
3360,"Medical Genetics Unit, Meyer Children's Hospital IRCCS, Florence, Italy.",IRCCS]IT
3361,"IRCCS Azienda Ospedaliera di Bologna, Nephrology, Dialysis and Kidney Transplant Unit, St. Orsola University Hospital, Bologna, Italy.",IRCCS]IT
3362,"National Research Council, Institute of Clinical Physiology, Reggio Calabria, Italy.",CNR]IT
3363,"Centro di Ricerche Cliniche per le Malattie Rare 'Aldo e Cele Daccò', Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy.",IRCCS]IT
3364,"Research and Innovation Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna.",IRCCS]IT
3365,"Nefrologia and CNR Unit, Grande Ospedale Metropolitano, Reggio Calabria, Italy.",Great Metropolitan Hospital of 'Bianchi-Melacrino-Morelli']IT
3366,"Department of Maxillofacial Surgery, Sant'Andrea Hospital, Sapienza University of Rome, Rome, Italy.",University of Rome]IT
3367,"Clinical Research Center for Rare Diseases ""Aldo e Cele Daccò,"" Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Villa Camozzi, Ranica, Bergamo, Italy.",IRCCS]IT
3368,"Gastroenterology Unit, Azienda Ospedaliero-Universitaria Pisana, Pisa, Italy.",University of Pisa]IT
3369,"Nephrology, Dialysis and Renal Transplant Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna, Italy.",IRCCS]IT
3370,"Division of Nephrology, Department of Obstetrics and Gynecology, ASST Spedali Civili of Brescia, Brescia, Italy.",ASST]IT
3371,"Medical Oncology and Hematology Unit, Humanitas Clinical and Research Center, IRCCS Humanitas Research Hospital, Rozzano (Milan), Italy.",IRCCS]IT
3372,"Department of Infectious Diseases, Ramón y Cajal University Hospital, Madrid, Spain.",University of Alcalá]ES
3373,"Department of Surgery and Transplantation, Virgen de la Arrixaca University Hospital, Murcia, Spain.",University of Murcia]ES
3374,"Department of Infectious Diseases, Hospital Clinic - IDIBAPS, University of Barcelona, Barcelona, Spain.",University of Barcelona]ES
3375,"Microbiology Department, La Paz University Hospital Institute for Health Research (IdiPAZ), CIBERINFEC, Carlos III Health Institute, Madrid, Spain.",Autonomous University of Madrid]ES
3376,"Genomic Systems, Paterna (Valencia), Spain.",Genomic Systems Inc]ES
3377,"Department of Dermatology, Hospital Universitari Vall d'Hebron, Universitat Autònoma de Barcelona, Barcelona, Spain.",Autonomous University of Barcelona]ES
3378,"La Paz Research Institute (Idipaz), La Paz University Hospital, Madrid, Spain",Autonomous University of Madrid]ES
3379,"Cellular and Molecular Cardiology Research Unit, Department of Cardiology and Institute of Biomedical Research, University Clinical Hospital, Santiago de Compostela, Spain and CIBERCV, Madrid, Spain.",Instituto de Salud Carlos III]ES
3380,"Pediatric Emergency Department, La Paz University Hospital Institute for Health Research (IdiPAZ), Autonomous University of Madrid (UAM), Madrid, Spain.",Autonomous University of Madrid]ES
3381,"Hepatology and Liver Transplant Unit, Fundación Para La Investigación Del Hospital Universitario La Fe De La CCVV, IIS La Fe, Ciberehd, University of Valencia, Valencia, Spain.",University of Valencia]ES
3382,"Intensive Care Unit and Transplant Coordination Unit, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3383,"La Paz Research Institute (Idipaz), La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3384,"Vall d'Hebron Institut de Recerca, Vall d'Hebron Hospital Universitari, Barcelona, Spain.",Autonomous University of Barcelona]ES
3385,"Immunology Department, Hospital Universitario 12 de Octubre, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), Madrid, Spain.",Complutense University of Madrid]ES
3386,"Institute Clinic of Gynecology, Obstetrics and Neonatology, Hospital Clinic de Barcelona, Institute dÍnvestigacions Biomèdiques August Pi i Sunyer, Universitat de Barcelona, Barcelona, Spain.",University of Barcelona]ES
3387,"Nephrology and Kidney Transplantation Laboratory, Vall d'Hebron Research Institute (VHIR), Barcelona, Spain.",Autonomous University of Barcelona]ES
3388,"Nephrology Department, Hospital de Vall d'Hebron, Barcelona, Spain.",Autonomous University of Barcelona]ES
3389,"UGC de Hematología y Unidad de Terapia Celular, Hospital Universitario Reina Sofía, Instituto Maimónides de Investigación Biomédica de Córdoba (IMIBIC), Universidad de Córdoba, Córdoba, Spain.",University of Cordoba]ES
3390,"Department of Pathological Anatomy, General University Gregorio Marañón Hospital, Madrid, Spain.",Complutense University of Madrid]ES
3391,"Department of Pathology, Hospital Clìnic de Barcelona, Barcelona, Spain.",University of Barcelona]ES
3392,"Department of Nephrology, University Hospital ""12 de Octubre,"" Madrid, Spain. Electronic address: eduardo.gutierrez@salud.madrid.org.",Complutense University of Madrid]ES
3393,"University Hospital La Fe, Health Research Institute La Fe, Valencia, Spain.",University of Valencia]ES
3394,"General and Digestive Surgery Service, Hospital Universitario La Paz, Madrid, Spain.",Autonomous University of Madrid]ES
3395,"European Reference Network on Transplantation in Children (TransplantChild ERN), Madrid, Spain",TransplantChild ERN]ES
3396,"Unit of Infectious Diseases, ""12 de Octubre"" University Hospital, Instituto de Investigación Hospital ""12 de Octubre"" (imas12), Universidad Complutense, Madrid, Spain.",Complutense University of Madrid]ES
3397,"Clinical Unit of Infectious Diseases and Microbiology, University Hospital Virgen Macarena, and Department of Medicine and Microbiology, University of Seville, Institute of Biomedicine of Seville (University Hospital Virgen Macarena/CSIC/University of Seville), Seville, Spain.",University of Seville]ES
3398,"Department of Nephrology and Kidney Transplantation, University Hospital Vall d'Hebron, Barcelona, Spain.",Autonomous University of Barcelona]ES
3399,"Department of Nephrology, Hospital General Universitario Gregorio Marañón, Madrid, Spain.",Complutense University of Madrid]ES
3400,"Pediatric Surgery Department, La Paz University Hospital, Madrid, Spain",Autonomous University of Madrid]ES
3401,"Department of Nephrology, Hospital Clìnic de Barcelona, Barcelona, Spain.",University of Barcelona]ES
3402,"Lung Transplant Unit, Respiratory Department Marqués de Valdecilla University Hospital, ERN-LUNG (European Reference Network on Rare Respiratory Diseases), Santander, Cantabria, Spain.",University of Cantabria]ES
3403,"Genotyping and Genetic Diagnosis Unit, School of Medicine, University of Valencia, Valencia, Spain.",University of Valencia]ES
3404,"Carlos Simon Foundation, Centro de Investigación Príncipe Felipe, Valencia, Spain.",Centro de Investigación Príncipe Felipe]ES
3405,"Paediatric Nephrology Department, University Hospital La Paz, Madrid, Spain.",Autonomous University of Madrid]ES
3406,"Pathology Department, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3407,"Child and Adolescent Psychiatry and Clinical Psychology Department, University Hospital of Getafe, Madrid, Spain.",European University of Madrid]ES
3408,"Banc de Sang i Teixits, Vall d'Hebron Institute of Research (VHIR), Barcelona, Spain.",Autonomous University of Barcelona]ES
3409,"Pediatric Perfusion Department, La Paz University Hospital, Madrid, Spain",Autonomous University of Madrid]ES
3410,"Center for Animal Health Research (CISA), INIA, Madrid, Spain.",INIA]ES
3411,"Department of Nephrology, University Hospital ""12 de Octubre,"" Madrid, Spain.",Complutense University of Madrid]ES
3412,"Anatomy, Histology and Neuroscience Department, University Autonoma of Madrid, Madrid, Spain. Electronic address: ane.andres@madrid.salud.org.",Autonomous University of Madrid]ES
3413,"Department of Agricultural Chemistry, Soil Science and Microbiology, University of Cordoba, Cordoba, Spain. Electronic address: elena.pereznadales@imibic.org.",University of Cordoba]ES
3414,"COVID-19 Vaccination Team, Hospital del Mar, Barcelona, Spain.",Pompeu Fabra University]ES
3415,"Department of Nephrology, Hospital Universitario 12 de Octubre, Madrid, Spain.",Complutense University of Madrid]ES
3416,"Nephrology Department, Hospital Universitario 12 de Octubre, Department of Medicine, Complutense University, Madrid, Spain.",Complutense University of Madrid]ES
3417,"Pediatric Gastroenterology Department, Intestinal Rehabilitation Unit, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3418,"Instituto de Investigación Hospital 12 de octubre (i+12), Madrid, Spain.",Complutense University of Madrid]ES
3419,"Department of Nephrology, Hospital Universitari de Bellvitge, University of Barcelona, Barcelona, Spain.",University of Barcelona]ES
3420,"Department of Endocrinology and Nutrition, University Hospital La Fe, La Fe Health Research Institute, University of Valencia, Valencia, Spain.",University of Valencia]ES
3421,"Laboratorio de Refèrencia de Catalunya SA, Barcelona, Spain.",Laboratorio de Refèrencia de Catalunya]ES
3422,"Clinical Unit of Infectious Diseases, Reina Sofía University Hospital, Cordoba, Spain.",University of Cordoba]ES
3423,"Professor of Medicine, Autonomous University of Madrid, Madrid, Spain.",Autonomous University of Madrid]ES
3424,"Clinical Unit of Infectious Diseases, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3425,"Department of Medical and Surgical Sciences, University of Cordoba, Cordoba, Spain",University of Cordoba]ES
3426,"Department of Internal Medicine, Hospital Universitario Puerta de Hierro-Majadahonda, Majadahonda, Spain.",Autonomous University of Madrid]ES
3427,"Pediatric Intensive Care Unit Department, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3428,"Pediatric Cardiovascular Surgery Department, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3429,"Pediatric Surgery Department, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3430,"Unit of Infectious Diseases, Hospital Universitario de Cruces, Baracaldo, Spain.",University of the Basque Country]ES
3431,"Department of Nephrology and Kidney Transplantation, Vall d'Hebron University Hospital, Barcelona Hospital Campus, Barcelona, Spain.",Autonomous University of Barcelona]ES
3432,"Unit of Infectious Diseases, Hospital Universitario ""12 de Octubre"", Instituto de Investigación Sanitaria Hospital ""12 de Octubre"" (imas12), Madrid, Spain.",Complutense University of Madrid]ES
3433,"Valdecilla Research Institute (IDIVAL), Santander, Cantabria, Spain.",IDIVAL]ES
3434,"Maimonides Biomedical Research Institute of Cordoba (IMIBIC), University of Cordoba, Reina Sofía University Hospital, Cordoba, Spain",University of Cordoba]ES
3435,"Liver Unit, CIBERehd, Instituto de Investigación Sanitaria La Fe, Hospital Universitario y Politécnico La Fe-Universidad de Valencia, Valencia, Spain.",University of Valencia]ES
3436,"Department of Medicine, Barcelona University, Barcelona, Spain.",University of Barcelona]ES
3437,"Organització Catalana de Trasplantaments, Barcelona, Spain.",Organització Catalana de Trasplantaments]ES
3438,"Centro de Investigación Biomédica en Red de Enfermedades Infecciosas (CIBERINFEC), Spanish Network for Research in Infectious Diseases (REIPI), Instituto de Salud Carlos III, Madrid, Spain",Instituto de Salud Carlos III]ES
3439,"Banco de Tejidos, Fundación Banco de Sangre y Tejidos de las Illas Balears, Instituto de Investigaciones Sanitarias Illes Balears (IdISBa), Palma de Mallorca, Spain.",University of the Balearic Islands]ES
3440,"Transplant Coordination Unit and Service of Intensive Care, University Hospital Marqués de Valdecilla-IDIVAL, School of Medicine, Universidad de Cantabria, Santander, Cantabria, Spain.",IDIVAL]ES
3441,"Department of Infectious Diseases, Hospital Roman y Cajal, Madrid, Spain.",University of Alcalá]ES
3442,"Pediatric Infectious and Tropical Diseases Department, La Paz University Hospital Institute for Health Research (IdiPAZ), Autonomous University of Madrid (UAM), Madrid, Spain.",Autonomous University of Madrid]ES
3443,"Clinical and Translational Research in Cardiology Unit, Health Research Institute Hospital La Fe (IIS La Fe), Valencia, Spain and CIBERCV, Madrid, Spain.",Instituto de Salud Carlos III]ES
3444,"Department of Plastic Surgery and Burns, Vall d'Hebron Barcelona Hospital Campus, Universidad Autònoma de Barcelona, Barcelona, Spain.",Autonomous University of Barcelona]ES
3445,"Liver Transplantation and Hepatology Unit, La Fe University Hospital and IISLaFe and Ciberehd, Valencia, Spain.",University of Valencia]ES
3446,"Documentation Department, Hospital del Mar, Barcelona, Spain.",Pompeu Fabra University]ES
3447,"Respiratory Department, Marqués de Valdecilla University Hospital, Santander, Cantabria, Spain.",University of Cantabria]ES
3448,"Department ofLiver Transplantation, General University Gregorio Marañón Hospital, Madrid, Spain.",Complutense University of Madrid]ES
3449,"European Reference Network on Transplantation in Children (TransplantChild ERN), Madrid, Spain.",TransplantChild ERN]ES
3450,"Spanish (Spain, International Sort) Organización Nacional de Trasplantes, Madrid, Spain.",Organización Nacional de Trasplantes]ES
3451,"Pharmacy Department, Hospital del Mar, Barcelona, Spain.",Pompeu Fabra University]ES
3452,"Department of Agricultural Chemistry, Soil Science and Microbiology, University of Cordoba, Cordoba, Spain",University of Cordoba]ES
3453,"Department of Nephrology, Fresenius Medical Care Sevices, Barcelona, Spain.",Fresenius Health]DE
