,Unnamed: 0,PARENT
2037,"Department of Nephrology, Graduate School of Medicine, Osaka University, Osaka, Japan",Osaka University]JP
2066,"Department of Nephrology, Osaka University Graduate School of Medicine, Suita, Osaka, Japan.",Osaka University]JP
2195,"Department of Clinical Epidemiology, Graduate School of Medicine, Fukushima Medical University, Fukushima, Japan.",Fukushima Medical University]JP
2221,"Division of Nephrology, Rinku General Medical Center, Osaka, Japan.",Rinku General Medical Center]JP
2266,"Department of Inter-Organ Communication Research in Kidney Diseases, Graduate School of Medicine, Osaka University, Osaka, Japan. Electronic address: kaimori@kid.med.osaka-u.ac.jp.",Osaka University]JP
2271,"Department of Nephrology, Osaka University Graduate School of Medicine, Suita, Japan.",Osaka University]JP
2308,"Department of Pediatrics, Keio University School of Medicine, Tokyo, Japan.",Keio University]JP
2456,"Nakayamadera Imai Clinic, Takarazuka, Japan.",Nakayamadera Imai Clinic]JP
2476,"Division of Immunobiology, Institute for Genetic Medicine, Hokkaido University, Sapporo, Hokkaido, Japan.",Hokkaido University]JP
2989,"Department of Inter-Organ Communication Research in Kidney Diseases, Graduate School of Medicine, Osaka University, Osaka, Japan.",Osaka University]JP
3061,"Organ Transplantation Center, National Center for Child Health and Development, Tokyo, Japan.",National Center for Child Health and Development]JP
3098,"Department of Cardiovascular Surgery, Teine Keijinkai Hospital, Sapporo, Japan. Electronic address: rpierson@mgh.harvard.edu.",Teine Keijinkai Hospital]JP
3275,"Chikuseikai Munakata Clinic, Tokyo, Japan.",Chikuseikai Munakata Clinic]JP
3297,"Department of Nephrology and Hypertension, Kawasaki Medical School, Kurashiki, Okayama, Japan.",Kawasaki Medical School]JP
3480,"Tessyoukai Kameda Family Clinic Tateyama, Chiba, Japan.",Tessyoukai Kameda Family Clinic]JP
3572,"Department of Obstetrics and Gynecology, Keio University School of Medicine, Tokyo, Japan.",Keio University]JP
3610,"Department of Nephrology, Juntendo University Faculty of Medicine, Tokyo, Japan.",Juntendo University]JP
3656,"Division of Nephrology, Department of Medicine, Showa University School of Medicine, Tokyo, Japan.",Showa University]JP
3668,"National Center for Child Health and Development, Tokyo, Japan.",National Center for Child Health and Development]JP
3802,"Department of Urology, Tokyo Women's Medical University, Tokyo, Japan.",Tokyo Women's Medical University]JP
4001,"Department of Surgery, Tokyo Women's Medical University, Tokyo, Japan.",Tokyo Women's Medical University]JP
4218,"Divsion of Hepatobiliary Surgery and Pancreas Surgery, Department of Surgery, Jikei University School of Medicine, Tokyo, Japan.",Jikei University School of Medicine]JP
77,"Pediatric Nephrology Institute, Rambam Health Care Campus, Haifa, Israel.",
164,"Division of Pediatric Nephrology, Shaare Zedek Medical Center and Faculty of Medicine, Hebrew University of Jerusalem, Jerusalem, Israel.",
179,"Dialysis Unit, Assuta Hospital, Haifa, Israel.",
219,"Nephrology Unit, Mayanei HaYeshua Medical Center, Bnei Brak, Israel.",
272,"Division of Pediatric Nephrology, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel. Electronic address: asafvivante@gmail.com.",
754,"The Genetics Institute, Rambam Health Care Campus, Haifa, Israel",
929,"Diabetes Unit, Department of Endocrinology and Metabolism, Hadassah Medical Center, Jerusalem, Israel.",
1155,"Genomics Unit, Sheba Cancer Research Center, Sheba Medical Center, Tel-Hashomer, Israel.",
1368,"The Genetics Institute, Kaplan Medical Center-Rehovot, Hebrew University and Hadassah Medical School, Jerusalem, Israel.",
1571,"Azrieili Faculty of Medicine in Galilee, Bar-Ilan University, Safed, Israel.",
1757,"Institute of Pulmonary Medicine, Sheba Medical Center, Sackler Faculty of Medicine, Tel-Aviv University, Tel Aviv, Israel.",
1818,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Safed",
1849,"Division of Nephrology and Hypertension Baruch Padeh Medical Center Poriya, Tiberias, Israel.",
1901,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Israel.",
2049,"Pediatric Nephrology Unit, Galilee Medical Center, Nahariya, Israel.",
2116,"Division of Pediatric Nephrology, Shaare Zedek Medical Center, Faculty of Medicine, Hebrew University of Jerusalem, Jerusalem, Israel.",
2117,"Department of Pediatrics B, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel",
2258,"Department of Pediatric Nephrology, Galilee Medical Center, Nahariya, Israel.",
2355,"Nephrology Unit, Ziv Medical Center, Safed, Israel.",
2402,"Department of Nephrology and Hypertension, Rambam Health Care campus, Haifa, Israel",
2518,"The Wohl Institute for Translational Medicine, Sheba Medical Center, Tel-Hashomer, Israel.",
2630,"The Rappaport Faculty of Medicine, Technion-Israel Institute of Technology, Haifa, Israel.",
2790,"Nephrology and Hypertension Unit, Bnai-Zion Medical Center, Haifa, Israel.",
2795,"Department of Nephrology and Hypertension, Rambam Health Care campus, Haifa, Israel.",
2892,"The Genetics Institute, Rambam Health Care Campus, Haifa, Israel.",
2933,"Institute of Nephrology and Hypertension, Carmel Medical Center, Haifa, Israel.",
2955,"Azrieili Faculty of Medicine in Galilee, Bar-Ilan University, Safed, Israel",
3093,"Department of Pediatrics B, Edmond and Lily Safra Children's Hospital, Sackler Faculty of Medicine, Sheba Medical Center, Tel-Hashomer, Israel.",
3215,"Division of Pediatric Nephrology, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel.",
3335,"School of Public Health, Hadassah-Hebrew University, Jerusalem, Israel.",
3430,"Pediatric Nephrology Unit, Galilee Medical Center, Azrieli Faculty of Medicine, Bar Ilan University, Nahariya, Israel.",
3461,"Genomics Unit, Sheba Cancer Research Center, Sheba Medical Center, Tel-Hashomer, Israel",
3601,"Pediatric Nephrology Institute, Ruth Children's Hospital, Rambam Health Care Campus, Haifa, Israel.",
3607,"Israel Center for Disease Control, Ramat Gan, Israel.",
3715,"Nephrology Unit, Galilee Medical Center, Nahariya, Israel.",
3736,"The Danek Gertner Institute of Human Genetics, Sheba Medical Center, Tel-Hashomer, Israel.",
3926,"Institute of Nephrology, Schneider Children's Medical Center of Israel, Petah Tikva, Israel.",
3977,"Pediatric Stem Cell Research Institute, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel",
4070,"Medical Division, Maccabi Healthcare Services, and Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel.",
4219,"Department of Pediatrics B, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Ramat-Gan, Israel.",
4248,"The Wohl Institute for Translational Medicine, Sheba Medical Center, Tel-Hashomer, Israel",
4253,"Maccabi Institute for Research and Innovation, Maccabi Healthcare Services, Tel-Aviv, Israel.",
4329,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Safed.",
14,"Department of Molecular and Clinical Medicine, Institute of Medicine, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.",University of Gothenburg]SE
118,"Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Stockholm, Sweden.",Karolinska Institute]SE
140,"Department of Immunology, Genetics and Pathology, Section of Clinical Immunology, Uppsala University, Sweden. Electronic address: david.berglund@itb-med.com.",ITB-MED AB]SE
163,"Department of Medical Sciences, Clinical Chemistry, Uppsala University, Uppsala, Sweden.",Uppsala University]SE
296,"Division of Nephrology, Department of Clinical Sciences, Karolinska Institutet, Danderyd Hospital, Stockholm, Sweden.",Karolinska Institute]SE
484,"Department of Clinical Sciences, Lund University, Malmö, Sweden",Lund University]SE
524,"JAMCO Pharma Consulting, Stockholm, Sweden.",JAMCO Pharma]SE
667,"Endocrine and Sarcoma Surgery Unit, Department of Molecular Medicine and Surgery, Karolinska Institute, Stockholm, Sweden.",Karolinska Institute]SE
882,"Division of Hematology and Transfusion Medicine, Department of Laboratory Medicine, Lund University, Lund, Sweden.",Lund University]SE
897,"Department of Obstetrics and Gynecology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Göteborg, Sweden.",University of Gothenburg]SE
1001,"Department of Clinical Intervention, and Technology (CLINTEC), Karolinska University Hospital and Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
1046,"Division of Nephrology, Department of Clinical Sciences, Karolinska Institutet, Danderyd Hospital, Stockholm, Sweden. Electronic address: juan.jesus.carrero@ki.se.",Karolinska Institute]SE
1062,"Renal Unit, Department of Clinical Intervention and Technology, Karolinska Institutet and Karolinska University Hospital, Stockholm, Sweden.",Karolinska Institute]SE
1072,"Endocrine and Sarcoma Surgery Unit, Department of Molecular Medicine and Surgery, Karolinska Institute, Stockholm, Sweden",Karolinska Institute]SE
1140,"Clinical Immunology and Transfusion Medicine, Office of Medical Services, Region Skåne, Lund, Sweden",Office of Medical Services]SE
1205,"Department of Immunology, Genetics and Pathology, Section of Clinical Immunology, Uppsala University, Sweden.",Uppsala University]SE
1249,"Division of Clinical Geriatrics, Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
1479,"Wallenberg Center for Molecular Medicine, Lund University, Lund, Sweden",Lund University]SE
1501,"Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Solna, Sweden.",Karolinska Institute]SE
1518,"Division of Renal Medicine, Department of Clinical Science, Intervention and Technology, Karolinska Institutet, Stockholm, Sweden",Karolinska Institute]SE
1588,"Department of Medical Epidemiology and Biostatistics, Campus Solna, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
1605,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Huddinge, Sweden.",Karolinska Institute]SE
1822,"Division of Transplantation Surgery, Department of Clinical Science, Intervention and Technology (CLINTEC), Karolinska Institute, Stockholm, Sweden.",Karolinska Institute]SE
1987,"Department of Clinical Intervention and Technology, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
2003,"Department of Nephrology, Skåne University Hospital, Malmö, Sweden.",Lund University]SE
2025,"Clinical Epidemiology Unit/Clinical Pharmacology, Department of Medicine Solna, Karolinska Institutet, Karolinska University Hospital, Stockholm, Sweden.",Karolinska Institute]SE
2042,"Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Stockholm, Sweden",Karolinska Institute]SE
2062,"Skane University Hospital Lund, Sweden.",Lund University]SE
2083,"Department of Clinical Science Intervention and Technology, Hospital Huddinge, Karolinska University, Huddinge, Sweden.",Karolinska Institute]SE
2094,"Department of Clinical Chemistry, Skåne University Hospital, Lund University, Lund, Sweden. Electronic address: anders.grubb@med.lu.se.",Lund University]SE
2100,"Division of Renal Medicine, Department of Clinical Intervention and Technology, Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden.",Karolinska Institute]SE
2119,"Division of Nephrology, Department of Clinical Sciences Lund, Lund University, Lund, Sweden.",Lund University]SE
2140,"Department of Cardiothoracic Surgery, Lund University and Skåne University Hospital, Lund, Sweden.",Lund University]SE
2155,"Triomed AB, Lund, Sweden.",Triomed AB]SE
2202,"Division of Nephrology, Department of Clinical Sciences, Danderyd Hospital, Karolinska Institutet, Stockholm, Sweden. Electronic address: juan.jesus.carrero@ki.se.",Karolinska Institute]SE
2304,"Department of Nephrology, Skåne University Hospital, Lund University, Malmö, Sweden.",Lund University]SE
2352,"Division of Renal Medicine, Department of Clinical Science, Intervention and Technology, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
2450,"Department of Cardiology, Skåne University Hospital, Malmö, Sweden",Lund University]SE
2695,"Medical Unit Renal Medicine, Karolinska University Hospital, and CLINTEC, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
2801,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden. Electronic address: xuyang_pucri@bjmu.edu.cn.",Karolinska Institute]SE
2831,"Late Stage Development, Cardiovascular, Renal and Metabolism (CVRM), BioPharmaceuticals R&D, AstraZeneca, Gothenburg, Sweden.",AstraZeneca Inc]GB
2927,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden",Karolinska Institute]SE
2966,"Division of Nephrology, Department of Clinical Sciences, Lund University, Lund, Sweden.",Lund University]SE
2968,"Division of Nephrology, Department of Clinical Sciences, Danderyd Hospital, Stockholm, Sweden.",Karolinska Institute]SE
3122,"Department of Physiology, Institute of Neuroscience and Physiology, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.",University of Gothenburg]SE
3168,"Department of Clinical Sciences, Lund University, Malmö, Sweden.",Lund University]SE
3258,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
3329,"Research and Development, ITB-MED AB, Stockholm, Sweden.",ITB-MED AB]SE
3379,"Department of Clinical Chemistry and Pharmacology, Institute of Laboratory Medicine, Lund University, Lund, Sweden.",Lund University]SE
3390,"Research and Development, ITB-MED AB, Stockholm, Sweden",ITB-MED AB]SE
3414,"Department of Surgical Sciences, Akademiska Sjukhuset, Uppsala University, Uppsala, Sweden.",Uppsala University]SE
3559,"Department of Medical Epidemiology and Biostatistics, Campus Solna, Karolinska Institutet, Stockholm, Sweden",Karolinska Institute]SE
3710,"Department of Medical Epidemiology and Biostatistics , Karolinska Institutet , Stockholm , Sweden.",Karolinska Institute]SE
3976,"Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Uppsala University, Uppsala, Sweden.",Uppsala University]SE
3986,"Pediatric Digestive Diseases, Astrid Lindgren Children's Hospital, Karolinska University Hospital, CLINTEC, Karolinska Institutet, Stockholm, Sweden.",Karolinska Institute]SE
4076,"Department of Obstetrics and Gynecology, Institute of Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.",University of Gothenburg]SE
4134,"Department of Clinical Pathology, Sahlgrenska University Hospital, Gothenburg, Sweden.",University of Gothenburg]SE
4140,"Department of Nephrology, Skåne University Hospital, Lund, Sweden.",Lund University]SE
4,"Pediatric Nephrology, State University of Campinas (UNICAMP), Campinas, Brazil.",State University of Campinas]BR
26,"LIM 12, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
141,"LIM 03, Division of Clinical Pathology, University of São Paulo Medical School, São Paulo, Brazil.",University of São Paulo]BR
241,"LIM 12, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil. Electronic address: veronica.torres@hc.fm.usp.br.",University of São Paulo]BR
317,"Renal Transplant Service, Instituto Central, Hospital das Clinicas HCFMUSP, Faculdade de Medicina, Universidade de Sao Paulo, Sao Paulo, Brazil.",University of São Paulo]BR
331,"Department of Infectious Diseases, University of São Paulo School of Medicine Hospital das Clínicas, São Paulo, Brazil.",University of São Paulo]BR
355,"LIM 66, Serviço de Geriatria, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
737,"Serviço de Oncologia Clínica, Instituto do Câncer do Estado de São Paulo, Hospital das Clínicas HCFMUSP, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
1074,"Instituto Israelita de Ensino e Pesquisa Albert Einstein, Faculdade Israelita de Ciências da Saúde Albert Einstein, São Paulo, Brazil.",Albert Einstein Israelite Hospital]BR
1299,"Medical Director Department, Dasa, Barueri, Brazil.",Dasa Inc]BR
1348,"Faculdade de Medicina da Universidade de Sao Paulo, Instituto do Cancer do Estado de Sao Paulo, Brazil.",University of São Paulo]BR
1566,"Postgraduate Program in Rehabilitation Sciences, Universidade Nove de Julho (UNINOVE), São Paulo, Brazil.",University Nove de Julho]BR
1678,"Renal Division, Internal Medicine, Clinical Hospital, School of Medicine, University of São Paulo, São Paulo, Brazil.",University of São Paulo]BR
1927,"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil",University Nove de Julho]BR
2426,"Serviço de Medicina Nuclear, Instituto do Câncer do Estado de São Paulo, Hospital das Clínicas HCFMUSP, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
2610,"Digestive Organs Transplant Division, Gastroenterology Department, University of São Paulo School of Medicine FM-USP, São Paulo, Brazil.",University of São Paulo]BR
2682,"Radiology and Oncology Department, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
2800,"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil. Electronic address: annacrth@gmail.com.",University Nove de Julho]BR
2928,"Serviço de Nefrologia, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil.",University of São Paulo]BR
2952,"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil.",University Nove de Julho]BR
3002,"Department of Hepatology and Liver Transplantation, Hospital Sirio-Libanes, Sao Paulo, Brazil.",Hospital Sirio-Libanes]BR
3058,"Discipline of Microbiology, Department of Pathological Sciences, Santa Casa de São Paulo School of Medicine, São Paulo, Brazil.",Santa Casa de São Paulo School of Medicine]BR
3174,"Liver Unit, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Albert Einstein Israelite Hospital]BR
3415,"Clinical Microbiology Laboratory, Clinical Hospital, University of São Paulo Medical School, São Paulo, Brazil.",University of São Paulo]BR
3494,"Working Committee for Hospital Epidemiology and Infection Control, University of São Paulo School of Medicine Hospital das Clínicas, São Paulo, Brazil.",University of São Paulo]BR
3525,"Department of Epidemiology, School of Public Health, University of São Paulo, São Paulo, Brazil.",University of São Paulo]BR
3809,"Postgraduate Program in Health and Environment. University Metropolitana de Santos (UNIMES), São Paulo, Brazil.",University Metropolitana de Santos]BR
3917,"Serviço de Nefrologia, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil",University of São Paulo]BR
4121,"Beneficência Portuguesa and Bandeirantes Hospital of São Paulo, São Paulo, Brazil.",Beneficência Portuguesa]BR
380,"The Cardiovascular Department, Linkou Chang Gung Memorial Hospital, Taoyuan City, Taiwan.",Chang Gung University]TW
386,"Artificial Intelligence Development Center, Fu Jen Catholic University, Taipei City, Taiwan.",Fu Jen Catholic University]TW
640,"Division of Nephrology, Department of Medicine, Taipei Veterans General Hospital, Taipei, Taiwan",Taipei Veterans General Hospital]TW
785,"Graduate Institute of Clinical Medical Sciences, College of Medicine, Chang Gung University, Taoyuan, Taiwan. Electronic address: franwisandsun@gmail.com.",Chang Gung University]TW
1104,"Division of Gastroenterology and Hepatology, Department of Internal Medicine, National Taiwan University Hospital, Taipei City, Taiwan.",National Taiwan University]TW
1217,"Graduate Institute of Clinical Medical Sciences, College of Medicine, Chang Gung University, Taoyuan, Taiwan.",Chang Gung University]TW
1475,"Division of Thoracic and Cardiovascular Surgery, Linkou Medical Center, Department of Surgery, Linkou Chang Gung Memorial Hospital, Chang Gung University, Taoyuan City, Taiwan.",Chang Gung University]TW
1965,"Department of Surgery, Chang Gung Memorial Hospital Kaoshiung, Taiwan.",Chang Gung University]TW
2378,"Division of Cardiology, Department of Medicine, Taipei Veterans General Hospital, Taipei City, Taiwan.",Taipei Veterans General Hospital]TW
2382,"Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, Taoyuan, Taiwan",Chang Gung University]TW
2384,"Department of Surgery, National Taiwan University Hospital, Taipei, Taiwan.",National Taiwan University]TW
2409,"and Institute of Clinical Medicine, National Yang Ming Chiao Tung University, Taipei, Taiwan.",National Yang Ming Chiao Tung University]TW
2439,"Liver Transplant Center and Department of Surgery, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung, Taiwan.",Chang Gung University]TW
2764,"School of Medicine, College of Medicine, National Yang Ming Chiao Tung University, Taipei, Taiwan",National Yang Ming Chiao Tung University]TW
2921,"Ministry of Health and Welfare, Taipei City, Taiwan.",Ministry of Health and Welfare]TW
3245,"Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, Taoyuan, Taiwan.",Chang Gung University]TW
3408,"Department of Ophthalmology, National Taiwan University Hospital, Taipei City, Taiwan.",National Taiwan University]TW
3625,"Liver Transplantation Centre, Kaohsiung Chang Gung Memorial Hospital, Kaohsiung, Taiwan.",Chang Gung University]TW
260,"Danish National Genome Center, Copenhagen, Denmark.",Danish National Genome Center]DK
262,"Department of Pathology, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
267,"Division of Nephrology, Department of Medicine, Hospitalsenheden Midt, Viborg, Denmark.",Aarhus University]DK
321,"Department of Cardiology, Sygehus Lillebælt, Vejle, Denmark.",Sygehus Lillebælt]DK
429,"Department of Cardiology, Nordsjællands Hospital, Hillerød, Denmark.",Copenhagen University]DK
485,"Department of Renal Medicine, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
599,"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.",Copenhagen University]DK
678,"Department of Biomedical Sciences, Copenhagen University, Copenhagen, Denmark.",Copenhagen University]DK
765,"Department of Clinical Medicine, University of Copenhagen, Copenhagen",Copenhagen University]DK
798,"Department of Cardiology, Herlev and Gentofte Hospital, Herlev, Denmark.",Copenhagen University]DK
859,"Department for Cardiothoracic Surgery, Aarhus University Hospital, Denmark.",Aarhus University]DK
990,"Department for Anesthesiology, Region Hospital Silkeborg, Denmark.",Aarhus University]DK
1027,"Department of Nephrology, Copenhagen University Hospital Rigshospitalet, Copenhagen, Denmark.",Copenhagen University]DK
1097,"Department of Endocrinology and Nephrology, Nordsjællands Hospital, Hillerød, Denmark.",Copenhagen University]DK
1297,"Steno Diabetes Center Copenhagen and the Department of Clinical Medicine, University of Copenhagen, Copenhagen, Denmark.",Steno]DK
1313,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark",Copenhagen University]DK
1316,"Department of Nephrology, Copenhagen University Hospital Rigshospitalet, Copenhagen",Copenhagen University]DK
1384,"Complications Research, Steno Diabetes Center Copenhagen, Copenhagen, Denmark.",Steno]DK
1459,"Department of Clinical Medicine, University of Copenhagen, Copenhagen, Denmark",Copenhagen University]DK
1723,"Research Unit for Molecular Medicine, Institute for Clinical Medicine, Aarhus University, Denmark.",Aarhus University]DK
1734,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark.",Copenhagen University]DK
2092,"Department of Radiology, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
2137,"Department of Biomedicine, Aarhus University, Aarhus, Denmark.",Aarhus University]DK
2224,"Hans Christian Andersen Children's Hospital, Odense University Hospital, Odense, Denmark.",Odense University]DK
2240,"Clinical Epidemiology, Steno Diabetes Center Copenhagen, Herlev, Denmark.",Steno]DK
2265,"The Capital Region Pharmacy, Herlev, Denmark",Copenhagen University]DK
2284,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre",Copenhagen University]DK
2403,"Department of Drug Design and Pharmacology, University of Copenhagen, Copenhagen",Copenhagen University]DK
2607,"Department for Clinical Medicine-Comparative Medicine Laboratory, Aarhus University, Denmark.",Aarhus University]DK
2775,"Department of Medicine, Division of Nephrology, Zealand University Hospital, Roskilde, Denmark.",Roskilde University]DK
2812,"Department of Nephrology, Rigshospitalet, Copenhagen, Denmark.",Copenhagen University]DK
3005,"Capital Region Pharmacy, Herlev, Denmark.",Copenhagen University]DK
3015,"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre",Copenhagen University]DK
3073,"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark",Copenhagen University]DK
3218,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.",Copenhagen University]DK
3247,"Novo Nordisk A/S, Søborg, Denmark.",Novo Nordisk]DK
3339,"Department of Cardiology, Rigshospitalet, Copenhagen, Denmark.",Copenhagen University]DK
3417,"Department of Clinical Medicine, University of Copenhagen, Copenhagen.",Copenhagen University]DK
3446,"Department of Clinical Pharmacology, Copenhagen University Hospital Bispebjerg and Frederiksberg, Copenhagen",Copenhagen University]DK
3564,"Department of Nephrology, Aalborg University Hospital, Aalborg, Denmark.",Aalborg University]DK
3774,"Department of Clinical Physiology and Nuclear Medicine, Centre for Functional and Diagnostic Imaging and Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.",Copenhagen University]DK
3788,"Steno Diabetes Center Copenhagen, Herlev, Denmark.",Steno]DK
3852,"Department of Biology, Zoophysiology, Aarhus University, Aarhus, Denmark.",Aarhus University]DK
3908,"Department of Nephrology, Gødstrup Hospital, Herning, Denmark.",Aarhus University]DK
4027,"Department of Clinical Medicine, Aarhus University, Aarhus, Denmark.",Aarhus University]DK
4163,"Department of Nephrology, Aarhus University Hospital, Aarhus, Denmark.",Aarhus University]DK
4176,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre. Electronic address: esben.iversen@regionh.dk.",Copenhagen University]DK
4292,"Department of Nephrology, Herlev and Gentofte Hospital, Herlev, Denmark.",Copenhagen University]DK
4296,"Department of Drug Design and Pharmacology, University of Copenhagen, Copenhagen, Denmark.",Copenhagen University]DK
4322,"Department of Cardiology, Aarhus University Hospital, Denmark.",Aarhus University]DK
24,"Department of Internal Medicine, College of Medicine, Institute of Kidney Disease Research, Yonsei University, Seoul.",Yonsei University]KR
56,"Department of Internal Medicine, Boramae Medical Center, Seoul, Korea",Seoul National University]KR
61,"Department of Urology, and Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
156,"Department of Surgery, Seoul National University Hospital and Seoul National University College of Medicine, Seoul, South Korea.",Seoul National University]KR
177,"Department of Laboratory Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
286,"Department of Clinical Research Design & Evaluation, SAIHST, Sungkyunkwan University, Seoul, South Korea. Electronic address: yoosoo.chang@gmail.com.",Sungkyunkwan University]KR
388,"Department of Internal Medicine, National Health Insurance Service Medical Center, Ilsan Hospital, Goyangshi, Gyeonggi-do, South Korea.",National Health Insurance Service]KR
602,"The Research Institute for Transplantation, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yonsei University]KR
706,"Center for Cohort Studies, Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.",Sungkyunkwan University]KR
733,"Division of Kidney and Pancreas Transplantation, Department of Surgery, Asan Medical Center, College of Medicine, University of Ulsan, Seoul, Korea.",University of Ulsan]KR
883,"Center for Vascular Research, Institute for Basic Science, Daejeon, Republic of Korea.",Institute for Basic Science]KR
922,"Department of Internal Medicine, College of Medicine, Institute of Kidney Disease Research, Yonsei University, Seoul. Electronic address: hansh@yuhs.ac.",Yonsei University]KR
1054,"Department of Internal Medicine, Seoul National University, Seoul, South Korea.",Seoul National University]KR
1086,"Department of Internal Medicine, Research Institute of Clinical Medicine, Jeonbuk National University Medical School, Jeonju, Republic of Korea.",Jeonbuk National University]KR
1113,"Department of Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.",Sungkyunkwan University]KR
1193,"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yonsei University]KR
1267,"Department of Internal Medicine, College of Medicine, Seoul National University, Seoul, Korea.",Seoul National University]KR
1334,"Department of Internal Medicine, Seoul National University Hospital Seoul, Korea.",Seoul National University]KR
1404,"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea",Yonsei University]KR
1440,"Division of Kidney and Pancreas Transplantation, Department of Surgery, Asan Medical Center, College of Medicine, University of Ulsan, Seoul, Korea. Electronic address: gskyh@amc.seoul.kr.",University of Ulsan]KR
1472,"Center for Cohort Studies, Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea",Sungkyunkwan University]KR
