,Unnamed: 0,LOC_SET
3073,"Emergency Department, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark","{'Copenhagen University Hospital Amager', 'Hvidovre', 'Denmark', 'Hvidov'}"
3074,"Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA","{'Boston', 'Massachusetts', 'USA'}"
3075,"Department of Pharmacy, The Ottawa Hospital, Ottawa, Ontario, Canada.","{'Ontario', 'Ottawa', 'Canada', 'The Ottawa Hospital'}"
3076,"Department of Medicine, Emory University School of Medicine, Atlanta, Georgia.","{'Atlanta', 'Georgia', 'Medicine'}"
3077,"Department of Urology, Beijing Chaoyang Hospital, Capital Medical University, Beijing, China.","{'Beijing', 'Medical University', 'Beijing Chaoyang Hospital', 'China'}"
3078,"Department II of Internal Medicine and Center for Molecular Medicine, University of Cologne, Cologne, Germany.","{'Germany', 'Cologne'}"
3079,"Hépatologie et Transplantation Hépatique Pédiatriques, Centre de référence de l'atrésie des voies biliaires et des cholestases génétiques, FSMR FILFOIE, Hôpital Bicêtre, AP-HP, Université Paris-Saclay, Kremlin-Bicêtre, France.","{'Hôpital Bicêtre', 'France', 'Kremlin-Bicêtre'}"
3080,"Departement of Pathology, Assistance Publique des Hôpitaux de Paris (AP-HP), Bicêtre University Hospital, Paris-Saclay University, Le Kremlin Bicêtre, France.","{'France', 'Le Kremlin Bicêtre', 'Bicêtre University Hospital'}"
3081,"Natera, Inc., Austin, Texas.","{'Austin', 'Texas'}"
3082,"Department of Medicine, Max Rady College of Medicine, University of Manitoba, Winnipeg, MB, Canada.","{'Winnipeg', 'Canada', 'MB'}"
3083,"University of Alberta, Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
3084,"Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX.","{'TX', 'Houston'}"
3085,"Wright State University Dayton VA Medical Center, Dayton, Ohio.","{'Dayton', 'Dayton VA', 'Ohio'}"
3086,"Department of Medicine, Division of Nephrology, Icahn School of Medicine at Mount Sinai, New York, New York.","{'Mount Sinai', 'New York'}"
3087,"Department of Laboratory Medicine & Pathology, University of Alberta, Edmonton, Canada.","{'Edmonton', 'Canada'}"
3088,"Department of Medicine, Division of Nephrology, Columbia University Irving Medical Center.",{'Irving Medical Center'}
3089,"Division of Nephrology, Department of Medicine, Duke University School of Medicine, Durham, North Carolina.","{'North Carolina', 'Durham', 'Medicine'}"
3090,"Section of Nephrology, Department of Medicine, University of Chicago Medicine, Chicago, Illinois.","{'Illinois', 'Chicago'}"
3091,"Elemental Scientific, Omaha, Nebraska.","{'Omaha', 'Nebraska'}"
3092,"Division of Nephrology, Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
3093,"Department of Pediatrics B, Edmond and Lily Safra Children's Hospital, Sackler Faculty of Medicine, Sheba Medical Center, Tel-Hashomer, Israel.","{'Sackler Faculty of Medicine', 'Tel-Hashomer', 'Sheba Medical Center', 'Israel.', ""Edmond and Lily Safra Children's Hospital""}"
3094,"Department of Medicine, and Faculty of Medicine and Dentistry, University of Alberta, Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
3095,"Department of Medicine, Grossman School of Medicine, New York University, New York, New York.","{'New York', 'Grossman School of Medicine'}"
3096,"National Research Council, Montréal, Quebec H4P 2R2, Canada.","{'Quebec', 'Canada', 'Montréal'}"
3097,"Faculty of Health Sciences, McMaster University, Hamilton, ON, Canada.","{'ON', 'Hamilton', 'Canada'}"
3098,"Department of Cardiovascular Surgery, Teine Keijinkai Hospital, Sapporo, Japan. Electronic address: rpierson@mgh.harvard.edu.","{'Teine Keijinkai Hospital', 'Japan', 'Sapporo'}"
3099,"Department of Biostatistics, University of Washington, Seattle, WA.","{'Seattle', 'WA'}"
3100,"Institute of Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada","{'Ontario', 'Canada', 'Toronto'}"
3101,"Division of Nephrology, Department of Medicine, University of Manitoba, Winnipeg, Canada.","{'Winnipeg', 'Canada'}"
3102,"NextGen Precision Health,University of Missouri,Columbia,Missouri,USA.","{'Columbia', 'Missouri', 'USA'}"
3103,"Division of Pediatric Nephrology, Department of Pediatrics, Emory University and Children's Healthcare of Atlanta, Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
3104,"Department of Epidemiology, Mailman School of Public Health, Columbia University Irving Medical Center.","{'Mailman School of Public Health', 'University Irving Medical Center'}"
3105,"Department of Surgery, Penn Transplant Institute, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.","{'Pennsylvania', 'USA', 'Philadelphia', 'School', 'Medicine'}"
3106,"Baylor University Medical Center, Dallas, TX.","{'TX', 'Baylor University Medical Center', 'Dallas'}"
3107,"Department of Surgery, Yonsei University College of Medicine, Seoul, Republic of Korea","{'Republic of Korea', 'Seoul'}"
3108,"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy. Electronic address: giuseppe.remuzzi@marionegri.it.","{'Italy', 'Bergamo'}"
3109,"Dermato-Oncology Department, Université Paris Cite, AP-HP Hôpital Saint Louis, Cancer Institute APHP. Nord-Université Paris CiteINSERM U976, HIPI, Paris, France.","{'France', 'Hôpital Saint Louis', 'Paris'}"
3110,"Unit of Pediatric Clinical Research, CIC1436, Hôpital des Enfants, CHU Toulouse, Toulouse, France.","{'Hôpital des Enfants', 'France', 'Toulouse'}"
3111,"University of California-San Francisco, San Francisco, California.","{'California', 'San Francisco'}"
3112,"Nephrology, Dialysis and Transplantation, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy.","{'Milan', 'Italy', 'Grand', 'Ospedale Maggiore Policlinico'}"
3113,"Section of Nephrology, Department of Medicine, Boston Medical Center, Boston University Chobanian & Avedisian School of Medicine, Boston, Massachusetts.","{'Massachusetts', 'Boston Medical Center', 'School', 'Boston', 'Medicine'}"
3114,"Program in Transplantation, University of Maryland Medical System, Baltimore, MD.","{'MD', 'Baltimore'}"
3115,"Westat, Rockville, Maryland.","{'Westat', 'Rockville', 'Maryland'}"
3116,"China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, People's Republic of China.","{'Beijing', ""People's Republic of China"", 'Capital Medical University', 'Beijing Tiantan Hospital'}"
3117,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: rbcolvin@mgh.harvard.edu.","{'Boston', 'Massachusetts General Hospital', 'Massachusetts', 'USA'}"
3118,"Documentation Department, Hospital del Mar, Barcelona, Spain.","{'Hospital del Mar', 'Barcelona', 'Spain'}"
3119,"Department of Community Health and Humanities, Faculty of Medicine, Memorial University, St.John's, Newfoundland, Canada.","{'Newfoundland', 'Canada', ""St.John's""}"
3120,"Sanofi, Chilly-Mazarin, France.","{'France', 'Chilly-Mazarin'}"
3121,"University of Cambridge Department of Surgery, Addenbrooke's Hospital, Cambridge, the National Institute of Health Research (NIHR) Cambridge Biomedical Research Centre and the NIHR Blood and Transplant Research Unit (BTRU) at the University of Cambridge in collaboration with Newcastle University and in partnership with NHS Blood and Transplant (NHSBT), London, United Kingdom.","{'Cambridge', 'London', ""Addenbrooke's Hospital"", 'United Kingdom'}"
3122,"Department of Physiology, Institute of Neuroscience and Physiology, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.","{'Gothenburg', 'Sweden'}"
3123,"Department of Internal Medicine, CHU Poitier, Poitier, France.","{'France', 'Poitier'}"
3124,"University of Miami Miller School of Medicine, Miami, Florida, USA.","{'USA', 'Florida', 'Miller School', 'Miami', 'Medicine'}"
3125,"Service de Dermatologie, Hôpital Erasme, Université Libre de Bruxelles, Brussels, Belgium.","{'Brussels', 'Erasme', 'Belgium'}"
3126,"Department of Urology, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China.","{'Shanghai', 'Renji Hospital', 'School', 'China', 'Medicine'}"
3127,"Department of Surgery, Division of Transplantation and Advanced Hepatobiliary Surgery, University of Utah Spencer Fox Eccles School of Medicine, Salt Lake City, Utah.","{'Utah', 'Salt Lake City', 'Medicine'}"
3128,"Division of Solid Organ Transplantation, Department of Surgery, University of Minnesota, Minneapolis, MN, USA","{'Minneapolis', 'MN', 'USA'}"
3129,"Beetham Eye Institute, Joslin Diabetes Center, Boston, MA.","{'Boston', 'MA'}"
3130,"Alberta Transplant Institute, Edmonton, Alberta, Canada","{'Alberta', 'Edmonton', 'Canada'}"
3131,"Pediatric Nephrology Division, Heidelberg University Medical Center, Heidelberg, Germany.","{'Germany', 'Heidelberg', 'Heidelberg University Medical Center'}"
3132,"Duke University School of Medicine, Durham, Carolina, USA.","{'Durham', 'Carolina', 'USA'}"
3133,"Department of Surgery, Columbia University College of Physicians and Surgeons, New York, NY.","{'New York', 'NY'}"
3134,"Division of Nephrology, Department of Pediatrics, Children's Mercy Kansas City, Kansas City, Missouri.","{'Kansas City', 'Missouri'}"
3135,"Department of Pediatrics, Perelman School of Medicine at the University of Pennsylvania, and Division of Nephrology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.","{'Philadelphia', 'lman School of Medicine', 'Pennsylvania', ""Children's Hospital of Philadelphia""}"
3136,"Department of Cardiology, Cedars-Sinai Smidt Heart Institute, Los Angeles, CA.","{'CA', 'Los Angeles'}"
3137,"Children's Hospital of Fudan University, Shanghai, China.","{'China', 'Shanghai'}"
3138,"Department of Surgery, Division of Transplantation, Emory University School of Medicine, Atlanta, Georgia, USA.","{'Atlanta', 'Georgia', 'USA'}"
3139,"Department of Biochemistry and Molecular Genetics, University of Colorado School of Medicine, Aurora, Colorado.","{'Colorado', 'Aurora'}"
3140,"Department of Surgery, Michigan Medicine, Ann Arbor, MI.","{'MI', 'Ann Arbor'}"
3141,"Centre for Research in Epidemiology and Population Health (CESP), INSERM UMRS 1018, Université Paris-Saclay, Université Versailles Saint Quentin, Villejuif",{'Villejuif'}
3142,"Department of Medicine, Division of Nephrology and Hypertension, University of North Carolina, Chapel Hill, NC, 27516, USA.","{'Chapel Hill', 'USA', 'NC', '275'}"
3143,"Division of Nephrology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.","{'Tongji Medical College', 'Tongji Hospital', 'China', 'Wuhan'}"
3144,"Department of Surgery, Baylor College of Medicine, Houston, Texas, USA.","{'USA', 'Houston', 'Texas'}"
3145,"Department of Pediatrics, N. R. S. Medical College & Hospital, Kolkata, India.","{'India', 'N. R. S. Medical College', 'Hospital', 'Kolkata'}"
3146,"Division Nephrology, Department Internal Medicine, University of Groningen, Groningen, The Netherlands.","{'The Netherlands', 'Groningen'}"
3147,"Division of Nephrology, Department of Medicine, School of Medicine, Tufts University, Boston, Massachusetts. Electronic address: cgordon@tuftsmedicalcenter.org.","{'Boston', 'Massachusetts'}"
3148,"Division of Nephrology and Medical Statistics Unit, University of Campania, Luigi Vanvitelli, Naples, Italy.","{'Luigi Vanvitelli', 'Naples', 'Italy'}"
3149,"Welch Center for Prevention, Epidemiology, and Clinical Research, School of Medicine, Johns Hopkins University, Baltimore, Maryland","{'Maryland', 'Baltimore'}"
3150,"Department of Population Health Sciences, Duke University School of Medicine, Durham, North Carolina.","{'North Carolina', 'Durham'}"
3151,"Howard Hughes Medical Institute, New York University School of Medicine, New York, USA.","{'New York', 'Howard Hughes Medical Institute', 'USA', 'New York University School of Medicine'}"
3152,"Department of Medicine, UT Southwestern Medical Center, Dallas, TX.","{'TX', 'Dallas', 'UT Southwestern Medical Center'}"
3153,"Institute of Liver Transplantation and Regenerative Medicine, Medanta-the Medicity, New Delhi, India.","{'India', 'Medanta-the Medicity', 'New Delhi'}"
3154,"Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts.","{'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
3155,"Vascular Surgery Department, Renji Hospital, Shanghai Jiaotong University School of Medicine, Shanghai Jiaotong University, Shanghai, China.","{'Shanghai', 'Renji Hospital', 'School', 'China', 'Medicine'}"
3156,"UCLA Immunogenetics Center, David Geffen School of Medicine, University of California, Los Angeles, California, USA.","{'California', 'David Geffen School of Medicine', 'USA', 'Los Angeles'}"
3157,"Department of Medicine, David Geffen School of Medicine, University of California, Los Angeles, California.","{'California', 'Los Angeles', 'Medicine', 'David Geffen School'}"
3158,"Department of Laboratory Medicine and Pathology, Mayo Clinic, Rochester, Minnesota, USA.","{'Minnesota', 'USA', 'Rochester'}"
3159,"East Tennessee State University, Johnson City, Tennessee.","{'Johnson City', 'Tennessee'}"
3160,"Laboratory Medicine and Pathology, University of Washington School of Medicine, Seattle, Washington, USA.","{'Seattle', 'Washington', 'USA', 'Medicine'}"
3161,"Department of Otolaryngology Head and Neck Surgery, Xiangya Hospital, Central South University, Changsha, Hunan, China.","{'Changsha', 'Hunan', 'Xiangya Hospital', 'China'}"
3162,"Library and Information Services, The Ottawa Hospital, Ottawa, ON, Canada.","{'ON', 'Ottawa', 'Canada', 'The Ottawa Hospital'}"
3163,"Department of Psychiatry and Psychology, Mayo Clinic, Rochester, Minnesota, USA.","{'Minnesota', 'USA', 'Rochester'}"
3164,"Department of Medicine, Renal-Electrolyte Division, University of Pittsburgh, Pittsburgh, Pennsylvania.","{'Pittsburgh', 'Pennsylvania'}"
3165,"Respiratory Department, Marqués de Valdecilla University Hospital, Santander, Cantabria, Spain.","{'Marqués de Valdecilla University Hospital', 'Santander', 'Spain', 'Cantabria'}"
3166,"Department of Molecular Genetics, University of Toronto, Toronto, Ontario, Canada.","{'Ontario', 'Canada', 'Toronto'}"
3167,"Department of Nephrology, Muljibhai Patel Urological Hospital, Nadiad, Gujarat, India.","{'Gujarat', 'India', 'Nadiad', 'Muljibhai Patel Urological Hospital'}"
3168,"Department of Clinical Sciences, Lund University, Malmö, Sweden.","{'Sweden', 'Malmö'}"
3169,"Northwestern University Feinberg School of Medicine, Chicago, Illinois USA.","{'Illinois USA', 'Fe', 'Chicago', 'berg School', 'Medicine'}"
3170,"Leeds Teaching Hospitals, NHS Trust, Leeds, United Kingdom.","{'Leeds', 'United Kingdom'}"
3171,"Department of Clinical Epidemiology, Leiden University Medical Center, Leiden.","{'Leiden University Medical Center', 'Leiden'}"
3172,"Faculty of Medicine, University of Ottawa, Ottawa, ON, Canada.","{'ON', 'Ottawa', 'Canada'}"
3173,"Surgical Sciences Division, Department of Surgery, School of Medicine, University of Maryland, Baltimore, MD.","{'MD', 'Baltimore'}"
3174,"Liver Unit, Hospital Israelita Albert Einstein, São Paulo, Brazil.","{'Brazil', 'Hospital Israelita Albert Einstein', 'São Paulo'}"
3175,"Department of Nephrology, The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou.","{'Hangzhou', 'Hospital', 'Second Affiliate'}"
3176,"Department of Surgery, New York Presbyterian/Weill Cornell Medical Center, New York, New York, USA.","{'New York', 'Cornell Medical Center', 'USA', 'New York Presbyterian/We'}"
3177,"Laboratoire Régional d'Histocompatibilité, Saint-Louis Hospital, Assistance Publique-Hôpitaux de Paris, Paris, France.","{'aux', 'Paris', 'Saint-Louis Hospital', 'France'}"
3178,"Discovery Lab,Applied Intelligence,Accenture,Washington,DC,USA.","{'Washington,DC', 'USA'}"
3179,"Department of Medicine, Division of Hepatology, University of California San Diego, San Diego, California, USA.","{'California', 'San Diego', 'USA'}"
3180,"Department ofLiver Transplantation, General University Gregorio Marañón Hospital, Madrid, Spain.","{'General University Gregorio Marañón Hospital', 'Madrid', 'Spain'}"
3181,"Department of Internal Medicine, Erasmus MC Transplant Institute, University Medical Center Rotterdam, Rotterdam, the Netherlands.","{'Netherlands', 'Rotterdam'}"
3182,"Division of Nephrology, Department of Medicine, University of Ottawa, Ottawa, Canada.","{'Ottawa', 'Canada'}"
3183,"Department of Surgery, University of California, San Francisco, California, USA.","{'California', 'San Francisco', 'USA'}"
3184,"Université Paris Est Créteil, INSERM U955. Paris, France.","{'France', 'Paris'}"
3185,"Division of Transplantation, Department of Surgery, Emory University School of Medicine, Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
3186,"Revivicor, Inc, Blacksburg, VA.","{'Blacksburg', 'VA'}"
3187,"Kidney Transplant Program, Division of Nephrology, University of British Columbia, Vancouver, British Columbia, Canada.","{'Vancouver', 'British Columbia', 'Canada'}"
3188,"European Reference Network on Transplantation in Children (TransplantChild ERN), Madrid, Spain.","{'Madrid', 'Spain'}"
3189,"Azienda Socio Sanitaria Territoriale Papa Giovanni XXIII, Bergamo, Italy.","{'Italy', 'Bergamo'}"
3190,"Division of Cardiothoracic Transplantation and Mechanical Circulatory Support, Michael E. DeBakey Department of Surgery, Baylor College of Medicine, Houston, TX.","{'TX', 'Houston'}"
3191,"Department of Surgery,Keck Medical Center,University of Southern California,Los Angeles,California,USA.","{'Keck Medical Center', 'California', 'USA.', 'Los Angeles'}"
3192,"Aurinia Pharmaceuticals Inc., Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
3193,"Section of Nephrology, Department of Medicine, Boston University Chobanian & Avedisian School of Medicine and Boston Medical Center, Boston, MA.","{'Boston Medical Center', 'MA', 'School', 'Boston', 'Medicine'}"
3194,"Children's Healthcare of Atlanta, Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
3195,"Alport Syndrome Foundation, Scottsdale, Arizona.","{'Scottsdale', 'Arizona'}"
3196,"Department of Hematology, Radboud University Medical Centre, Nijmegen, The Netherlands.","{'Nijmegen', 'Radboud University Medical Centre', 'The Netherlands'}"
3197,"Department of Nephrology, Dialysis and Renal Transplantation, University Hospital, Poitiers.","{'University Hospital', 'Poitiers'}"
3198,"Children's Mercy Hospital and University of Missouri-Kansas City School of Medicine, Kansas City, Missouri.","{'Kansas City', ""Children's Mercy Hospital"", 'Missouri-Kansas City School of Medicine', 'Missouri'}"
3199,"Department of Surgery and Transplantation, Swiss HPB Centre, University Hospital Zurich, Zurich, Switzerland.","{'Switzerland', 'Zurich', 'University Hospital Zurich'}"
3200,"Division of Nephrology, Hypertension and Renal Transplantation, University of Kentucky, Lexington, Kentucky.","{'Kentucky', 'Lexington'}"
3201,"Department of Nephrology and Renal Transplantation, UZ Leuven, Leuven, Belgium.","{'Belgium', 'Leuven'}"
3202,"Department of Renal Medicine, King's College Hospital, London, United Kingdom.","{""King's College Hospital"", 'London', 'United Kingdom'}"
3203,"Department of Nephrology, Manipal Hospital, Bangalore, India.","{'Manipal Hospital', 'India', 'Bangalore'}"
3204,"Kidney Health Research Institute, Geisinger Health System, Danville, Pennsylvania.","{'Geisinger Health System', 'Pennsylvania', 'Danville'}"
3205,"Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba.","{'Winnipeg', 'Manitoba'}"
3206,"Australasian Kidney Trials Network, University of Queensland, Woolloongabba, Queensland.","{'Queensland', 'Woolloongabba'}"
3207,"Division of Medical Subspecialties, Section of Pediatric Nephrology, Helen DeVos Children's Hospital, Grand Rapids, Michigan.","{'Grand Rapids', ""Helen DeVos Children's Hospital"", 'Michigan'}"
3208,"Nephrology Section, Veterans Affairs San Diego Healthcare System, San Diego, California.","{'San Diego Healthcare System', 'Veterans', 'San Diego', 'California'}"
3209,"Department of Surgery, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA.","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine', 'USA'}"
3210,"Office of Therapeutic Products, Center for Biologics Evaluation and Research, Food and Drug Administration, Silver Spring, Maryland.","{'Maryland', 'Silver Spring'}"
3211,"University Department of Geriatric Medicine, Felix Platter Hospital, Basel, Switzerland.","{'Switzerland', 'Felix Platter Hospital', 'Basel'}"
3212,"Division of Nephrology, Department of Pediatrics, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania","{'Philadelphia', 'Pennsylvania', ""Children's Hospital of Philadelphia""}"
3213,"Department of Pharmacy , Peking University First Hospital, Beijing , China.","{'Beijing', 'China', 'Peking University First Hospital'}"
3214,"Fondazione Ricerca Molinette, Regina Margherita Hospital, Turin, Italy.","{'Regina Margherita Hospital', 'Italy', 'Turin'}"
3215,"Division of Pediatric Nephrology, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel.","{'Sheba Medical Center', 'Israel', 'Tel-Hashomer', ""Edmond and Lily Safra Children's Hospital""}"
3216,"Selzman Institute for Kidney Health, Section of Nephrology, Baylor College of Medicine, Houston, Texas","{'Houston', 'Texas'}"
3217,"Department of Pediatrics, UCLA Mattel Children's Hospital, University of California at Los Angeles, Los Angeles, California.","{'Angeles', 'California', ""UCLA Mattel Children's Hospital"", 'Los Angeles'}"
3218,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.","{'Hvidovre', 'Copenhagen University Hospital Amager and Hvidovre'}"
3219,"Department of Management, Information and Production Engineering, University of Bergamo, Dalmine, Italy.","{'Dalmine', 'Italy'}"
3220,"Department of Medicine and Health Research Methods, Evidence and Impact, McMaster University, Ontario, Canada.","{'Ontario', 'Canada'}"
3221,"Division of Pediatric Nephrology, Nemours Children's Health, Wilmington, Delaware.","{'Delaware', 'Wilmington'}"
3222,"Inserm, Centre d'Investigations Cliniques-1433, Inserm U1116, CHRU Nancy, F-CRIN INI-CRCT, Université de Lorraine, Nancy, France.","{'Nancy', 'France'}"
3223,"Division of Nephrology, Department of Medicine, The Ottawa Hospital, Ottawa, Ontario, Canada.","{'Ontario', 'Ottawa', 'Canada', 'The Ottawa Hospital'}"
3224,"Center for Access and Delivery Research and Evaluation (CADRE), Iowa City VA Health Care System, Iowa City, Iowa, USA.","{'Iowa', 'USA', 'Iowa City', 'Iowa City VA'}"
3225,"Department of Intensive Care Medicine, University Hospitals Leuven, Leuven, Belgium","{'Hospitals Leuven', 'Leuven', 'Belgium'}"
3226,"Clinical and Experimental Endocrinology, Department of Chronic Diseases, and Metabolism (CHROMETA), University Hospitals Leuven, Leuven, Belgium.","{'Belgium', 'Leuven'}"
3227,"Department of Pediatrics, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania', ""Children's Hospital of Philadelphia""}"
3228,"Department of Surgery, University of Cincinnati College of Medicine, Cincinnati, Ohio, USA. Electronic address: changax@ucmail.uc.edu.","{'Ohio', 'Cincinnati', 'USA'}"
3229,"Division of Transplantation, Department of General Surgery, Medical University of Vienna, Vienna, Austria.","{'Vienna', 'Austria'}"
3230,"Department of Nephrology, Hospital Pediátrico Humberto J Notti, Mendoza, Argentina.","{'Mendoza', 'Hospital Pedi', 'trico Humberto J Notti', 'Argentina'}"
3231,"Division of Gastroenterology and Hepatology, Department of Medicine, Northwestern Medicine, Chicago, Illinois, USA.","{'Illinois', 'USA', 'Chicago'}"
3232,"Division of Cardiothoracic Surgery, University of California, San Francisco, California, USA.","{'California', 'San Francisco', 'USA'}"
3233,"Pathology department, Necker-Enfants Malades Hospital, Paris, France.","{'France', 'Necker-Enfants Malades Hospital', 'Paris'}"
3234,"Recanati/Miller Transplantation Institute, Mount Sinai Hospital, New York, New York, USA.","{'Mount Sinai Hospital', 'New York', 'USA'}"
3235,"Division of Transplant Surgery, Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.","{'Harvard Medical School', 'Boston', ""Brigham and Women's Hospital"", 'MA'}"
3236,"National Consultant Laboratory for HAV and HEV, Institute of Clinical Microbiology and Hygiene, University Medical Center Regensburg, Regensburg, Germany.","{'Regensburg', 'Germany'}"
3237,"Spanish (Spain, International Sort) Organización Nacional de Trasplantes, Madrid, Spain.","{'Madrid', 'Spain'}"
3238,"Centre de Recherche Clinique (CRC), Lausanne University Hospital, Lausanne, Switzerland.","{'Lausanne University Hospital', 'Switzerland', 'Lausanne'}"
3239,"British Columbia Institute of Technology, Vancouver, British Columbia, Canada.","{'Vancouver', 'British Columbia', 'Canada'}"
3240,"Tennessee Valley Healthcare System, Nashville VA Medical Center, Nashville, Tennessee.","{'Nashville', 'Nashville VA Medical Center', 'Tennessee'}"
3241,"Department of Nephrology, Guangdong Provincial Hospital of Chinese Medicine, The Second Affiliated Hospital, The Second Clinical College, Guangzhou University of Chinese Medicine, Guangzhou, China","{'Guangzhou', 'Guangdong Provincial Hospital of Chinese Medicine', 'China', 'Second Affiliated Hospital'}"
3242,"Department of Medicine, University of California, San Francisco, California, USA.","{'California', 'San Francisco', 'USA'}"
3243,"The Liver Unit, Queen Elizabeth Hospital, Birmingham, United Kingdom.","{'Birmingham', 'Queen Elizabeth Hospital', 'United Kingdom'}"
3244,"Genomic Research Alliance for Transplantation (GRAfT), Bethesda, Maryland, USA","{'Maryland', 'Bethesda', 'USA'}"
3245,"Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, Taoyuan, Taiwan.","{'Chang Gung Memorial Hospital', 'Taiwan', 'Taoyuan'}"
3246,"Renal Research Institution, Beijing University of Chinese Medicine, Beijing.",{'Beijing'}
3247,"Novo Nordisk A/S, Søborg, Denmark.","{'Denmark', 'Søborg'}"
3248,"Department of Medicine, Division of Nephrology and Hypertension, Mayo Clinic College of Medicine and Science, Mayo Clinic, Rochester, Minnesota, USA.","{'Minnesota', 'Mayo Clinic', 'USA', 'Mayo Clinic College of Medicine and Science', 'Rochester'}"
3249,"Pathology Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna.",{'Bologna'}
3250,"Department of Nephrology, ADPC Marseille Michelet, Marseille, France.","{'Marseille Michelet', 'Marseille', 'France'}"
3251,"University of North Carolina, Chapel Hill, and Duke Children's Hospital Medical Center, Durham, North Carolina.","{'North Carolina', 'Durham', 'Chapel Hill', ""Duke Children's Hospital Medical Center""}"
3252,"Department of Pathology and Laboratory Medicine, University of North Carolina at Chapel Hill, Chapel Hill, NC.","{'Chapel Hill', 'Chapel', 'NC'}"
3253,"Department of Epidemiology and Biostatistics, School of Public Health, Capital Medical University, Beijing, People's Republic of China","{'Beijing', ""People's Republic of China""}"
3254,"Richard L. Roudebush VA Medical Center and Indiana University, Indianapolis, IN, USA.","{'Indianapolis', 'IN', 'VA Medical Center', 'USA'}"
3255,"Sichuan Clinical Research Center for Kidney Diseases, Renal Department and Institute of Nephrology, School of Medicine, Sichuan Provincial People's Hospital, University of Electronic Science and Technology of China, Chengdu, China.","{'School', ""Sichuan Provincial People's Hospital"", 'Chengdu', 'China'}"
3256,"Laboratory of Data Discovery for Health (D24H), Hong Kong Science and Technology Park, Hong Kong SAR, China.","{'Hong Kong Science and Technology Park', 'Hong Kong SAR', 'China'}"
3257,"Nutrition and Metabolism, Faculty of Medicine, University of Southampton, Southampton, United Kingdom","{'Southampton', 'United Kingdom'}"
3258,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden.","{'Sweden', 'Stockholm'}"
3259,"Pharmacy Department, Hospital del Mar, Barcelona, Spain.","{'Hospital del Mar', 'Barcelona', 'Spain'}"
3260,"Faculty of Medicine & Health, University New South Wales, Sydney, New South Wales, Australia.","{'New South Wales', 'Australia', 'Sydney'}"
3261,"Department of Pediatrics I, University Childrens Hospital Heidelberg, Heidelberg, Germany.","{'Germany', 'Heidelberg', 'University Childrens Hospital Heidelberg'}"
3262,"Pathology, Thomas E. Starzl Transplant Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.","{'Pittsburgh', 'Pennsylvania', 'USA'}"
3263,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas.","{'Houston', 'Texas'}"
3264,"Huashan Hospital Affiliated to Fudan University, Shanghai, China.","{'China', 'Huashan Hospital', 'Shanghai'}"
